V,Cr,Ti,W,Zr,dose_d30,dose_d365,dose_d1825,dose_d36500,He_2y,H_2y,dose_d30_pass,dose_d365_pass,dose_d1825_pass,dose_d36500_pass,He_2y_pass,H_2y_pass,all_pass
0.978,0.0,0.0,0.0,0.022,784.0467301550093,0.023708470599907907,2.0938936146838864e-07,3.925037248448174e-09,245.60220143868202,634.4004381952229,True,True,True,True,True,True,True
0.869,0.036000000000000004,0.048,0.001,0.046,1606.1294475026325,0.06778180532388621,1.1030530290828243e-05,1.3918439554536108e-06,264.24408751110417,710.7197438549556,False,True,True,True,True,True,False
0.891,0.025,0.013000000000000001,0.04,0.031,983.1400213176242,0.08742475241295795,1.0667262135652169e-05,3.4625671545784833e-07,244.97777003384587,648.8879918770638,True,True,True,True,True,True,True
0.8089999999999999,0.048,0.101,0.013000000000000001,0.029,993.6925669202027,0.08553670201253448,2.446601590955153e-05,2.8728374277279217e-06,279.25396194984575,762.3222474213935,True,True,True,True,True,True,True
0.845,0.002,0.114,0.039,0.0,1.7742833538132068,0.0933074389902451,3.093296913962213e-05,3.100609714320201e-06,268.1979188669076,708.8834114419997,True,True,True,True,True,True,True
0.956,0.009000000000000001,0.003,0.008,0.024,834.5338317839243,0.03815329161842989,2.6355849276849806e-06,9.023324820837177e-08,246.49625862094112,642.1427693992497,True,True,True,True,True,True,True
0.919,0.004,0.023,0.036000000000000004,0.018000000000000002,583.3200663316833,0.07467447665700644,1.1988619122376875e-05,6.227534599447464e-07,244.5684403875962,637.0268395069934,True,True,True,True,True,True,True
0.911,0.024,0.012,0.041,0.012,385.36133853386383,0.07115980957820654,1.0640332145286437e-05,3.233650885177553e-07,245.7418090184741,648.6484405443639,True,True,True,True,True,True,True
0.981,0.007,0.001,0.01,0.001,35.587225582754144,0.016472790650232397,2.4783256902346293e-06,3.306572638862005e-08,246.85251715746898,639.854649560892,True,True,True,True,True,True,True
0.9390000000000001,0.037,0.003,0.014,0.007,242.54049629470978,0.02903206872145928,3.8086038783888954e-06,8.97491341886453e-08,252.9943065360627,672.5117957983082,True,True,True,True,True,True,True
0.971,0.011,0.014,0.001,0.003,108.35966728874017,0.010206338682843031,3.4150192768334922e-06,4.222789739101368e-07,253.01686396785502,659.9497396028362,True,True,True,True,True,True,True
0.884,0.033,0.042,0.008,0.033,1140.64108141184,0.061584616406079394,1.1039258672229572e-05,1.2069735295372972e-06,261.422806556309,699.9288285960093,False,True,True,True,True,True,False
0.827,0.014,0.021,0.097,0.041,1126.3242148287513,0.1517659088677652,2.0229224022729924e-05,4.853800589954792e-07,230.72231510651133,608.3537701945286,False,True,True,True,True,True,False
0.953,0.014,0.0,0.006,0.027,941.6760143767974,0.03736190278260583,1.5951247857025255e-06,3.748080247015015e-09,247.1157019426124,646.2023988268966,True,True,True,True,True,True,True
0.897,0.026000000000000002,0.001,0.07200000000000001,0.004,120.61261892025468,0.09430308771802498,1.3441221184242363e-05,2.7903143703390338e-08,236.94798771830185,624.8574416541784,True,True,True,True,True,True,True
0.982,0.0,0.001,0.001,0.016,571.2686175639333,0.019189030099388462,6.091694996829856e-07,3.3525602164437667e-08,246.09801805591616,635.349624156062,True,True,True,True,True,True,True
0.846,0.055,0.009000000000000001,0.059000000000000004,0.031,935.8600998793,0.10593544673764335,1.2952846756207571e-05,2.2941206811944136e-07,246.63368667247008,668.6427551809973,True,True,True,True,True,True,True
0.899,0.025,0.011,0.023,0.042,1382.007477349727,0.07745530721833155,7.314980823569785e-06,3.0433625715653557e-07,247.47885525809258,655.8769511016302,False,True,True,True,True,True,False
0.949,0.02,0.02,0.005,0.006,213.70568477800788,0.021627248443979945,5.622045420361616e-06,5.933367975751668e-07,255.5153582166968,672.3381873285631,True,True,True,True,True,True,True
0.9279999999999999,0.028,0.013000000000000001,0.014,0.017,584.3306037866619,0.042809994099775386,5.971440584171686e-06,3.741482272674981e-07,252.68391343791814,669.1780452937965,True,True,True,True,True,True,True
0.942,0.002,0.006,0.004,0.046,1591.5594311192428,0.05614811420368267,2.561445529589262e-06,1.7573878676908763e-07,244.83155328929755,636.3025823543029,False,True,True,True,True,True,False
0.895,0.032,0.014,0.018000000000000002,0.041,1368.3497018825112,0.07162559827634069,7.031347711880124e-06,3.9159201598437577e-07,251.0973818051983,669.3053040228594,False,True,True,True,True,True,False
