V,Cr,Ti,W,Zr,dose_d30,dose_d365,dose_d1825,dose_d36500,He_2y,H_2y,dose_d30_pass,dose_d365_pass,dose_d1825_pass,dose_d36500_pass,He_2y_pass,H_2y_pass,all_pass
0.8160000000000001,0.076,0.055,0.026000000000000002,0.027,891.2087733895257,0.08234095460267056,1.687917024991657e-05,1.5107597122161992e-06,271.16843393799,749.5285293812411,True,True,True,True,True,True,True
0.806,0.058,0.04,0.09,0.006,172.80861225843776,0.1252375942838753,2.2947708699911126e-05,9.559450509834584e-07,250.19278314313013,682.0651259930042,True,True,True,True,True,True,True
0.873,0.048,0.009000000000000001,0.039,0.031,984.6814073244464,0.08488910015323475,9.731565614327826e-06,2.4099136222393704e-07,249.54744898862842,672.3726164166713,True,True,True,True,True,True,True
0.806,0.136,0.047,0.005,0.006,213.1797474442117,0.031716233111855195,1.1660443988370505e-05,1.3836135825275983e-06,289.525284318578,826.0183520579812,True,True,True,True,True,True,True
0.8109999999999999,0.04,0.059000000000000004,0.043000000000000003,0.047,1464.4793336142384,0.1198926342971889,2.0074417604249986e-05,1.5335055587832972e-06,258.3721377025764,699.5182384674695,False,True,True,True,True,True,False
0.8069999999999999,0.033,0.037,0.10300000000000001,0.02,550.048790460285,0.1461033348913795,2.3838005335259017e-05,8.527689119478749e-07,239.5373957623146,641.9366892603864,True,True,True,True,True,True,True
0.8109999999999999,0.08600000000000001,0.03,0.043000000000000003,0.03,943.383842859009,0.09533677852812118,1.4526849704935381e-05,7.879840861704327e-07,262.9801169484487,730.3503596575989,True,True,True,True,True,True,True
0.906,0.037,0.006,0.021,0.03,1000.6492432109595,0.061931146852926694,5.899280465353387e-06,1.6959531541774766e-07,250.38017893856784,668.0776284637957,False,True,True,True,True,True,False
0.836,0.034,0.037,0.045,0.048,1485.95821387654,0.11542770743478858,1.6101077994794085e-05,9.568948618251316e-07,250.78758196011893,673.5891998669347,False,True,True,True,True,True,False
0.802,0.005,0.096,0.064,0.033,988.0425305689367,0.1406094011528567,2.984976392138088e-05,2.3995683540055888e-06,256.02259000798347,679.1311606970503,True,True,True,True,True,True,True
0.8200000000000001,0.028,0.06,0.06,0.032,965.9989253588101,0.12434978734477507,2.26423830061308e-05,1.5127115954462618e-06,253.12848505879703,678.5654083061322,True,True,True,True,True,True,True
0.8089999999999999,0.046,0.07100000000000001,0.029,0.045,1456.6927638581756,0.10779489412991854,2.0452316912676447e-05,1.913393125316185e-06,266.19694227646715,724.4757202456113,False,True,True,True,True,True,False
0.806,0.064,0.038,0.088,0.004,116.54381490212633,0.12123511701031309,2.236397174260183e-05,9.132625321600597e-07,251.68941945695508,688.6733157826526,True,True,True,True,True,True,True
0.808,0.067,0.108,0.01,0.007,246.67444857542895,0.06260697037178355,2.5776356415733744e-05,3.146911434392793e-06,287.8795551788502,793.9819299144931,True,True,True,True,True,True,True
0.89,0.052000000000000005,0.018000000000000002,0.012,0.028,958.8454623290439,0.052923825183267686,6.694958391578026e-06,5.146884761215973e-07,259.1684197110977,700.344752693832,True,True,True,True,True,True,True
0.844,0.063,0.078,0.004,0.011,391.7641029822459,0.04735740376137386,1.8215409280269087e-05,2.302014859069709e-06,280.2923817041645,768.1640628676753,True,True,True,True,True,True,True
0.8089999999999999,0.127,0.008,0.008,0.048,1631.7027424431863,0.06368005724915748,3.955979641665165e-06,2.2862249398536794e-07,273.4572153575911,777.3988150661378,False,True,True,True,True,True,False
0.8029999999999999,0.08,0.034,0.05,0.033,1017.5932862923192,0.10658937332482502,1.6353320740307612e-05,8.760540225658909e-07,260.78323315368254,722.3217885153379,False,True,True,True,True,True,False
0.871,0.073,0.017,0.01,0.029,997.0155669797346,0.05090890461758911,6.118212925577502e-06,4.88031205725603e-07,264.19156733428537,724.4492205634939,True,True,True,True,True,True,True
0.8119999999999999,0.094,0.047,0.017,0.03,1011.3782854782418,0.07156997189809229,1.3745895208388834e-05,1.3178979420609947e-06,275.1259328544727,768.3974463419664,False,True,True,True,True,True,False
0.804,0.026000000000000002,0.08600000000000001,0.079,0.005,148.7120088525013,0.12882213692728955,2.9998251082577723e-05,2.1115501192710754e-06,257.11921004662696,689.5053615232266,True,True,True,True,True,True,True
0.815,0.063,0.01,0.08600000000000001,0.026000000000000002,738.331821972053,0.12776049059418143,1.700275969918746e-05,2.3985195796827134e-07,243.00360501318963,663.3715302917055,True,True,True,True,True,True,True
0.8049999999999999,0.065,0.015,0.097,0.018000000000000002,501.5900298045975,0.13290054102108786,1.9340803211491453e-05,3.515662098208545e-07,242.8770933669897,664.2336433861273,True,True,True,True,True,True,True
0.9430000000000001,0.01,0.005,0.011,0.031,1063.229601852944,0.049931202365256,3.7106549569510668e-06,1.4588844250530005e-07,246.01967190674273,642.3033856041732,False,True,True,True,True,True,False
0.896,0.007,0.025,0.039,0.033,1049.0214429804275,0.092239606031271,1.2851078552587811e-05,6.64444893159428e-07,243.93064955060663,638.4941440901408,False,True,True,True,True,True,False
0.96,0.006,0.015,0.015,0.004,139.08412118642428,0.03180815346892405,6.525673159579404e-06,4.347389081210058e-07,248.84523379077845,646.7753838762424,True,True,True,True,True,True,True
0.8089999999999999,0.004,0.11800000000000001,0.043000000000000003,0.026000000000000002,825.8000141161668,0.12198815611789772,3.182670212312561e-05,3.119968224269757e-06,266.76272761881387,708.9277605981708,True,True,True,True,True,True,True
0.901,0.012,0.065,0.009000000000000001,0.013000000000000001,456.24974198623914,0.051385709947488103,1.619679363877217e-05,1.892844651301801e-06,263.75814845190155,696.5187070356717,True,True,True,True,True,True,True
0.834,0.062,0.085,0.01,0.009000000000000001,315.96332013978406,0.05602986190084142,2.0753445563525267e-05,2.4717316740033215e-06,280.64783783800226,769.4327455653719,True,True,True,True,True,True,True
0.906,0.027,0.043000000000000003,0.009000000000000001,0.015,524.5789009336146,0.04517951164760682,1.1438546386544534e-05,1.2495184434039538e-06,261.4517107445101,695.5055319751964,True,True,True,True,True,True,True
0.905,0.07200000000000001,0.008,0.005,0.01,353.847920412601,0.02127410575295353,3.074390034751071e-06,2.380633697464122e-07,264.26151969161293,721.233864200906,True,True,True,True,True,True,True
0.888,0.025,0.049,0.009000000000000001,0.029,1003.3018775963087,0.061495860745251756,1.271388384397788e-05,1.408875237907116e-06,261.43442029777464,696.4040152261424,False,True,True,True,True,True,False
0.813,0.031,0.008,0.133,0.015,387.9463121024061,0.1579174407776756,2.2415463677975154e-05,1.7536575507112204e-07,225.180955983677,599.2397409166368,True,True,True,True,True,True,True
0.836,0.057,0.01,0.063,0.034,1014.2447688892531,0.11266224287967,1.3730797118938992e-05,2.5165499590475773e-07,246.21495917447135,669.0285682449042,False,True,True,True,True,True,False
0.802,0.10200000000000001,0.055,0.021,0.02,672.1839764003231,0.0697153563875804,1.6111523767981124e-05,1.536704423991745e-06,278.91649496367296,782.8342595567018,True,True,True,True,True,True,True
0.803,0.105,0.06,0.027,0.005,168.12439798879566,0.06450378143901346,1.8185216914808746e-05,1.6681908265754504e-06,280.7054800488699,788.5960069356812,True,True,True,True,True,True,True
0.8280000000000001,0.021,0.077,0.029,0.045,1458.4546675009126,0.1099832848916683,2.1655836141745928e-05,2.077404633165921e-06,261.9025394059025,700.9271009663756,False,True,True,True,True,True,False
0.829,0.096,0.052000000000000005,0.016,0.007,241.48128674504855,0.049629674869940986,1.4692154832505682e-05,1.4869274739082266e-06,278.8945313714498,778.0748397246424,True,True,True,True,True,True,True
0.808,0.037,0.009000000000000001,0.138,0.008,206.7202217124972,0.15723523814954712,2.3171128889602308e-05,1.9572261937655681e-07,226.2491321434123,604.7943178415011,True,True,True,True,True,True,True
0.86,0.026000000000000002,0.02,0.06,0.034,1023.2615265630582,0.11306834714814282,1.512874020546646e-05,5.048442979878937e-07,242.2290223916925,643.6485318254068,False,True,True,True,True,True,False
0.881,0.064,0.013000000000000001,0.037,0.005,163.51824750906258,0.060247782451733546,1.0194881939313029e-05,3.546994577438842e-07,256.786663093659,698.0984559435874,True,True,True,True,True,True,True
0.8049999999999999,0.028,0.1,0.029,0.038,1238.831997682759,0.11170973569892906,2.635267338733878e-05,2.7121416539677238e-06,269.9910802440234,728.3542820134273,False,True,True,True,True,True,False
0.887,0.026000000000000002,0.03,0.026000000000000002,0.031,1020.9137852972237,0.0774049207683471,1.1713438628146241e-05,8.240779885378003e-07,252.7666774042939,671.9778753336377,False,True,True,True,True,True,False
0.805,0.037,0.015,0.122,0.021,553.0808048612818,0.1555577076149629,2.229009696405912e-05,3.33027011998131e-07,230.41962383630204,617.4380915461163,True,True,True,True,True,True,True
0.843,0.099,0.046,0.005,0.007,248.75175008881183,0.03242692944500237,1.1407526267289497e-05,1.3553811228912725e-06,280.55711726727594,783.050653779777,True,True,True,True,True,True,True
0.856,0.078,0.049,0.01,0.007,245.58924280098165,0.04052783408639153,1.297123449050125e-05,1.4252942197969954e-06,275.28914680248846,758.6975180581471,True,True,True,True,True,True,True
0.87,0.015,0.077,0.025,0.013000000000000001,436.774283126146,0.07601393726486437,2.131358086588472e-05,2.148201849927616e-06,263.9006534574695,700.3007048281396,True,True,True,True,True,True,True
0.828,0.047,0.057,0.062,0.006,184.7047097504725,0.10374057345746794,2.2551796045743115e-05,1.454019396327345e-06,258.3583892761438,699.6916019634791,True,True,True,True,True,True,True
0.838,0.079,0.005,0.045,0.033,1029.3134537392498,0.09173838772439007,9.997282153701493e-06,1.328153670291167e-07,254.23426651164624,700.6165343687089,False,True,True,True,True,True,False
0.895,0.044,0.004,0.026000000000000002,0.031,1018.9871430181631,0.06821538597648034,6.43411051262941e-06,1.1257139118841272e-07,250.2888178251108,671.373570729075,False,True,True,True,True,True,False
0.898,0.05,0.014,0.009000000000000001,0.029,1000.5917141578658,0.04853782244376055,5.257678480901107e-06,4.0401716468348155e-07,258.2761809460249,696.4639013099898,False,True,True,True,True,True,False
0.8049999999999999,0.10400000000000001,0.055,0.023,0.013000000000000001,437.13627134365066,0.06545464114807176,1.6470656525039957e-05,1.5363434121075297e-06,279.47363559566907,784.7821937899175,True,True,True,True,True,True,True
0.832,0.097,0.047,0.016,0.008,275.53647129657895,0.04879206111832753,1.3622254650024213e-05,1.3429269229814646e-06,277.7680921479642,775.0432002875624,True,True,True,True,True,True,True
0.915,0.025,0.018000000000000002,0.012,0.03,1026.866950557349,0.05495831280579617,6.6806449268565915e-06,5.1458131373163e-07,252.71093286887543,669.4205014541626,False,True,True,True,True,True,False
0.812,0.031,0.09,0.022,0.045,1486.3680676749802,0.10696657330406019,2.328750196740912e-05,2.471889107338767e-06,269.16682759359827,726.9073506665878,False,True,True,True,True,True,False
0.819,0.035,0.113,0.006,0.027,946.1623853455887,0.07948945634238068,2.6038789563221492e-05,3.283736519953699e-06,281.05083918264694,761.5993809654037,True,True,True,True,True,True,True
0.869,0.08,0.007,0.014,0.03,1018.4135776388451,0.05341120248647036,4.805171832724143e-06,2.0048722073120436e-07,262.268637109712,721.8463788842967,False,True,True,True,True,True,False
0.901,0.01,0.049,0.01,0.03,1034.8034248076972,0.06380421678418366,1.2877362276954748e-05,1.4049332430673009e-06,257.63169695053995,678.6542327605202,False,True,True,True,True,True,False
0.827,0.059000000000000004,0.047,0.036000000000000004,0.031,993.7054255380917,0.09452058909391647,1.6776416452184064e-05,1.2558635962129678e-06,262.56145061451764,717.4075811899148,True,True,True,True,True,True,True
0.848,0.006,0.034,0.107,0.005,139.34495813892795,0.1377811642633804,2.3892206968300057e-05,7.848320946340502e-07,232.7199467476949,608.2863518249038,True,True,True,True,True,True,True
0.892,0.053,0.014,0.025,0.016,533.579266803216,0.056296568361356145,8.275741056249915e-06,3.908730356676691e-07,256.34927965927915,692.0928097286766,True,True,True,True,True,True,True
0.854,0.036000000000000004,0.055,0.025,0.03,992.1625234731995,0.08410018168666543,1.668669010681675e-05,1.5139201804626784e-06,261.82769485324974,704.2978847231916,True,True,True,True,True,True,True
0.8089999999999999,0.04,0.081,0.058,0.012,370.27226225715293,0.11262951495274157,2.6568333541517604e-05,2.079099203422393e-06,263.33536254855943,712.7911490845859,True,True,True,True,True,True,True
0.812,0.02,0.06,0.10200000000000001,0.006,168.67622800633342,0.14193623115485182,2.7822081602671362e-05,1.397795049903467e-06,243.7323241835199,648.067839843806,True,True,True,True,True,True,True
0.897,0.042,0.033,0.019,0.009000000000000001,307.4861457653238,0.04869736342439408,1.114108754928221e-05,9.373749642693641e-07,260.5739443598884,699.3311657832753,True,True,True,True,True,True,True
0.841,0.065,0.032,0.05,0.012,376.45649819039363,0.08790443523501108,1.6032198278359777e-05,8.369911001920194e-07,258.4034146310613,706.1873029095717,True,True,True,True,True,True,True
0.872,0.094,0.013000000000000001,0.015,0.006,207.27835118368702,0.032996516890067926,6.20065674792503e-06,3.7499275887897715e-07,268.7172460924533,744.9230235585557,True,True,True,True,True,True,True
0.838,0.10400000000000001,0.046,0.007,0.005,177.1267578344999,0.033155838263494615,1.1792553880067603e-05,1.3496663551616827e-06,281.4207810336547,787.8022339883129,True,True,True,True,True,True,True
0.804,0.065,0.005,0.089,0.037,1035.393799341442,0.13715597853498052,1.6478857499238188e-05,1.1956798550214922e-07,240.6459639963646,658.5145751152427,False,True,True,True,True,True,False
0.825,0.096,0.048,0.012,0.019,655.0972472071445,0.0548919071108117,1.3113160307576905e-05,1.3750508164665693e-06,277.84518494448395,775.7269949421991,True,True,True,True,True,True,True
0.843,0.097,0.044,0.012,0.004,140.08495747459202,0.03830655902365482,1.2275527559259406e-05,1.274787682056817e-06,278.21665997029334,775.431167240692,True,True,True,True,True,True,True
0.86,0.077,0.008,0.024,0.031,1023.3819430280428,0.0671408987933523,6.9133626360381065e-06,2.225813844554401e-07,259.46954700479284,713.2822297474602,False,True,True,True,True,True,False
0.848,0.083,0.055,0.005,0.009000000000000001,319.54455078600336,0.03793020513859159,1.3365729508323666e-05,1.6191782402114706e-06,278.97795002686354,771.9178935231344,True,True,True,True,True,True,True
0.865,0.07100000000000001,0.031,0.005,0.028,977.8182518722805,0.04846608356222992,8.128441209653557e-06,9.005309631045917e-07,268.5345258035799,736.5556140691908,True,True,True,True,True,True,True
0.82,0.066,0.006,0.083,0.025,715.2221065940123,0.12305565322506377,1.5887761902346927e-05,1.4601759802795553e-07,243.43519810430573,665.4130131456832,True,True,True,True,True,True,True
0.9359999999999999,0.019,0.009000000000000001,0.006,0.03,1044.152121146628,0.04375312278150051,3.546216959745562e-06,2.633289434431331e-07,250.3621266483253,658.8153979891737,False,True,True,True,True,True,False
0.826,0.108,0.05,0.004,0.012,425.52322563958546,0.03772682740420773,1.210336563338667e-05,1.4710269785422328e-06,283.5195615179419,796.49561759403,True,True,True,True,True,True,True
0.8059999999999999,0.063,0.004,0.08600000000000001,0.041,1152.2708034821944,0.1372775800867711,1.5902412803965433e-05,9.658094255936421e-08,240.2941507587178,656.702175483057,False,True,True,True,True,True,False
0.802,0.056,0.018000000000000002,0.097,0.027,747.5826189768754,0.14047910341844203,1.9806755116118285e-05,4.1923629480669516e-07,240.84675951089514,655.3501026218814,True,True,True,True,True,True,True
0.808,0.123,0.005,0.056,0.008,247.55350712607307,0.08181609950603691,1.1800839740325795e-05,1.3119017741025382e-07,263.9470613757121,747.2023876368763,True,True,True,True,True,True,True
0.847,0.026000000000000002,0.073,0.024,0.03,996.0699552904115,0.08936200935630366,2.0210277480836646e-05,2.0158507386234098e-06,264.3471306566649,708.0972069623465,True,True,True,True,True,True,True
0.894,0.031,0.061,0.005,0.009000000000000001,320.3203473371506,0.040277341957285336,1.4638805335578728e-05,1.800021056040952e-06,268.385839774889,717.6909612967625,True,True,True,True,True,True,True
0.87,0.006,0.054,0.048,0.022,689.8938119003369,0.10203803641590778,1.994243588240377e-05,1.4121259980131278e-06,249.9613988671042,656.9187115950158,True,True,True,True,True,True,True
0.873,0.004,0.004,0.111,0.008,218.91088166692722,0.13454984438038978,1.922441650478283e-05,9.369081733416546e-08,223.40092952942624,579.0090318656764,True,True,True,True,True,True,True
0.816,0.045,0.1,0.011,0.028,965.6445095958093,0.0817878265421486,2.3958505017572323e-05,2.862132364565615e-06,278.8287443100133,759.3908449250241,True,True,True,True,True,True,True
0.895,0.008,0.044,0.022,0.031,1033.4136019876105,0.07770337880563871,1.3902420633537238e-05,1.2213055851822672e-06,253.07128889135825,665.1987450113759,False,True,True,True,True,True,False
0.815,0.005,0.034,0.115,0.031,824.4056549204455,0.162648772443888,2.4572383686673837e-05,7.597305678235265e-07,228.6463296490069,599.343580006023,True,True,True,True,True,True,True
0.842,0.026000000000000002,0.038,0.06,0.034,1024.0390506188144,0.11887844533222491,1.8499004543250494e-05,9.571554981178412e-07,246.85327173710553,658.229591357706,False,True,True,True,True,True,False
0.802,0.01,0.135,0.047,0.006,192.88575103961242,0.11450675444890854,3.594396456732651e-05,3.58440815109048e-06,273.1764123004305,729.587509907763,True,True,True,True,True,True,True
0.9299999999999999,0.007,0.026000000000000002,0.007,0.03,1042.5657148712542,0.051416495222843,7.402043611884179e-06,7.526542609717472e-07,251.70465722578467,658.3650230781126,False,True,True,True,True,True,False
0.829,0.017,0.083,0.039,0.032,1020.2382569441413,0.11109848251937374,2.432689718955737e-05,2.2041137937403197e-06,261.24723107913354,696.9637882667747,False,True,True,True,True,True,False
0.859,0.005,0.064,0.051000000000000004,0.021,654.3757837035876,0.10764592975337553,2.2301132234708493e-05,1.6626154522242796e-06,251.69264407810917,662.2516987429872,True,True,True,True,True,True,True
0.849,0.048,0.011,0.058,0.034,1027.1356939597156,0.10809705862950506,1.3166934289694796e-05,2.799602820375994e-07,245.506493044931,662.5302100733397,False,True,True,True,True,True,False
0.812,0.006,0.033,0.11800000000000001,0.031,819.0189074890569,0.1646270734197041,2.4732865478616813e-05,7.327907859772101e-07,227.93957890383444,597.9156399477065,True,True,True,True,True,True,True
0.804,0.013000000000000001,0.135,0.044,0.004,130.39469520332548,0.10959304465236856,3.5668600212239134e-05,3.6161340258831564e-06,274.7150429783845,734.9908318644577,True,True,True,True,True,True,True
0.802,0.129,0.015,0.03,0.024,782.4996188683862,0.0700671556839214,9.45536899639868e-06,4.093079086007842e-07,272.5831795672772,775.3799221525384,True,True,True,True,True,True,True
0.843,0.007,0.07100000000000001,0.044,0.035,1098.9561977069538,0.11482063279966492,2.2612217706545408e-05,1.858637276810447e-06,254.4579388745423,672.5957544781362,False,True,True,True,True,True,False
0.872,0.005,0.055,0.058,0.01,309.2232916796798,0.1025087880534832,2.1592524849748358e-05,1.4151078261759754e-06,248.64342381646375,652.195113774073,True,True,True,True,True,True,True
0.962,0.016,0.008,0.005,0.009000000000000001,319.44366150036035,0.020261194940029564,3.0006290111639517e-06,2.3902749673819383e-07,251.26758440814794,657.7122753253811,True,True,True,True,True,True,True
0.875,0.031,0.023,0.063,0.008,244.37621585486696,0.09542876239066249,1.6226297099710753e-05,5.859635334547225e-07,245.50577936844851,653.141920206297,True,True,True,True,True,True,True
0.874,0.016,0.029,0.07,0.011,329.3704000759228,0.10699959246372169,1.831763974965268e-05,7.250356722238601e-07,241.7223498752048,636.5030315094452,True,True,True,True,True,True,True
0.907,0.055,0.027,0.004,0.007,249.54337426990162,0.02385551145024934,6.994985124101476e-06,8.001975724763945e-07,265.6355008806811,718.2502136739035,True,True,True,True,True,True,True
0.909,0.021,0.016,0.023,0.031,1028.7480192235334,0.06890970892001343,8.325207520412042e-06,4.443955485104346e-07,248.68423622247985,656.706492344969,False,True,True,True,True,True,False
0.847,0.026000000000000002,0.033,0.06,0.034,1023.822628179293,0.11726372632230865,1.757053144108438e-05,8.314502313124571e-07,245.56764832623531,654.1787000410209,False,True,True,True,True,True,False
0.879,0.04,0.02,0.057,0.004,125.05780782589608,0.08464251363332123,1.478198670860048e-05,5.185135825541877e-07,248.51211761881578,664.9281371685169,True,True,True,True,True,True,True
0.802,0.009000000000000001,0.133,0.049,0.007,223.39095831346543,0.11676000489088335,3.573753073668232e-05,3.5112084104436375e-06,271.89720576833133,725.5437748997613,True,True,True,True,True,True,True
0.806,0.05,0.127,0.008,0.009000000000000001,318.7147782189476,0.06921806818459846,2.9612255660578293e-05,3.7205116985218135e-06,289.08929093530844,790.9780019867401,True,True,True,True,True,True,True
0.875,0.031,0.025,0.037,0.032,1022.3829139000001,0.08907473645249193,1.2563749483969366e-05,6.675575673913334e-07,250.06891526478947,667.0620651415484,False,True,True,True,True,True,False
0.8140000000000001,0.005,0.033,0.114,0.034,904.3247382938815,0.1636737368210519,2.4272155508478803e-05,7.376910030038604e-07,228.38094657511155,598.7533458349241,True,True,True,True,True,True,True
0.808,0.048,0.048,0.062,0.034,1018.667486963998,0.12392021732161175,2.0658721661677076e-05,1.2019973905106825e-06,254.1021099866211,690.1636804524879,False,True,True,True,True,True,False
0.929,0.006,0.007,0.026000000000000002,0.032,1052.7511844226883,0.07030455182594988,7.026276402323053e-06,1.9479886490555316e-07,242.10651542145592,630.4905076140607,False,True,True,True,True,True,False
0.806,0.13,0.012,0.028,0.024,786.5369938185347,0.06664334818442448,8.494397713205084e-06,3.2968386937305007e-07,272.5025526280513,775.255338707456,True,True,True,True,True,True,True
0.808,0.052000000000000005,0.126,0.01,0.004,142.05105230834846,0.06638007309686741,2.97394899827609e-05,3.68451058924786e-06,289.23490382439354,791.8762943447456,True,True,True,True,True,True,True
0.8240000000000001,0.132,0.006,0.019,0.019,640.263288891587,0.04859647899031535,5.584229119034075e-06,1.70902590378467e-07,273.86247383716227,778.5275899359757,True,True,True,True,True,True,True
0.858,0.006,0.061,0.051000000000000004,0.024,745.9779760263476,0.1092039102681589,2.170511505130551e-05,1.5813617427778432e-06,250.9212602047829,660.5957461694644,True,True,True,True,True,True,True
0.814,0.006,0.029,0.117,0.034,898.3081262506962,0.1647920654477483,2.3947885065190895e-05,6.444106196511287e-07,226.90564324013278,594.8974716289024,True,True,True,True,True,True,True
0.91,0.051000000000000004,0.004,0.006,0.029,1008.5694733174221,0.040831606666742015,2.510264712825532e-06,1.1888303993078237e-07,256.6239440973215,691.2535470107305,False,True,True,True,True,True,False
0.8049999999999999,0.005,0.028,0.12,0.042,1096.9811627805898,0.17215954378381684,2.4056386094379657e-05,6.155523921639843e-07,225.1080780069729,590.2318181213344,False,True,True,True,True,True,False
0.899,0.019,0.017,0.033,0.032,1033.2653584866907,0.08188629221491313,1.0275784746797564e-05,4.5970258207856275e-07,246.11960428696068,649.2784321262712,False,True,True,True,True,True,False
0.91,0.045,0.024,0.006,0.015,528.1134416246601,0.03393666974753032,6.7555658308207e-06,7.036517751456873e-07,261.4523981126265,702.3234400682168,True,True,True,True,True,True,True
0.823,0.14400000000000002,0.008,0.015,0.01,343.20066384902185,0.03513526913815494,5.211325489747477e-06,2.3067560590318664e-07,278.7891279354141,797.2039514109451,True,True,True,True,True,True,True
0.885,0.005,0.024,0.082,0.004,118.19081321333593,0.11151139982940003,1.905364496340959e-05,5.86847821954846e-07,235.68329627494506,613.7794736888188,True,True,True,True,True,True,True
0.87,0.046,0.056,0.012,0.016,554.3612951003787,0.054954229734625444,1.4788890020412524e-05,1.6113045026248782e-06,268.46425195665097,725.7521238316401,True,True,True,True,True,True,True
0.877,0.055,0.013000000000000001,0.043000000000000003,0.012,382.9729475545668,0.0737197687221664,1.1197129098335105e-05,3.477719671337871e-07,252.77585968135426,683.5209127178068,True,True,True,True,True,True,True
0.847,0.009000000000000001,0.126,0.013000000000000001,0.005,175.97310019691645,0.07135959556681484,3.01214133917053e-05,3.6581634002116305e-06,278.44094630116234,741.1440536518451,True,True,True,True,True,True,True
0.916,0.02,0.041,0.008,0.015,526.1497010191329,0.043090388775479285,1.0813325195317343e-05,1.1951092579666779e-06,259.5292921892777,686.5122822741629,True,True,True,True,True,True,True
0.874,0.014,0.039,0.063,0.01,305.0881466238147,0.10236873536584601,1.9234991448846892e-05,9.913941416409123e-07,245.492437080073,646.5405159111451,True,True,True,True,True,True,True
0.973,0.005,0.004,0.012,0.006,209.52787662434338,0.025627876759790492,3.5725230861720677e-06,1.194708453885725e-07,246.31187607212792,638.2409017187151,True,True,True,True,True,True,True
0.916,0.004,0.037,0.027,0.016,532.3339337651562,0.06703914016376426,1.3327859261974862e-05,1.0252119432850285e-06,250.36812065481945,653.866068610268,True,True,True,True,True,True,True
0.951,0.007,0.021,0.014,0.007,243.10862326525756,0.035700394225724005,7.626508510537881e-06,6.07514249398931e-07,250.61605032028262,652.9960793107704,True,True,True,True,True,True,True
0.929,0.006,0.025,0.023,0.017,570.8864066397001,0.05878846196599268,1.0157581136190967e-05,7.002518131754707e-07,248.584092491208,648.6341538848628,True,True,True,True,True,True,True
0.915,0.022,0.028,0.006,0.029,1010.9401488180615,0.04979250949271916,7.646609525508492e-06,8.126035517424826e-07,256.02182156858316,677.7359720770355,False,True,True,True,True,True,False
0.8200000000000001,0.081,0.038,0.029,0.032,1042.8381828947727,0.08442705861120801,1.3880118382586936e-05,1.032123668254823e-06,266.89822816355536,739.0871345815162,False,True,True,True,True,True,False
0.8049999999999999,0.004,0.029,0.116,0.046,1208.9126970651114,0.17223329696740616,2.3736830079985895e-05,6.41315548656949e-07,225.73211965757235,591.7615913964694,False,True,True,True,True,True,False
0.8260000000000001,0.129,0.004,0.023,0.018000000000000002,600.4909994294413,0.052002653863792846,5.932278037581086e-06,1.1387683991767921e-07,271.8176411305048,771.2822719210052,True,True,True,True,True,True,True
0.852,0.044,0.06,0.015,0.029,986.3833864354651,0.07300704136834939,1.609317331468094e-05,1.6962201208773818e-06,267.33037769406263,723.4009419830235,True,True,True,True,True,True,True
0.95,0.01,0.004,0.006,0.03,1044.2771895601313,0.041912167676583095,2.459234072354595e-06,1.1914826768931476e-07,246.97619999305743,644.5355969027969,False,True,True,True,True,True,False
0.84,0.044,0.043000000000000003,0.041,0.032,1012.1388797059212,0.09949133810232937,1.6740139238548804e-05,1.134700135252314e-06,256.81580805181204,694.079778783601,False,True,True,True,True,True,False
0.832,0.005,0.08600000000000001,0.044,0.033,1038.4249522314196,0.11816942791521143,2.5562302337632042e-05,2.255237208462194e-06,258.00232271518774,682.7145446680239,False,True,True,True,True,True,False
0.843,0.009000000000000001,0.059000000000000004,0.055,0.034,1038.363568861425,0.12093176639919818,2.1782182074428372e-05,1.5044468603172059e-06,249.42030940971657,658.8423921271329,False,True,True,True,True,True,False
0.813,0.137,0.004,0.019,0.027,903.9633959302823,0.0556305463720787,5.211095200920547e-06,1.1424207823448674e-07,273.893681471445,781.625285148969,True,True,True,True,True,True,True
0.888,0.049,0.024,0.01,0.029,998.3092645891988,0.053525913273488615,7.59607691261765e-06,6.885372074511621e-07,260.3857037951579,702.8434142280377,True,True,True,True,True,True,True
0.8039999999999999,0.07200000000000001,0.078,0.006,0.04,1383.186538566719,0.07917841779691714,1.839430590765122e-05,2.2386302323033246e-06,279.67940040068294,773.7266927975692,False,True,True,True,True,True,False
0.837,0.019,0.051000000000000004,0.059000000000000004,0.034,1027.3850380484973,0.12215149434115354,2.0799878824434247e-05,1.2876125003208887e-06,248.78782315978773,661.390828693613,False,True,True,True,True,True,False
0.8059999999999999,0.01,0.135,0.039,0.01,325.8937918181029,0.10961045808717514,3.5034810198418396e-05,3.647267907039806e-06,274.68437098519615,733.7785841761474,True,True,True,True,True,True,True
0.91,0.031,0.025,0.005,0.029,1013.298990577094,0.04732030459655932,6.811738094028025e-06,7.27521679323321e-07,257.5787472063585,686.1186826444336,False,True,True,True,True,True,False
0.809,0.024,0.064,0.084,0.019,546.9401774501423,0.13736314217387965,2.6405513223263183e-05,1.5393564111271166e-06,248.77626817246656,664.8048832232084,True,True,True,True,True,True,True
0.8119999999999999,0.096,0.006,0.051000000000000004,0.035,1073.1220510345809,0.1000308642795293,1.1166678852494271e-05,1.5609919970156574e-07,256.94098126312093,717.0008226812258,False,True,True,True,True,True,False
