task,MAE,R2
dose_d30,278.4692595567182,0.4325700195509854
dose_d365,0.04045131834279417,-0.6102211405855269
dose_d1825,3.884244375316676e-06,0.601093517940312
dose_d36500,1.738489890645337e-07,0.94487071544865
He_2y,3.1558030753231883,0.9548526835122354
H_2y,1.555370784892784,0.9991172276900254
