nuclides,reactions,groups,xs
Ir201,"(n,a)",1,0.0
Ir201,"(n,p)",1,0.0
Ir201,"(n,3n)",1,0.0
Ir201,"(n,gamma)",1,2.659
Ir201,"(n,4n)",1,0.0
Ir201,"(n,t)",1,0.0
Ir201,fission,1,0.0
Ir202,"(n,2n)",1,0.0
Ir202,"(n,d)",1,0.0
Ir202,"(n,a)",1,0.0
Ir202,"(n,p)",1,0.0
Ir202,"(n,3n)",1,0.0
Ir202,"(n,gamma)",1,2.746
Ir202,"(n,4n)",1,0.0
Ir202,"(n,t)",1,0.0
Ir202,fission,1,0.0
Ir203,"(n,2n)",1,0.0
Ir203,"(n,d)",1,0.0
Ir203,"(n,a)",1,0.0
Ir203,"(n,p)",1,0.0
Ir203,"(n,3n)",1,0.0
Ir203,"(n,gamma)",1,0.8307
Ir203,"(n,4n)",1,0.0
Ir203,"(n,t)",1,0.0
Ir203,fission,1,0.0
La119,"(n,2n)",1,0.0
La119,"(n,d)",1,1.391e-10
La119,"(n,a)",1,0.4051
La119,"(n,p)",1,12330.0
La119,"(n,3n)",1,0.0
La119,"(n,gamma)",1,26.57
La119,"(n,4n)",1,0.0
La119,"(n,t)",1,0.0
La119,fission,1,0.0
La120,"(n,2n)",1,0.0
La120,"(n,d)",1,4.408e-12
La120,"(n,a)",1,2.066
La120,"(n,p)",1,5838.0
La120,"(n,3n)",1,0.0
La120,"(n,gamma)",1,41.84
La120,"(n,4n)",1,0.0
La120,"(n,t)",1,0.0
La120,fission,1,0.0
La121,"(n,2n)",1,0.0
La121,"(n,d)",1,0.0
La121,"(n,a)",1,0.3073
La121,"(n,p)",1,2266.0
La121,"(n,3n)",1,0.0
La121,"(n,gamma)",1,36.05
La121,"(n,4n)",1,0.0
La121,"(n,t)",1,0.0
La121,fission,1,0.0
La122,"(n,2n)",1,0.0
La122,"(n,d)",1,0.0
La122,"(n,a)",1,0.2567
La122,"(n,p)",1,4238.0
La122,"(n,3n)",1,0.0
La122,"(n,gamma)",1,39.91
La122,"(n,4n)",1,0.0
La122,"(n,t)",1,0.0
La122,fission,1,0.0
La123,"(n,2n)",1,0.0
La123,"(n,d)",1,0.0
La123,"(n,a)",1,0.1083
La123,"(n,p)",1,567.0
La123,"(n,3n)",1,0.0
La123,"(n,gamma)",1,20.23
La123,"(n,4n)",1,0.0
La123,"(n,t)",1,0.0
La123,fission,1,0.0
La124,"(n,2n)",1,0.0
La124,"(n,d)",1,0.0
La124,"(n,a)",1,0.5613
La124,"(n,p)",1,530.6
La124,"(n,3n)",1,0.0
La124,"(n,gamma)",1,37.1
La124,"(n,4n)",1,0.0
La124,"(n,t)",1,0.0
La124,fission,1,0.0
La125,"(n,2n)",1,0.0
La125,"(n,d)",1,0.0
La125,"(n,a)",1,0.0385
La125,"(n,p)",1,126.4
La125,"(n,3n)",1,0.0
La125,"(n,gamma)",1,5.236
La125,"(n,4n)",1,0.0
La125,"(n,t)",1,0.0
La125,fission,1,0.0
La126,"(n,2n)",1,0.0
La126,"(n,d)",1,0.0
La126,"(n,a)",1,0.8362
La126,"(n,p)",1,288.4
La126,"(n,3n)",1,0.0
La126,"(n,gamma)",1,39.63
La126,"(n,4n)",1,0.0
La126,"(n,t)",1,0.0
La126,fission,1,0.0
La127,"(n,2n)",1,0.0
La127,"(n,d)",1,0.0
La127,"(n,a)",1,0.01177
La127,"(n,p)",1,43.01
La127,"(n,3n)",1,0.0
La127,"(n,gamma)",1,9.443
La127,"(n,4n)",1,0.0
La127,"(n,t)",1,0.0
La127,fission,1,0.0
La128,"(n,2n)",1,0.0
La128,"(n,d)",1,0.0
La128,"(n,a)",1,0.2157
La128,"(n,p)",1,73.67
La128,"(n,3n)",1,0.0
La128,"(n,gamma)",1,20.85
La128,"(n,4n)",1,0.0
La128,"(n,t)",1,0.0
La128,fission,1,0.0
La129,"(n,2n)",1,0.0
La129,"(n,d)",1,0.0
La129,"(n,a)",1,0.00248
La129,"(n,p)",1,15.05
La129,"(n,3n)",1,0.0
La129,"(n,gamma)",1,53.62
La129,"(n,4n)",1,0.0
La129,"(n,t)",1,0.0
La129,fission,1,0.0
La130,"(n,2n)",1,0.0
La130,"(n,d)",1,0.0
La130,"(n,a)",1,0.1511
La130,"(n,p)",1,38.95
La130,"(n,3n)",1,0.0
La130,"(n,gamma)",1,19.53
La130,"(n,4n)",1,0.0
La130,"(n,t)",1,0.0
La130,fission,1,0.0
La131,"(n,2n)",1,0.0
La131,"(n,d)",1,0.0
La131,"(n,a)",1,8.859e-05
La131,"(n,p)",1,0.7399
La131,"(n,3n)",1,0.0
La131,"(n,gamma)",1,87.2
La131,"(n,4n)",1,0.0
La131,"(n,t)",1,0.0
La131,fission,1,0.0
La132,"(n,2n)",1,0.0
La132,"(n,d)",1,0.0
La132,"(n,a)",1,0.01246
La132,"(n,p)",1,28.28
La132,"(n,3n)",1,0.0
La132,"(n,gamma)",1,38.04
La132,"(n,4n)",1,0.0
La132,"(n,t)",1,0.0
La132,fission,1,0.0
La133,"(n,2n)",1,0.0
La133,"(n,d)",1,0.0
La133,"(n,a)",1,4.881e-06
La133,"(n,p)",1,0.008805
La133,"(n,3n)",1,0.0
La133,"(n,gamma)",1,16.59
La133,"(n,4n)",1,0.0
La133,"(n,t)",1,0.0
La133,fission,1,0.0
La134,"(n,2n)",1,0.0
La134,"(n,d)",1,0.0
La134,"(n,a)",1,0.001927
La134,"(n,p)",1,1.771
La134,"(n,3n)",1,0.0
La134,"(n,gamma)",1,36.29
La134,"(n,4n)",1,0.0
La134,"(n,t)",1,0.0
La134,fission,1,0.0
La135,"(n,2n)",1,0.0
La135,"(n,d)",1,0.0
La135,"(n,a)",1,2.86e-08
La135,"(n,p)",1,8.398e-06
La135,"(n,3n)",1,0.0
La135,"(n,gamma)",1,34.0
La135,"(n,4n)",1,0.0
La135,"(n,t)",1,0.0
La135,fission,1,0.0
La136,"(n,2n)",1,0.0
La136,"(n,d)",1,0.0
La136,"(n,a)",1,3.37e-05
La136,"(n,p)",1,0.0836
La136,"(n,3n)",1,0.0
La136,"(n,gamma)",1,116.4
La136,"(n,4n)",1,0.0
La136,"(n,t)",1,0.0
La136,fission,1,0.0
La137,"(n,2n)",1,0.0
La137,"(n,d)",1,0.0
La137,"(n,a)",1,7.08e-11
La137,"(n,p)",1,2.233e-10
La137,"(n,3n)",1,0.0
La137,"(n,gamma)",1,73.28
La137,"(n,4n)",1,0.0
La137,"(n,t)",1,0.0
La137,fission,1,0.0
La138,"(n,2n)",1,0.0
La138,"(n,d)",1,0.0
La138,"(n,a)",1,2.116e-11
La138,"(n,p)",1,1.211e-06
La138,"(n,3n)",1,0.0
La138,"(n,gamma)",1,70.51
La138,"(n,4n)",1,0.0
La138,"(n,t)",1,0.0
La138,fission,1,0.0
La139,"(n,2n)",1,0.0
La139,"(n,d)",1,0.0
La139,"(n,a)",1,0.0
La139,"(n,p)",1,0.0
La139,"(n,3n)",1,0.0
La139,"(n,gamma)",1,2.841
La139,"(n,4n)",1,0.0
La139,"(n,t)",1,0.0
La139,fission,1,0.0
La140,"(n,2n)",1,0.0
La140,"(n,d)",1,0.0
La140,"(n,a)",1,9.196e-06
La140,"(n,p)",1,0.0
La140,"(n,3n)",1,0.0
La140,"(n,gamma)",1,0.8307
La140,"(n,4n)",1,0.0
La140,"(n,t)",1,0.0
La140,fission,1,0.0
La141,"(n,2n)",1,0.0
La141,"(n,d)",1,0.0
La141,"(n,a)",1,0.0
La141,"(n,p)",1,0.0
La141,"(n,3n)",1,0.0
La141,"(n,gamma)",1,2.976
La141,"(n,4n)",1,0.0
La141,"(n,t)",1,0.0
La141,fission,1,0.0
La142,"(n,2n)",1,0.0
La142,"(n,d)",1,0.0
La142,"(n,a)",1,3.519e-08
La142,"(n,p)",1,0.0
La142,"(n,3n)",1,0.0
La142,"(n,gamma)",1,4.565
La142,"(n,4n)",1,0.0
La142,"(n,t)",1,0.0
La142,fission,1,0.0
La143,"(n,2n)",1,0.0
La143,"(n,d)",1,0.0
La143,"(n,a)",1,0.0
La143,"(n,p)",1,0.0
La143,"(n,3n)",1,0.0
La143,"(n,gamma)",1,3.75
La143,"(n,4n)",1,0.0
La143,"(n,t)",1,0.0
La143,fission,1,0.0
La144,"(n,2n)",1,0.0
La144,"(n,d)",1,0.0
La144,"(n,a)",1,5.437e-11
La144,"(n,p)",1,0.0
La144,"(n,3n)",1,0.0
La144,"(n,gamma)",1,5.543
La144,"(n,4n)",1,0.0
La144,"(n,t)",1,0.0
La144,fission,1,0.0
La145,"(n,2n)",1,0.0
La145,"(n,d)",1,0.0
La145,"(n,a)",1,0.0
La145,"(n,p)",1,0.0
La145,"(n,3n)",1,0.0
La145,"(n,gamma)",1,1.77e-05
La145,"(n,4n)",1,0.0
La145,"(n,t)",1,0.0
La145,fission,1,0.0
La146,"(n,2n)",1,0.0
La146,"(n,d)",1,0.0
La146,"(n,a)",1,0.0
La146,"(n,p)",1,0.0
La146,"(n,3n)",1,0.0
La146,"(n,gamma)",1,5.061
La146,"(n,4n)",1,0.0
La146,"(n,t)",1,0.0
La146,fission,1,0.0
La147,"(n,2n)",1,0.0
La147,"(n,d)",1,0.0
La147,"(n,a)",1,0.0
La147,"(n,p)",1,0.0
La147,"(n,3n)",1,0.0
La147,"(n,gamma)",1,3.601
La147,"(n,4n)",1,0.0
La147,"(n,t)",1,0.0
La147,fission,1,0.0
La148,"(n,2n)",1,0.0
La148,"(n,d)",1,0.0
La148,"(n,a)",1,0.0
La148,"(n,p)",1,0.0
La148,"(n,3n)",1,0.0
La148,"(n,gamma)",1,6.295
La148,"(n,4n)",1,0.0
La148,"(n,t)",1,0.0
La148,fission,1,0.0
La149,"(n,2n)",1,0.0
La149,"(n,d)",1,0.0
La149,"(n,a)",1,0.0
La149,"(n,p)",1,0.0
La149,"(n,3n)",1,0.0
La149,"(n,gamma)",1,4.08
La149,"(n,4n)",1,0.0
La149,"(n,t)",1,0.0
La149,fission,1,0.0
Lr254,"(n,2n)",1,0.0
Lr254,"(n,d)",1,0.0
Lr254,"(n,a)",1,0.02257
Lr254,"(n,p)",1,0.0008488
Lr254,"(n,3n)",1,0.0
Lr254,"(n,gamma)",1,1.48
Lr254,"(n,4n)",1,0.0
Lr254,"(n,t)",1,0.0
Lr254,fission,1,0.0
Lr255,"(n,2n)",1,0.0
Lr255,"(n,d)",1,0.0
Lr255,"(n,a)",1,0.0004058
Lr255,"(n,p)",1,1.549e-06
Lr255,"(n,3n)",1,0.0
Lr255,"(n,gamma)",1,84.43
Lr255,"(n,4n)",1,0.0
Lr255,"(n,t)",1,0.0
Lr255,fission,1,0.0
Lr256,"(n,2n)",1,0.0
Lr256,"(n,d)",1,0.0
Lr256,"(n,a)",1,0.0006235
Lr256,"(n,p)",1,8.487e-05
Lr256,"(n,3n)",1,0.0
Lr256,"(n,gamma)",1,52.05
Lr256,"(n,4n)",1,0.0
Lr256,"(n,t)",1,0.0
Lr256,fission,1,0.0
Lr257,"(n,2n)",1,0.0
Lr257,"(n,d)",1,0.0
Lr257,"(n,a)",1,0.0001042
Lr257,"(n,p)",1,1.028e-07
Lr257,"(n,3n)",1,0.0
Lr257,"(n,gamma)",1,28.12
Lr257,"(n,4n)",1,0.0
Lr257,"(n,t)",1,0.0
Lr257,fission,1,0.0
Lr258,"(n,2n)",1,0.0
Lr258,"(n,d)",1,0.0
Lr258,"(n,a)",1,0.0002541
Lr258,"(n,p)",1,5.414e-06
Lr258,"(n,3n)",1,0.0
Lr258,"(n,gamma)",1,35.59
Lr258,"(n,4n)",1,0.0
Lr258,"(n,t)",1,0.0
Lr258,fission,1,0.0
Lr259,"(n,2n)",1,0.0
Lr259,"(n,d)",1,0.0
Lr259,"(n,a)",1,0.0004372
Lr259,"(n,p)",1,5.364e-11
Lr259,"(n,3n)",1,0.0
Lr259,"(n,gamma)",1,70.27
Lr259,"(n,4n)",1,0.0
Lr259,"(n,t)",1,0.0
Lr259,fission,1,0.0
Lr260,"(n,2n)",1,0.0
Lr260,"(n,d)",1,0.0
Lr260,"(n,a)",1,1.848e-06
Lr260,"(n,p)",1,2.478e-09
Lr260,"(n,3n)",1,0.0
Lr260,"(n,gamma)",1,33.44
Lr260,"(n,4n)",1,0.0
Lr260,"(n,t)",1,0.0
Lr260,fission,1,0.0
Lr261,"(n,2n)",1,0.0
Lr261,"(n,d)",1,0.0
Lr261,"(n,a)",1,2.058e-06
Lr261,"(n,p)",1,0.0
Lr261,"(n,3n)",1,0.0
Lr261,"(n,gamma)",1,44.62
Lr261,"(n,4n)",1,0.0
Lr261,"(n,t)",1,0.0
Lr261,fission,1,0.0
Lr262,"(n,2n)",1,0.0
Lr262,"(n,d)",1,0.0
Lr262,"(n,a)",1,1.456e-06
Lr262,"(n,p)",1,9.43e-12
Lr262,"(n,3n)",1,0.0
Lr262,"(n,gamma)",1,19.8
Lr262,"(n,4n)",1,0.0
Lr262,"(n,t)",1,0.0
Lr262,fission,1,0.0
Lr263,"(n,2n)",1,0.0
Lr263,"(n,d)",1,0.0
Lr263,"(n,a)",1,1.399e-06
Lr263,"(n,p)",1,0.0
Lr263,"(n,3n)",1,0.0
Lr263,"(n,gamma)",1,57.84
Lr263,"(n,4n)",1,0.0
Lr263,"(n,t)",1,0.0
Lr263,fission,1,0.0
Lr264,"(n,2n)",1,0.0
Lr264,"(n,d)",1,0.0
Lr264,"(n,a)",1,3.844e-07
Lr264,"(n,p)",1,0.0
Lr264,"(n,3n)",1,0.0
Lr264,"(n,gamma)",1,51.2
Lr264,"(n,4n)",1,0.0
Lr264,"(n,t)",1,0.0
Lr264,fission,1,0.0
Lr265,"(n,2n)",1,0.0
Lr265,"(n,d)",1,0.0
Lr265,"(n,a)",1,8.904e-09
Lr265,"(n,p)",1,0.0
Lr265,"(n,3n)",1,0.0
Lr265,"(n,gamma)",1,47.38
Lr265,"(n,4n)",1,0.0
Lr265,"(n,t)",1,0.0
Lr265,fission,1,0.0
Lr266,"(n,2n)",1,0.0
Lr266,"(n,d)",1,0.0
Lr266,"(n,a)",1,2.098e-09
Lr266,"(n,p)",1,0.0
Lr266,"(n,3n)",1,0.0
Lr266,"(n,gamma)",1,24.15
Lr266,"(n,4n)",1,0.0
Lr266,"(n,t)",1,0.0
Lr266,fission,1,0.0
Lu154,"(n,2n)",1,0.0
Lu154,"(n,d)",1,1.363e-09
Lu154,"(n,a)",1,19.49
Lu154,"(n,p)",1,6975.0
Lu154,"(n,3n)",1,0.0
Lu154,"(n,gamma)",1,29.24
Lu154,"(n,4n)",1,0.0
Lu154,"(n,t)",1,0.0
Lu154,fission,1,0.0
Lu157,"(n,2n)",1,0.0
Lu157,"(n,d)",1,0.0
Lu157,"(n,a)",1,20.36
Lu157,"(n,p)",1,183.0
Lu157,"(n,3n)",1,0.0
Lu157,"(n,gamma)",1,51.1
Lu157,"(n,4n)",1,0.0
Lu157,"(n,t)",1,0.0
Lu157,fission,1,0.0
Lu158,"(n,2n)",1,0.0
Lu158,"(n,d)",1,0.0
Lu158,"(n,a)",1,28.36
Lu158,"(n,p)",1,1204.0
Lu158,"(n,3n)",1,0.0
Lu158,"(n,gamma)",1,255.2
Lu158,"(n,4n)",1,0.0
Lu158,"(n,t)",1,0.0
Lu158,fission,1,0.0
Lu159,"(n,2n)",1,0.0
Lu159,"(n,d)",1,0.0
Lu159,"(n,a)",1,2.417
Lu159,"(n,p)",1,254.7
Lu159,"(n,3n)",1,0.0
Lu159,"(n,gamma)",1,105.1
Lu159,"(n,4n)",1,0.0
Lu159,"(n,t)",1,0.0
Lu159,fission,1,0.0
Lu160,"(n,2n)",1,0.0
Lu160,"(n,d)",1,0.0
Lu160,"(n,a)",1,8.517
Lu160,"(n,p)",1,537.3
Lu160,"(n,3n)",1,0.0
Lu160,"(n,gamma)",1,896.7
Lu160,"(n,4n)",1,0.0
Lu160,"(n,t)",1,0.0
Lu160,fission,1,0.0
Lu161,"(n,2n)",1,0.0
Lu161,"(n,d)",1,0.0
Lu161,"(n,a)",1,0.7065
Lu161,"(n,p)",1,51.55
Lu161,"(n,3n)",1,0.0
Lu161,"(n,gamma)",1,40.22
Lu161,"(n,4n)",1,0.0
Lu161,"(n,t)",1,0.0
Lu161,fission,1,0.0
Lu162,"(n,2n)",1,0.0
Lu162,"(n,d)",1,0.0
Lu162,"(n,a)",1,2.606
Lu162,"(n,p)",1,180.1
Lu162,"(n,3n)",1,0.0
Lu162,"(n,gamma)",1,612.1
Lu162,"(n,4n)",1,0.0
Lu162,"(n,t)",1,0.0
Lu162,fission,1,0.0
Lu163,"(n,2n)",1,0.0
Lu163,"(n,d)",1,0.0
Lu163,"(n,a)",1,0.05389
Lu163,"(n,p)",1,14.14
Lu163,"(n,3n)",1,0.0
Lu163,"(n,gamma)",1,26.45
Lu163,"(n,4n)",1,0.0
Lu163,"(n,t)",1,0.0
Lu163,fission,1,0.0
Lu164,"(n,2n)",1,0.0
Lu164,"(n,d)",1,0.0
Lu164,"(n,a)",1,1.124
Lu164,"(n,p)",1,47.69
Lu164,"(n,3n)",1,0.0
Lu164,"(n,gamma)",1,622.8
Lu164,"(n,4n)",1,0.0
Lu164,"(n,t)",1,0.0
Lu164,fission,1,0.0
Lu165,"(n,2n)",1,0.0
Lu165,"(n,d)",1,0.0
Lu165,"(n,a)",1,0.00735
Lu165,"(n,p)",1,1.86
Lu165,"(n,3n)",1,0.0
Lu165,"(n,gamma)",1,25.17
Lu165,"(n,4n)",1,0.0
Lu165,"(n,t)",1,0.0
Lu165,fission,1,0.0
Lu166,"(n,2n)",1,0.0
Lu166,"(n,d)",1,0.0
Lu166,"(n,a)",1,0.3285
Lu166,"(n,p)",1,4.652
Lu166,"(n,3n)",1,0.0
Lu166,"(n,gamma)",1,1364.0
Lu166,"(n,4n)",1,0.0
Lu166,"(n,t)",1,0.0
Lu166,fission,1,0.0
Lu167,"(n,2n)",1,0.0
Lu167,"(n,d)",1,0.0
Lu167,"(n,a)",1,0.001575
Lu167,"(n,p)",1,0.1384
Lu167,"(n,3n)",1,0.0
Lu167,"(n,gamma)",1,11.14
Lu167,"(n,4n)",1,0.0
Lu167,"(n,t)",1,0.0
Lu167,fission,1,0.0
Lu168,"(n,2n)",1,0.0
Lu168,"(n,d)",1,0.0
Lu168,"(n,a)",1,0.03248
Lu168,"(n,p)",1,0.3266
Lu168,"(n,3n)",1,0.0
Lu168,"(n,gamma)",1,287.5
Lu168,"(n,4n)",1,0.0
Lu168,"(n,t)",1,0.0
Lu168,fission,1,0.0
Lu169,"(n,2n)",1,0.0
Lu169,"(n,d)",1,0.0
Lu169,"(n,a)",1,0.0004062
Lu169,"(n,p)",1,0.001437
Lu169,"(n,3n)",1,0.0
Lu169,"(n,gamma)",1,23.45
Lu169,"(n,4n)",1,0.0
Lu169,"(n,t)",1,0.0
Lu169,fission,1,0.0
Lu170,"(n,2n)",1,0.0
Lu170,"(n,d)",1,0.0
Lu170,"(n,a)",1,0.01537
Lu170,"(n,p)",1,0.1185
Lu170,"(n,3n)",1,0.0
Lu170,"(n,gamma)",1,0.1127
Lu170,"(n,4n)",1,0.0
Lu170,"(n,t)",1,0.0
Lu170,fission,1,0.0
Lu171,"(n,2n)",1,0.0
Lu171,"(n,d)",1,0.0
Lu171,"(n,a)",1,0.0002465
Lu171,"(n,p)",1,3.521e-06
Lu171,"(n,3n)",1,0.0
Lu171,"(n,gamma)",1,3.809
Lu171,"(n,4n)",1,0.0
Lu171,"(n,t)",1,0.0
Lu171,fission,1,0.0
Lu172,"(n,2n)",1,0.0
Lu172,"(n,d)",1,0.0
Lu172,"(n,a)",1,0.001589
Lu172,"(n,p)",1,0.0008781
Lu172,"(n,3n)",1,0.0
Lu172,"(n,gamma)",1,44.03
Lu172,"(n,4n)",1,0.0
Lu172,"(n,t)",1,0.0
Lu172,fission,1,0.0
Lu173,"(n,2n)",1,0.0
Lu173,"(n,d)",1,0.0
Lu173,"(n,a)",1,1.376e-05
Lu173,"(n,p)",1,7.423e-11
Lu173,"(n,3n)",1,0.0
Lu173,"(n,gamma)",1,171.8
Lu173,"(n,4n)",1,0.0
Lu173,"(n,t)",1,0.0
Lu173,fission,1,0.0
Lu174,"(n,2n)",1,0.0
Lu174,"(n,d)",1,0.0
Lu174,"(n,a)",1,0.0001291
Lu174,"(n,p)",1,1.734e-06
Lu174,"(n,3n)",1,0.0
Lu174,"(n,gamma)",1,258.2
Lu174,"(n,4n)",1,0.0
Lu174,"(n,t)",1,0.0
Lu174,fission,1,0.0
Lu175,"(n,2n)",1,0.0
Lu175,"(n,d)",1,0.0
Lu175,"(n,a)",1,1.588e-05
Lu175,"(n,p)",1,0.0
Lu175,"(n,3n)",1,0.0
Lu175,"(n,gamma)",1,11.21
Lu175,"(n,4n)",1,0.0
Lu175,"(n,t)",1,0.0
Lu175,fission,1,0.0
Lu176,"(n,2n)",1,0.0
Lu176,"(n,d)",1,0.0
Lu176,"(n,a)",1,6.529e-07
Lu176,"(n,p)",1,0.0
Lu176,"(n,3n)",1,0.0
Lu176,"(n,gamma)",1,879.7
Lu176,"(n,4n)",1,0.0
Lu176,"(n,t)",1,0.0
Lu176,fission,1,0.0
Lu177,"(n,2n)",1,0.0
Lu177,"(n,d)",1,0.0
Lu177,"(n,a)",1,1.011e-08
Lu177,"(n,p)",1,0.0
Lu177,"(n,3n)",1,0.0
Lu177,"(n,gamma)",1,4411.0
Lu177,"(n,4n)",1,0.0
Lu177,"(n,t)",1,0.0
Lu177,fission,1,0.0
Lu178,"(n,2n)",1,0.0
Lu178,"(n,d)",1,0.0
Lu178,"(n,a)",1,7.318e-08
Lu178,"(n,p)",1,0.0
Lu178,"(n,3n)",1,0.0
Lu178,"(n,gamma)",1,237.7
Lu178,"(n,4n)",1,0.0
Lu178,"(n,t)",1,0.0
Lu178,fission,1,0.0
Lu179,"(n,2n)",1,0.0
Lu179,"(n,d)",1,0.0
Lu179,"(n,a)",1,2.38e-12
Lu179,"(n,p)",1,0.0
Lu179,"(n,3n)",1,0.0
Lu179,"(n,gamma)",1,126.6
Lu179,"(n,4n)",1,0.0
Lu179,"(n,t)",1,0.0
Lu179,fission,1,0.0
Lu180,"(n,2n)",1,0.0
Lu180,"(n,d)",1,0.0
Lu180,"(n,a)",1,9.415e-11
Lu180,"(n,p)",1,0.0
Lu180,"(n,3n)",1,0.0
Lu180,"(n,gamma)",1,584.3
Lu180,"(n,4n)",1,0.0
Lu180,"(n,t)",1,0.0
Lu180,fission,1,0.0
Lu181,"(n,2n)",1,0.0
Lu181,"(n,d)",1,0.0
Lu181,"(n,a)",1,0.0
Lu181,"(n,p)",1,0.0
Lu181,"(n,3n)",1,0.0
Lu181,"(n,gamma)",1,8.019
Lu181,"(n,4n)",1,0.0
Lu181,"(n,t)",1,0.0
Lu181,fission,1,0.0
Lu182,"(n,2n)",1,0.0
Lu182,"(n,d)",1,0.0
Lu182,"(n,a)",1,0.0
Lu182,"(n,p)",1,0.0
Lu182,"(n,3n)",1,0.0
Lu182,"(n,gamma)",1,8.904
Lu182,"(n,4n)",1,0.0
Lu182,"(n,t)",1,0.0
Lu182,fission,1,0.0
Lu183,"(n,2n)",1,0.0
Lu183,"(n,d)",1,0.0
Lu183,"(n,a)",1,0.0
Lu183,"(n,p)",1,0.0
Lu183,"(n,3n)",1,0.0
Lu183,"(n,gamma)",1,9.882
Lu183,"(n,4n)",1,0.0
Lu183,"(n,t)",1,0.0
Lu183,fission,1,0.0
Lu184,"(n,2n)",1,0.0
Lu184,"(n,d)",1,0.0
Lu184,"(n,a)",1,0.0
Lu184,"(n,p)",1,0.0
Lu184,"(n,3n)",1,0.0
Lu184,"(n,gamma)",1,22.91
Lu184,"(n,4n)",1,0.0
Lu184,"(n,t)",1,0.0
Lu184,fission,1,0.0
Lu185,"(n,2n)",1,0.0
Lu185,"(n,d)",1,0.0
Lu185,"(n,a)",1,0.0
Lu185,"(n,p)",1,0.0
Lu185,"(n,3n)",1,0.0
Lu185,"(n,gamma)",1,6.718
Lu185,"(n,4n)",1,0.0
Lu185,"(n,t)",1,0.0
Lu185,fission,1,0.0
Md247,"(n,2n)",1,0.0
Md247,"(n,d)",1,0.0
Md247,"(n,a)",1,0.0003401
Md247,"(n,p)",1,7.805e-05
Md247,"(n,3n)",1,0.0
Md247,"(n,gamma)",1,232.0
Md247,"(n,4n)",1,0.0
Md247,"(n,t)",1,0.0
Md247,fission,1,0.0
Md248,"(n,2n)",1,0.0
Md248,"(n,d)",1,0.0
Md248,"(n,a)",1,0.0005476
Md248,"(n,p)",1,0.002733
Md248,"(n,3n)",1,0.0
Md248,"(n,gamma)",1,16.51
Md248,"(n,4n)",1,0.0
Md248,"(n,t)",1,0.0
Md248,fission,1,0.0
Md249,"(n,2n)",1,0.0
Md249,"(n,d)",1,0.0
Md249,"(n,a)",1,0.001384
Md249,"(n,p)",1,4.621e-05
Md249,"(n,3n)",1,0.0
Md249,"(n,gamma)",1,63.39
Md249,"(n,4n)",1,0.0
Md249,"(n,t)",1,0.0
Md249,fission,1,0.0
Md250,"(n,2n)",1,0.0
Md250,"(n,d)",1,0.0
Md250,"(n,a)",1,0.0002387
Md250,"(n,p)",1,0.0001669
Md250,"(n,3n)",1,0.0
Md250,"(n,gamma)",1,33.44
Md250,"(n,4n)",1,0.0
Md250,"(n,t)",1,0.0
Md250,fission,1,0.0
Md251,"(n,2n)",1,0.0
Md251,"(n,d)",1,0.0
Md251,"(n,a)",1,0.0003574
Md251,"(n,p)",1,1.153e-06
Md251,"(n,3n)",1,0.0
Md251,"(n,gamma)",1,365.2
Md251,"(n,4n)",1,0.0
Md251,"(n,t)",1,0.0
Md251,fission,1,0.0
Md252,"(n,2n)",1,0.0
Md252,"(n,d)",1,0.0
Md252,"(n,a)",1,6.922e-05
Md252,"(n,p)",1,1.458e-05
Md252,"(n,3n)",1,0.0
Md252,"(n,gamma)",1,55.35
Md252,"(n,4n)",1,0.0
Md252,"(n,t)",1,0.0
Md252,fission,1,0.0
Md253,"(n,2n)",1,0.0
Md253,"(n,d)",1,0.0
Md253,"(n,a)",1,0.0001937
Md253,"(n,p)",1,6.833e-10
Md253,"(n,3n)",1,0.0
Md253,"(n,gamma)",1,48.49
Md253,"(n,4n)",1,0.0
Md253,"(n,t)",1,0.0
Md253,fission,1,0.0
Md254,"(n,2n)",1,0.0
Md254,"(n,d)",1,0.0
Md254,"(n,a)",1,0.0003532
Md254,"(n,p)",1,6.853e-09
Md254,"(n,3n)",1,0.0
Md254,"(n,gamma)",1,29.45
Md254,"(n,4n)",1,0.0
Md254,"(n,t)",1,0.0
Md254,fission,1,0.0
Md255,"(n,2n)",1,0.0
Md255,"(n,d)",1,0.0
Md255,"(n,a)",1,7.505e-06
Md255,"(n,p)",1,0.0
Md255,"(n,3n)",1,0.0
Md255,"(n,gamma)",1,63.48
Md255,"(n,4n)",1,0.0
Md255,"(n,t)",1,0.0
Md255,fission,1,0.0
Md256,"(n,2n)",1,0.0
Md256,"(n,d)",1,0.0
Md256,"(n,a)",1,5.839e-07
Md256,"(n,p)",1,2.579e-12
Md256,"(n,3n)",1,0.0
Md256,"(n,gamma)",1,6.164
Md256,"(n,4n)",1,0.0
Md256,"(n,t)",1,0.0
Md256,fission,1,0.0
Md257,"(n,2n)",1,0.0
Md257,"(n,d)",1,0.0
Md257,"(n,a)",1,1.305e-07
Md257,"(n,p)",1,0.0
Md257,"(n,3n)",1,0.0
Md257,"(n,gamma)",1,136.3
Md257,"(n,4n)",1,0.0
Md257,"(n,t)",1,0.0
Md257,fission,1,0.0
Md258,"(n,2n)",1,0.0
Md258,"(n,d)",1,0.0
Md258,"(n,a)",1,5.599e-08
Md258,"(n,p)",1,0.0
Md258,"(n,3n)",1,0.0
