nuclides,reactions,groups,xs
Er153,"(n,4n)",1,0.0
Er153,"(n,t)",1,0.0
Er153,fission,1,0.0
Er154,"(n,2n)",1,0.0
Er154,"(n,d)",1,0.0
Er154,"(n,a)",1,0.06216
Er154,"(n,p)",1,0.001012
Er154,"(n,3n)",1,0.0
Er154,"(n,gamma)",1,21.36
Er154,"(n,4n)",1,0.0
Er154,"(n,t)",1,0.0
Er154,fission,1,0.0
Er155,"(n,2n)",1,0.0
Er155,"(n,d)",1,0.0
Er155,"(n,a)",1,3.211
Er155,"(n,p)",1,7.348
Er155,"(n,3n)",1,0.0
Er155,"(n,gamma)",1,30.9
Er155,"(n,4n)",1,0.0
Er155,"(n,t)",1,0.0
Er155,fission,1,0.0
Er156,"(n,2n)",1,0.0
Er156,"(n,d)",1,0.0
Er156,"(n,a)",1,0.009405
Er156,"(n,p)",1,1.403e-07
Er156,"(n,3n)",1,0.0
Er156,"(n,gamma)",1,18.82
Er156,"(n,4n)",1,0.0
Er156,"(n,t)",1,0.0
Er156,fission,1,0.0
Er157,"(n,2n)",1,0.0
Er157,"(n,d)",1,0.0
Er157,"(n,a)",1,1.935
Er157,"(n,p)",1,2.863
Er157,"(n,3n)",1,0.0
Er157,"(n,gamma)",1,50.53
Er157,"(n,4n)",1,0.0
Er157,"(n,t)",1,0.0
Er157,fission,1,0.0
Er158,"(n,2n)",1,0.0
Er158,"(n,d)",1,0.0
Er158,"(n,a)",1,0.001855
Er158,"(n,p)",1,3.417e-11
Er158,"(n,3n)",1,0.0
Er158,"(n,gamma)",1,19.49
Er158,"(n,4n)",1,0.0
Er158,"(n,t)",1,0.0
Er158,fission,1,0.0
Er159,"(n,2n)",1,0.0
Er159,"(n,d)",1,0.0
Er159,"(n,a)",1,0.3286
Er159,"(n,p)",1,0.06194
Er159,"(n,3n)",1,0.0
Er159,"(n,gamma)",1,169.2
Er159,"(n,4n)",1,0.0
Er159,"(n,t)",1,0.0
Er159,fission,1,0.0
Er160,"(n,2n)",1,0.0
Er160,"(n,d)",1,0.0
Er160,"(n,a)",1,0.0001653
Er160,"(n,p)",1,0.0
Er160,"(n,3n)",1,0.0
Er160,"(n,gamma)",1,32.18
Er160,"(n,4n)",1,0.0
Er160,"(n,t)",1,0.0
Er160,fission,1,0.0
Er161,"(n,2n)",1,0.0
Er161,"(n,d)",1,0.0
Er161,"(n,a)",1,0.06711
Er161,"(n,p)",1,0.0004262
Er161,"(n,3n)",1,0.0
Er161,"(n,gamma)",1,136.0
Er161,"(n,4n)",1,0.0
Er161,"(n,t)",1,0.0
Er161,fission,1,0.0
Er162,"(n,2n)",1,0.0
Er162,"(n,d)",1,0.0
Er162,"(n,a)",1,0.003178
Er162,"(n,p)",1,0.0
Er162,"(n,3n)",1,0.0
Er162,"(n,gamma)",1,12.07
Er162,"(n,4n)",1,0.0
Er162,"(n,t)",1,0.0
Er162,fission,1,0.0
Er163,"(n,2n)",1,0.0
Er163,"(n,d)",1,0.0
Er163,"(n,a)",1,0.01055
Er163,"(n,p)",1,5.223e-07
Er163,"(n,3n)",1,0.0
Er163,"(n,gamma)",1,115.2
Er163,"(n,4n)",1,0.0
Er163,"(n,t)",1,0.0
Er163,fission,1,0.0
Er164,"(n,2n)",1,0.0
Er164,"(n,d)",1,0.0
Er164,"(n,a)",1,0.0003758
Er164,"(n,p)",1,0.0
Er164,"(n,3n)",1,0.0
Er164,"(n,gamma)",1,4.003
Er164,"(n,4n)",1,0.0
Er164,"(n,t)",1,0.0
Er164,fission,1,0.0
Er165,"(n,2n)",1,0.0
Er165,"(n,d)",1,0.0
Er165,"(n,a)",1,0.0009471
Er165,"(n,p)",1,0.0
Er165,"(n,3n)",1,0.0
Er165,"(n,gamma)",1,25.34
Er165,"(n,4n)",1,0.0
Er165,"(n,t)",1,0.0
Er165,fission,1,0.0
Er166,"(n,2n)",1,0.0
Er166,"(n,d)",1,0.0
Er166,"(n,a)",1,2.211e-05
Er166,"(n,p)",1,0.0
Er166,"(n,3n)",1,0.0
Er166,"(n,gamma)",1,0.5935
Er166,"(n,4n)",1,0.0
Er166,"(n,t)",1,0.0
Er166,fission,1,0.0
Er167,"(n,2n)",1,0.0
Er167,"(n,d)",1,0.0
Er167,"(n,a)",1,2.432e-05
Er167,"(n,p)",1,0.0
Er167,"(n,3n)",1,0.0
Er167,"(n,gamma)",1,781.3
Er167,"(n,4n)",1,0.0
Er167,"(n,t)",1,0.0
Er167,fission,1,0.0
Er168,"(n,2n)",1,0.0
Er168,"(n,d)",1,0.0
Er168,"(n,a)",1,0.0003013
Er168,"(n,p)",1,0.0
Er168,"(n,3n)",1,0.0
Er168,"(n,gamma)",1,0.8619
Er168,"(n,4n)",1,0.0
Er168,"(n,t)",1,0.0
Er168,fission,1,0.0
Er169,"(n,2n)",1,0.0
Er169,"(n,d)",1,0.0
Er169,"(n,a)",1,3.144e-06
Er169,"(n,p)",1,0.0
Er169,"(n,3n)",1,0.0
Er169,"(n,gamma)",1,36.25
Er169,"(n,4n)",1,0.0
Er169,"(n,t)",1,0.0
Er169,fission,1,0.0
Er170,"(n,2n)",1,0.0
Er170,"(n,d)",1,0.0
Er170,"(n,a)",1,0.0
Er170,"(n,p)",1,0.0
Er170,"(n,3n)",1,0.0
Er170,"(n,gamma)",1,2.577
Er170,"(n,4n)",1,0.0
Er170,"(n,t)",1,0.0
Er170,fission,1,0.0
Er171,"(n,2n)",1,0.0
Er171,"(n,d)",1,0.0
Er171,"(n,a)",1,6.673e-10
Er171,"(n,p)",1,0.0
Er171,"(n,3n)",1,0.0
Er171,"(n,gamma)",1,71.02
Er171,"(n,4n)",1,0.0
Er171,"(n,t)",1,0.0
Er171,fission,1,0.0
Er172,"(n,2n)",1,0.0
Er172,"(n,d)",1,0.0
Er172,"(n,a)",1,0.0
Er172,"(n,p)",1,0.0
Er172,"(n,3n)",1,0.0
Er172,"(n,gamma)",1,4.608
Er172,"(n,4n)",1,0.0
Er172,"(n,t)",1,0.0
Er172,fission,1,0.0
Er173,"(n,2n)",1,0.0
Er173,"(n,d)",1,0.0
Er173,"(n,a)",1,0.0
Er173,"(n,p)",1,0.0
Er173,"(n,3n)",1,0.0
Er173,"(n,gamma)",1,7.309
Er173,"(n,4n)",1,0.0
Er173,"(n,t)",1,0.0
Er173,fission,1,0.0
Er174,"(n,2n)",1,0.0
Er174,"(n,d)",1,0.0
Er174,"(n,a)",1,0.0
Er174,"(n,p)",1,0.0
Er174,"(n,3n)",1,0.0
Er174,"(n,gamma)",1,3.456
Er174,"(n,4n)",1,0.0
Er174,"(n,t)",1,0.0
Er174,fission,1,0.0
Er175,"(n,2n)",1,0.0
Er175,"(n,d)",1,0.0
Er175,"(n,a)",1,0.0
Er175,"(n,p)",1,0.0
Er175,"(n,3n)",1,0.0
Er175,"(n,gamma)",1,5.028
Er175,"(n,4n)",1,0.0
Er175,"(n,t)",1,0.0
Er175,fission,1,0.0
Er176,"(n,2n)",1,0.0
Er176,"(n,d)",1,0.0
Er176,"(n,a)",1,0.0
Er176,"(n,p)",1,0.0
Er176,"(n,3n)",1,0.0
Er176,"(n,gamma)",1,2.438
Er176,"(n,4n)",1,0.0
Er176,"(n,t)",1,0.0
Er176,fission,1,0.0
Er177,"(n,2n)",1,0.0
Er177,"(n,d)",1,0.0
Er177,"(n,a)",1,0.0
Er177,"(n,p)",1,0.0
Er177,"(n,3n)",1,0.0
Er177,"(n,gamma)",1,3.756
Er177,"(n,4n)",1,0.0
Er177,"(n,t)",1,0.0
Er177,fission,1,0.0
Es239,"(n,2n)",1,0.0
Es239,"(n,d)",1,0.0
Es239,"(n,a)",1,0.09312
Es239,"(n,p)",1,0.00231
Es239,"(n,3n)",1,0.0
Es239,"(n,gamma)",1,16.6
Es239,"(n,4n)",1,0.0
Es239,"(n,t)",1,0.0
Es239,fission,1,0.0
Es240,"(n,2n)",1,0.0
Es240,"(n,d)",1,0.0
Es240,"(n,a)",1,0.0005268
Es240,"(n,p)",1,0.02728
Es240,"(n,3n)",1,0.0
Es240,"(n,gamma)",1,659.1
Es240,"(n,4n)",1,0.0
Es240,"(n,t)",1,0.0
Es240,fission,1,0.0
Es241,"(n,2n)",1,0.0
Es241,"(n,d)",1,0.0
Es241,"(n,a)",1,2.754e-06
Es241,"(n,p)",1,0.03038
Es241,"(n,3n)",1,0.0
Es241,"(n,gamma)",1,27.09
Es241,"(n,4n)",1,0.0
Es241,"(n,t)",1,0.0
Es241,fission,1,0.0
Es242,"(n,2n)",1,0.0
Es242,"(n,d)",1,0.0
Es242,"(n,a)",1,0.01017
Es242,"(n,p)",1,0.03717
Es242,"(n,3n)",1,0.0
Es242,"(n,gamma)",1,48.18
Es242,"(n,4n)",1,0.0
Es242,"(n,t)",1,0.0
Es242,fission,1,0.0
Es243,"(n,2n)",1,0.0
Es243,"(n,d)",1,0.0
Es243,"(n,a)",1,0.001067
Es243,"(n,p)",1,0.002376
Es243,"(n,3n)",1,0.0
Es243,"(n,gamma)",1,33.99
Es243,"(n,4n)",1,0.0
Es243,"(n,t)",1,0.0
Es243,fission,1,0.0
Es244,"(n,2n)",1,0.0
Es244,"(n,d)",1,0.0
Es244,"(n,a)",1,0.0005541
Es244,"(n,p)",1,0.001162
Es244,"(n,3n)",1,0.0
Es244,"(n,gamma)",1,41.74
Es244,"(n,4n)",1,0.0
Es244,"(n,t)",1,0.0
Es244,fission,1,0.0
Es245,"(n,2n)",1,0.0
Es245,"(n,d)",1,0.0
Es245,"(n,a)",1,0.0001197
Es245,"(n,p)",1,2.906e-06
Es245,"(n,3n)",1,0.0
Es245,"(n,gamma)",1,112.3
Es245,"(n,4n)",1,0.0
Es245,"(n,t)",1,0.0
Es245,fission,1,0.0
Es246,"(n,2n)",1,0.0
Es246,"(n,d)",1,0.0
Es246,"(n,a)",1,2.879e-05
Es246,"(n,p)",1,2.402e-07
Es246,"(n,3n)",1,0.0
Es246,"(n,gamma)",1,17.82
Es246,"(n,4n)",1,0.0
Es246,"(n,t)",1,0.0
Es246,fission,1,0.0
Es247,"(n,2n)",1,0.0
Es247,"(n,d)",1,0.0
Es247,"(n,a)",1,6.453e-06
Es247,"(n,p)",1,6.8e-09
Es247,"(n,3n)",1,0.0
Es247,"(n,gamma)",1,110.4
Es247,"(n,4n)",1,0.0
Es247,"(n,t)",1,0.0
Es247,fission,1,0.0
Es248,"(n,2n)",1,0.0
Es248,"(n,d)",1,0.0
Es248,"(n,a)",1,1.912e-05
Es248,"(n,p)",1,1.263e-05
Es248,"(n,3n)",1,0.0
Es248,"(n,gamma)",1,2.835
Es248,"(n,4n)",1,0.0
Es248,"(n,t)",1,0.0
Es248,fission,1,0.0
Es249,"(n,2n)",1,0.0
Es249,"(n,d)",1,0.0
Es249,"(n,a)",1,9.214e-06
Es249,"(n,p)",1,0.0
Es249,"(n,3n)",1,0.0
Es249,"(n,gamma)",1,69.18
Es249,"(n,4n)",1,0.0
Es249,"(n,t)",1,0.0
Es249,fission,1,0.0
Es250,"(n,2n)",1,0.0
Es250,"(n,d)",1,0.0
Es250,"(n,a)",1,3.918e-06
Es250,"(n,p)",1,2.215e-11
Es250,"(n,3n)",1,0.0
Es250,"(n,gamma)",1,6.247
Es250,"(n,4n)",1,0.0
Es250,"(n,t)",1,0.0
Es250,fission,1,0.0
Es251,"(n,2n)",1,0.0
Es251,"(n,d)",1,0.0
Es251,"(n,a)",1,1.208e-07
Es251,"(n,p)",1,0.0
Es251,"(n,3n)",1,0.0
Es251,"(n,gamma)",1,266.0
Es251,"(n,4n)",1,0.0
Es251,"(n,t)",1,0.0
Es251,fission,1,0.0
Es252,"(n,2n)",1,0.0
Es252,"(n,d)",1,0.0
Es252,"(n,a)",1,1.856e-06
Es252,"(n,p)",1,0.0
Es252,"(n,3n)",1,0.0
Es252,"(n,gamma)",1,3.767
Es252,"(n,4n)",1,0.0
Es252,"(n,t)",1,0.0
Es252,fission,1,0.0
Es253,"(n,2n)",1,0.0
Es253,"(n,d)",1,0.0
Es253,"(n,a)",1,1.217e-07
Es253,"(n,p)",1,0.0
Es253,"(n,3n)",1,0.0
Es253,"(n,gamma)",1,10.31
Es253,"(n,4n)",1,0.0
Es253,"(n,t)",1,0.0
Es253,fission,1,0.0
Es254,"(n,2n)",1,0.0
Es254,"(n,d)",1,0.0
Es254,"(n,a)",1,0.0
Es254,"(n,p)",1,0.0
Es254,"(n,3n)",1,0.0
Es254,"(n,gamma)",1,410.4
Es254,"(n,4n)",1,0.0
Es254,"(n,t)",1,0.0
Es254,fission,1,0.0
Es255,"(n,2n)",1,0.0
Es255,"(n,d)",1,0.0
Es255,"(n,a)",1,3.687e-09
Es255,"(n,p)",1,0.0
Es255,"(n,3n)",1,0.0
Es255,"(n,gamma)",1,208.1
Es255,"(n,4n)",1,0.0
Es255,"(n,t)",1,0.0
Es255,fission,1,0.0
Es256,"(n,2n)",1,0.0
Es256,"(n,d)",1,0.0
Es256,"(n,a)",1,9.293e-08
Es256,"(n,p)",1,0.0
Es256,"(n,3n)",1,0.0
Es256,"(n,gamma)",1,4.219
Es256,"(n,4n)",1,0.0
Es256,"(n,t)",1,0.0
Es256,fission,1,0.0
Es257,"(n,2n)",1,0.0
Es257,"(n,d)",1,0.0
Es257,"(n,a)",1,2.317e-11
Es257,"(n,p)",1,0.0
Es257,"(n,3n)",1,0.0
Es257,"(n,gamma)",1,72.9
Es257,"(n,4n)",1,0.0
Es257,"(n,t)",1,0.0
Es257,fission,1,0.0
Es258,"(n,2n)",1,0.0
Es258,"(n,d)",1,0.0
Es258,"(n,a)",1,0.001209
Es258,"(n,p)",1,0.0
Es258,"(n,3n)",1,0.0
Es258,"(n,gamma)",1,4.045
Es258,"(n,4n)",1,0.0
Es258,"(n,t)",1,0.0
Es258,fission,1,0.0
Eu135,"(n,2n)",1,0.0
Eu135,"(n,d)",1,1.471e-10
Eu135,"(n,a)",1,2.502
Eu135,"(n,p)",1,2205.0
Eu135,"(n,3n)",1,0.0
Eu135,"(n,gamma)",1,7.005
Eu135,"(n,4n)",1,0.0
Eu135,"(n,t)",1,0.0
Eu135,fission,1,0.0
Eu136,"(n,2n)",1,0.0
Eu136,"(n,d)",1,0.0
Eu136,"(n,a)",1,4.259
Eu136,"(n,p)",1,3670.0
Eu136,"(n,3n)",1,0.0
Eu136,"(n,gamma)",1,61.78
Eu136,"(n,4n)",1,0.0
Eu136,"(n,t)",1,0.0
Eu136,fission,1,0.0
Eu137,"(n,2n)",1,0.0
Eu137,"(n,d)",1,0.0
Eu137,"(n,a)",1,0.5365
Eu137,"(n,p)",1,1399.0
Eu137,"(n,3n)",1,0.0
Eu137,"(n,gamma)",1,71.26
Eu137,"(n,4n)",1,0.0
Eu137,"(n,t)",1,0.0
Eu137,fission,1,0.0
Eu138,"(n,2n)",1,0.0
Eu138,"(n,d)",1,0.0
Eu138,"(n,a)",1,0.2033
Eu138,"(n,p)",1,2208.0
Eu138,"(n,3n)",1,0.0
Eu138,"(n,gamma)",1,213.8
Eu138,"(n,4n)",1,0.0
Eu138,"(n,t)",1,0.0
Eu138,fission,1,0.0
Eu139,"(n,2n)",1,0.0
Eu139,"(n,d)",1,0.0
Eu139,"(n,a)",1,0.3621
Eu139,"(n,p)",1,178.7
Eu139,"(n,3n)",1,0.0
Eu139,"(n,gamma)",1,104.7
Eu139,"(n,4n)",1,0.0
Eu139,"(n,t)",1,0.0
Eu139,fission,1,0.0
Eu140,"(n,2n)",1,0.0
Eu140,"(n,d)",1,0.0
Eu140,"(n,a)",1,1.026
Eu140,"(n,p)",1,1047.0
Eu140,"(n,3n)",1,0.0
Eu140,"(n,gamma)",1,13.48
Eu140,"(n,4n)",1,0.0
Eu140,"(n,t)",1,0.0
Eu140,fission,1,0.0
Eu141,"(n,2n)",1,0.0
Eu141,"(n,d)",1,0.0
Eu141,"(n,a)",1,0.09332
Eu141,"(n,p)",1,277.8
Eu141,"(n,3n)",1,0.0
Eu141,"(n,gamma)",1,23.63
Eu141,"(n,4n)",1,0.0
Eu141,"(n,t)",1,0.0
Eu141,fission,1,0.0
Eu142,"(n,2n)",1,0.0
Eu142,"(n,d)",1,0.0
Eu142,"(n,a)",1,0.717
Eu142,"(n,p)",1,508.3
Eu142,"(n,3n)",1,0.0
Eu142,"(n,gamma)",1,34.33
Eu142,"(n,4n)",1,0.0
Eu142,"(n,t)",1,0.0
Eu142,fission,1,0.0
Eu143,"(n,2n)",1,0.0
Eu143,"(n,d)",1,0.0
Eu143,"(n,a)",1,0.004479
Eu143,"(n,p)",1,46.74
Eu143,"(n,3n)",1,0.0
Eu143,"(n,gamma)",1,20.13
Eu143,"(n,4n)",1,0.0
Eu143,"(n,t)",1,0.0
Eu143,fission,1,0.0
Eu144,"(n,2n)",1,0.0
Eu144,"(n,d)",1,0.0
Eu144,"(n,a)",1,0.03286
Eu144,"(n,p)",1,113.0
Eu144,"(n,3n)",1,0.0
Eu144,"(n,gamma)",1,22.62
Eu144,"(n,4n)",1,0.0
Eu144,"(n,t)",1,0.0
Eu144,fission,1,0.0
Eu145,"(n,2n)",1,0.0
Eu145,"(n,d)",1,0.0
Eu145,"(n,a)",1,0.0004917
Eu145,"(n,p)",1,0.1409
Eu145,"(n,3n)",1,0.0
Eu145,"(n,gamma)",1,29.62
Eu145,"(n,4n)",1,0.0
Eu145,"(n,t)",1,0.0
Eu145,fission,1,0.0
Eu146,"(n,2n)",1,0.0
Eu146,"(n,d)",1,0.0
Eu146,"(n,a)",1,0.9658
Eu146,"(n,p)",1,0.7052
Eu146,"(n,3n)",1,0.0
Eu146,"(n,gamma)",1,10.41
Eu146,"(n,4n)",1,0.0
Eu146,"(n,t)",1,0.0
Eu146,fission,1,0.0
Eu147,"(n,2n)",1,0.0
Eu147,"(n,d)",1,0.0
Eu147,"(n,a)",1,0.02082
Eu147,"(n,p)",1,0.002497
Eu147,"(n,3n)",1,0.0
Eu147,"(n,gamma)",1,117.4
Eu147,"(n,4n)",1,0.0
Eu147,"(n,t)",1,0.0
Eu147,fission,1,0.0
Eu148,"(n,2n)",1,0.0
Eu148,"(n,d)",1,0.0
Eu148,"(n,a)",1,0.1142
Eu148,"(n,p)",1,0.005657
Eu148,"(n,3n)",1,0.0
Eu148,"(n,gamma)",1,90.31
Eu148,"(n,4n)",1,0.0
Eu148,"(n,t)",1,0.0
Eu148,fission,1,0.0
Eu149,"(n,2n)",1,0.0
Eu149,"(n,d)",1,0.0
Eu149,"(n,a)",1,0.002339
Eu149,"(n,p)",1,4.633e-08
Eu149,"(n,3n)",1,0.0
Eu149,"(n,gamma)",1,8.04
Eu149,"(n,4n)",1,0.0
Eu149,"(n,t)",1,0.0
Eu149,fission,1,0.0
Eu150,"(n,2n)",1,0.0
Eu150,"(n,d)",1,0.0
Eu150,"(n,a)",1,0.01929
Eu150,"(n,p)",1,0.0002291
Eu150,"(n,3n)",1,0.0
Eu150,"(n,gamma)",1,129.5
Eu150,"(n,4n)",1,0.0
Eu150,"(n,t)",1,0.0
Eu150,fission,1,0.0
Eu151,"(n,2n)",1,0.0
Eu151,"(n,d)",1,0.0
Eu151,"(n,a)",1,3.006e-05
Eu151,"(n,p)",1,0.0
Eu151,"(n,3n)",1,0.0
Eu151,"(n,gamma)",1,2521.0
Eu151,"(n,4n)",1,0.0
Eu151,"(n,t)",1,0.0
Eu151,fission,1,0.0
Eu152,"(n,2n)",1,0.0
Eu152,"(n,d)",1,0.0
Eu152,"(n,a)",1,0.006437
Eu152,"(n,p)",1,0.01022
Eu152,"(n,3n)",1,0.0
Eu152,"(n,gamma)",1,4163.0
Eu152,"(n,4n)",1,0.0
Eu152,"(n,t)",1,0.0
Eu152,fission,1,0.0
Eu153,"(n,2n)",1,0.0
Eu153,"(n,d)",1,0.0
Eu153,"(n,a)",1,2.162e-07
Eu153,"(n,p)",1,0.0
Eu153,"(n,3n)",1,0.0
Eu153,"(n,gamma)",1,405.1
Eu153,"(n,4n)",1,0.0
Eu153,"(n,t)",1,0.0
Eu153,fission,1,0.0
Eu154,"(n,2n)",1,0.0
Eu154,"(n,d)",1,0.0
Eu154,"(n,a)",1,1.496e-06
Eu154,"(n,p)",1,1.075e-08
Eu154,"(n,3n)",1,0.0
Eu154,"(n,gamma)",1,692.9
Eu154,"(n,4n)",1,0.0
Eu154,"(n,t)",1,0.0
Eu154,fission,1,0.0
Eu155,"(n,2n)",1,0.0
Eu155,"(n,d)",1,0.0
Eu155,"(n,a)",1,0.0
Eu155,"(n,p)",1,0.0
Eu155,"(n,3n)",1,0.0
Eu155,"(n,gamma)",1,3764.0
Eu155,"(n,4n)",1,0.0
Eu155,"(n,t)",1,0.0
Eu155,fission,1,0.0
Eu156,"(n,2n)",1,0.0
Eu156,"(n,d)",1,0.0
Eu156,"(n,a)",1,1.516e-09
Eu156,"(n,p)",1,0.0
Eu156,"(n,3n)",1,0.0
Eu156,"(n,gamma)",1,16.21
Eu156,"(n,4n)",1,0.0
Eu156,"(n,t)",1,0.0
Eu156,fission,1,0.0
Eu157,"(n,2n)",1,0.0
Eu157,"(n,d)",1,0.0
Eu157,"(n,a)",1,0.0
Eu157,"(n,p)",1,0.0
Eu157,"(n,3n)",1,0.0
Eu157,"(n,gamma)",1,299.0
Eu157,"(n,4n)",1,0.0
Eu157,"(n,t)",1,0.0
Eu157,fission,1,0.0
Eu158,"(n,2n)",1,0.0
Eu158,"(n,d)",1,0.0
Eu158,"(n,a)",1,2.329e-11
Eu158,"(n,p)",1,0.0
Eu158,"(n,3n)",1,0.0
Eu158,"(n,gamma)",1,11.85
Eu158,"(n,4n)",1,0.0
Eu158,"(n,t)",1,0.0
Eu158,fission,1,0.0
Eu159,"(n,2n)",1,0.0
Eu159,"(n,d)",1,0.0
Eu159,"(n,a)",1,0.0
Eu159,"(n,p)",1,0.0
Eu159,"(n,3n)",1,0.0
Eu159,"(n,gamma)",1,10.47
Eu159,"(n,4n)",1,0.0
Eu159,"(n,t)",1,0.0
Eu159,fission,1,0.0
Eu160,"(n,2n)",1,0.0
Eu160,"(n,d)",1,0.0
Eu160,"(n,a)",1,0.0
Eu160,"(n,p)",1,0.0
Eu160,"(n,3n)",1,0.0
Eu160,"(n,gamma)",1,301.6
Eu160,"(n,4n)",1,0.0
Eu160,"(n,t)",1,0.0
Eu160,fission,1,0.0
Eu161,"(n,2n)",1,0.0
Eu161,"(n,d)",1,0.0
Eu161,"(n,a)",1,0.0
Eu161,"(n,p)",1,0.0
Eu161,"(n,3n)",1,0.0
Eu161,"(n,gamma)",1,7.302
Eu161,"(n,4n)",1,0.0
Eu161,"(n,t)",1,0.0
Eu161,fission,1,0.0
Eu162,"(n,2n)",1,0.0
Eu162,"(n,d)",1,0.0
Eu162,"(n,a)",1,0.0
Eu162,"(n,p)",1,0.0
Eu162,"(n,3n)",1,0.0
Eu162,"(n,gamma)",1,102.6
Eu162,"(n,4n)",1,0.0
Eu162,"(n,t)",1,0.0
Eu162,fission,1,0.0
Eu163,"(n,2n)",1,0.0
Eu163,"(n,d)",1,0.0
Eu163,"(n,a)",1,0.0
Eu163,"(n,p)",1,0.0
Eu163,"(n,3n)",1,0.0
Eu163,"(n,gamma)",1,5.67
Eu163,"(n,4n)",1,0.0
Eu163,"(n,t)",1,0.0
Eu163,fission,1,0.0
Eu164,"(n,2n)",1,0.0
Eu164,"(n,d)",1,0.0
Eu164,"(n,a)",1,0.0
Eu164,"(n,p)",1,0.0
Eu164,"(n,3n)",1,0.0
Eu164,"(n,gamma)",1,6.135
Eu164,"(n,4n)",1,0.0
Eu164,"(n,t)",1,0.0
Eu164,fission,1,0.0
Eu165,"(n,2n)",1,0.0
Eu165,"(n,d)",1,0.0
Eu165,"(n,a)",1,0.0
Eu165,"(n,p)",1,0.0
Eu165,"(n,3n)",1,0.0
Eu165,"(n,gamma)",1,4.14
Eu165,"(n,4n)",1,0.0
Eu165,"(n,t)",1,0.0
Eu165,fission,1,0.0
Eu166,"(n,2n)",1,0.0
Eu166,"(n,d)",1,0.0
Eu166,"(n,a)",1,0.0
Eu166,"(n,p)",1,0.0
Eu166,"(n,3n)",1,0.0
Eu166,"(n,gamma)",1,4.846
Eu166,"(n,4n)",1,0.0
Eu166,"(n,t)",1,0.0
Eu166,fission,1,0.0
F_m245,"(n,2n)",1,0.0
F_m245,"(n,d)",1,0.0
F_m245,"(n,a)",1,0.003057
F_m245,"(n,p)",1,0.00158
F_m245,"(n,3n)",1,0.0
F_m245,"(n,gamma)",1,14.99
F_m245,"(n,4n)",1,0.0
F_m245,"(n,t)",1,0.0
F_m245,fission,1,0.0
F_m246,"(n,2n)",1,0.0
F_m246,"(n,d)",1,0.0
F_m246,"(n,a)",1,0.0001652
F_m246,"(n,p)",1,5.472e-09
F_m246,"(n,3n)",1,0.0
F_m246,"(n,gamma)",1,100.5
F_m246,"(n,4n)",1,0.0
F_m246,"(n,t)",1,0.0
F_m246,fission,1,0.0
F_m247,"(n,2n)",1,0.0
F_m247,"(n,d)",1,0.0
F_m247,"(n,a)",1,0.000209
F_m247,"(n,p)",1,1.45e-07
F_m247,"(n,3n)",1,0.0
F_m247,"(n,gamma)",1,33.15
F_m247,"(n,4n)",1,0.0
F_m247,"(n,t)",1,0.0
F_m247,fission,1,0.0
F_m248,"(n,2n)",1,0.0
F_m248,"(n,d)",1,0.0
F_m248,"(n,a)",1,1.199e-05
F_m248,"(n,p)",1,3.555e-11
F_m248,"(n,3n)",1,0.0
F_m248,"(n,gamma)",1,43.3
F_m248,"(n,4n)",1,0.0
F_m248,"(n,t)",1,0.0
F_m248,fission,1,0.0
F_m249,"(n,2n)",1,0.0
F_m249,"(n,d)",1,0.0
F_m249,"(n,a)",1,0.0001207
F_m249,"(n,p)",1,1.117e-08
F_m249,"(n,3n)",1,0.0
F_m249,"(n,gamma)",1,44.37
F_m249,"(n,4n)",1,0.0
F_m249,"(n,t)",1,0.0
F_m249,fission,1,0.0
F_m250,"(n,2n)",1,0.0
F_m250,"(n,d)",1,0.0
F_m250,"(n,a)",1,9.548e-07
F_m250,"(n,p)",1,0.0
F_m250,"(n,3n)",1,0.0
F_m250,"(n,gamma)",1,31.62
F_m250,"(n,4n)",1,0.0
F_m250,"(n,t)",1,0.0
F_m250,fission,1,0.0
F_m251,"(n,2n)",1,0.0
F_m251,"(n,d)",1,0.0
F_m251,"(n,a)",1,3.391e-05
F_m251,"(n,p)",1,1.361e-12
F_m251,"(n,3n)",1,0.0
F_m251,"(n,gamma)",1,56.53
F_m251,"(n,4n)",1,0.0
F_m251,"(n,t)",1,0.0
F_m251,fission,1,0.0
F_m252,"(n,2n)",1,0.0
F_m252,"(n,d)",1,0.0
F_m252,"(n,a)",1,5.768e-08
F_m252,"(n,p)",1,0.0
F_m252,"(n,3n)",1,0.0
F_m252,"(n,gamma)",1,53.91
F_m252,"(n,4n)",1,0.0
F_m252,"(n,t)",1,0.0
F_m252,fission,1,0.0
F_m253,"(n,2n)",1,0.0
F_m253,"(n,d)",1,0.0
F_m253,"(n,a)",1,5.308e-06
F_m253,"(n,p)",1,0.0
F_m253,"(n,3n)",1,0.0
F_m253,"(n,gamma)",1,37.85
F_m253,"(n,4n)",1,0.0
F_m253,"(n,t)",1,0.0
F_m253,fission,1,0.0
F_m254,"(n,2n)",1,0.0
F_m254,"(n,d)",1,0.0
F_m254,"(n,a)",1,6.85e-07
F_m254,"(n,p)",1,0.0
F_m254,"(n,3n)",1,0.0
F_m254,"(n,gamma)",1,24.77
F_m254,"(n,4n)",1,0.0
F_m254,"(n,t)",1,0.0
F_m254,fission,1,0.0
F_m255,"(n,2n)",1,0.0
F_m255,"(n,d)",1,0.0
F_m255,"(n,a)",1,1.108e-06
F_m255,"(n,p)",1,0.0
F_m255,"(n,3n)",1,0.0
