V,Cr,Ti,W,Zr,_neutronics_ok,_calphad_ok,slice_V,slice_Zr,phases
0.92,0.0,0.0,0.07,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9916474930235251, ""C15_LAVES#1"": 0.0020857035614254074, ""FCC_L12#1"": 0.00072576158956469, ""HCP_A3#2"": 0.0023205691542404266, ""HCP_A3#3"": 0.0032204726712445147}"
0.92,0.0,0.005,0.065,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.992462616243673, ""C15_LAVES#1"": 0.001219776507770693, ""FCC_L12#1"": 0.0007261005451375323, ""HCP_A3#2"": 0.002341821159364724, ""HCP_A3#3"": 0.003249685544053883}"
0.92,0.0,0.01,0.06,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9933292198183342, ""C15_LAVES#1"": 0.0003008630597683111, ""FCC_L12#1"": 0.0007264267186243976, ""HCP_A3#2"": 0.0023636923330865463, ""HCP_A3#3"": 0.003279798070186276}"
0.92,0.0,0.015,0.055,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9936540327243701, ""FCC_L12#1"": 0.0007261938271060808, ""HCP_A3#2"": 0.002351481551897032, ""HCP_A3#3"": 0.0032682918966267923}"
0.92,0.0,0.02,0.05,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9937128026651249, ""FCC_L12#1"": 0.0007256839459581492, ""HCP_A3#2"": 0.002323881190828627, ""HCP_A3#3"": 0.003237632198088828}"
0.92,0.0,0.025,0.045,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9937707141492215, ""FCC_L12#1"": 0.0007251461274602435, ""HCP_A3#2"": 0.002296836910666034, ""HCP_A3#3"": 0.0032073028126519687}"
0.92,0.0,0.03,0.04,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9938277190567408, ""FCC_L12#1"": 0.0007245812707241123, ""HCP_A3#2"": 0.0022703537007163852, ""HCP_A3#3"": 0.0031773459718186176}"
0.92,0.0,0.035,0.035,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9938837850891882, ""FCC_L12#1"": 0.0007239903853533639, ""HCP_A3#2"": 0.0022444240856024887, ""HCP_A3#3"": 0.003147800439856083}"
0.92,0.0,0.04,0.03,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9939389000789548, ""FCC_L12#1"": 0.0007233745956031808, ""HCP_A3#2"": 0.002219023492950947, ""HCP_A3#3"": 0.00311870183249095}"
0.92,0.0,0.045,0.025,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.993993078882319, ""FCC_L12#1"": 0.0007227351562511034, ""HCP_A3#2"": 0.0030900832386559227, ""HCP_A3#3"": 0.002194102722773905}"
0.92,0.0,0.05,0.02,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9940463745420137, ""FCC_L12#1"": 0.0007220734872130359, ""HCP_A3#2"": 0.0030619762432791266, ""HCP_A3#3"": 0.0021695757274938594}"
0.92,0.0,0.055,0.015,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9940988964140507, ""FCC_L12#1"": 0.0007213912377519424, ""HCP_A3#2"": 0.0030344125035996657, ""HCP_A3#3"": 0.0021452998445976824}"
0.92,0.0,0.06,0.01,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9941508395131775, ""FCC_L12#1"": 0.0007206903970126016, ""HCP_A3#2"": 0.0030074261279700834, ""HCP_A3#3"": 0.002121043961839822}"
0.92,0.0,0.065,0.005,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9942025318620771, ""FCC_L12#1"": 0.0007199734767891027, ""HCP_A3#2"": 0.0029810572039042026, ""HCP_A3#3"": 0.0020964374572294193}"
0.92,0.0,0.07,0.0,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9942545103488397, ""FCC_L12#1"": 0.0007192438058054391, ""HCP_A3#2"": 0.002955357019307651, ""HCP_A3#3"": 0.0020708888260476}"
0.92,0.005,0.0,0.065,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.988984417564923, ""C15_LAVES#1"": 0.005133730288449913, ""FCC_L12#1"": 0.0007218793457229917, ""HCP_A3#2"": 0.0021514134684011105, ""HCP_A3#3"": 0.003008559332503115}"
0.92,0.005,0.005,0.06,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.989654356398914, ""C15_LAVES#1"": 0.004428848842802264, ""FCC_L12#1"": 0.000722238836017053, ""HCP_A3#2"": 0.0030290909549355394, ""HCP_A3#3"": 0.0021654649673311845}"
0.92,0.005,0.01,0.055,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9903666217420348, ""C15_LAVES#1"": 0.0036809434515371817, ""FCC_L12#1"": 0.0007225903366131314, ""HCP_A3#2"": 0.003050071104659167, ""HCP_A3#3"": 0.0021797733651554908}"
0.92,0.005,0.015,0.05,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9911241738450451, ""C15_LAVES#1"": 0.002887088712479858, ""FCC_L12#1"": 0.0007229331719963641, ""HCP_A3#2"": 0.003071484151217672, ""HCP_A3#3"": 0.002194320119260753}"
0.92,0.005,0.02,0.045,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9919302205208227, ""C15_LAVES#1"": 0.0020441190100244206, ""FCC_L12#1"": 0.0007232666884531932, ""HCP_A3#2"": 0.0030933109827515574, ""HCP_A3#3"": 0.0022090827979482195}"
0.92,0.005,0.025,0.04,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9927882464762311, ""C15_LAVES#1"": 0.0011485999710679263, ""FCC_L12#1"": 0.0007235902628285771, ""HCP_A3#2"": 0.003115528778165774, ""HCP_A3#3"": 0.0022240345117065328}"
0.92,0.005,0.03,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9937020473426244, ""C15_LAVES#1"": 0.00019679526944775246, ""FCC_L12#1"": 0.0007239033126397429, ""HCP_A3#2"": 0.0031381108453493677, ""HCP_A3#3"": 0.002239143229938828}"
0.92,0.005,0.035,0.03,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9939352501432794, ""FCC_L12#1"": 0.0007234710361077996, ""HCP_A3#2"": 0.0031194223021689033, ""HCP_A3#3"": 0.0022218565184437982}"
0.92,0.005,0.04,0.025,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9939893903408173, ""FCC_L12#1"": 0.0007228333466572139, ""HCP_A3#2"": 0.0030908356445437184, ""HCP_A3#3"": 0.002196940667981498}"
0.92,0.005,0.045,0.02,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9940426102002807, ""FCC_L12#1"": 0.000722173051084671, ""HCP_A3#2"": 0.003062751564914431, ""HCP_A3#3"": 0.0021724651837202666}"
0.92,0.005,0.05,0.015,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9940949924476091, ""FCC_L12#1"": 0.000721491695732349, ""HCP_A3#2"": 0.0030351997095779816, ""HCP_A3#3"": 0.0021483161470805686}"
0.92,0.005,0.055,0.01,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9941466898316919, ""FCC_L12#1"": 0.0007207911036070565, ""HCP_A3#2"": 0.0030082109662478342, ""HCP_A3#3"": 0.002124308098452972}"
0.92,0.005,0.06,0.005,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9941979630957323, ""FCC_L12#1"": 0.0007200735193907826, ""HCP_A3#2"": 0.0029818203620410877, ""HCP_A3#3"": 0.0021001430228358943}"
0.92,0.005,0.065,0.0,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9942492420618743, ""FCC_L12#1"": 0.0007193418453931983, ""HCP_A3#2"": 0.002956071348789263, ""HCP_A3#3"": 0.0020753447439431348}"
0.92,0.01,0.0,0.06,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9871325192167074, ""C15_LAVES#1"": 0.007231945129194326, ""FCC_L12#1"": 0.0007184215951412549, ""HCP_A3#2"": 0.0028715047491759305, ""HCP_A3#3"": 0.002045609309781311}"
0.92,0.01,0.005,0.055,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9877180798564014, ""C15_LAVES#1"": 0.006618105529718926, ""FCC_L12#1"": 0.0007187959330449229, ""HCP_A3#2"": 0.0028883319799148945, ""HCP_A3#3"": 0.0020566867009198585}"
0.92,0.01,0.01,0.05,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9883419829005998, ""C15_LAVES#1"": 0.005965383647922587, ""FCC_L12#1"": 0.0007191653370922854, ""HCP_A3#2"": 0.0029055153166824073, ""HCP_A3#3"": 0.0020679527977026328}"
0.92,0.01,0.015,0.045,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9890070703476407, ""C15_LAVES#1"": 0.005270958205335862, ""FCC_L12#1"": 0.0007195292893820276, ""HCP_A3#2"": 0.002923047418796011, ""HCP_A3#3"": 0.002079394738845508}"
0.92,0.01,0.02,0.04,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9897164351380106, ""C15_LAVES#1"": 0.004531761284929923, ""FCC_L12#1"": 0.000719887290601647, ""HCP_A3#2"": 0.0029409196580142895, ""HCP_A3#3"": 0.002090996628443704}"
0.92,0.01,0.025,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9904734494599614, ""C15_LAVES#1"": 0.003744450849029819, ""FCC_L12#1"": 0.0007202388659244304, ""HCP_A3#2"": 0.0029591220855077613, ""HCP_A3#3"": 0.0021027387395768887}"
0.92,0.01,0.03,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9912817968357788, ""C15_LAVES#1"": 0.0029053797433732627, ""FCC_L12#1"": 0.0007205835718420221, ""HCP_A3#2"": 0.0029776434209604487, ""HCP_A3#3"": 0.0021145964280455524}"
0.92,0.01,0.035,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9921455083769887, ""C15_LAVES#1"": 0.0020105609140588804, ""FCC_L12#1"": 0.0007209210041221838, ""HCP_A3#2"": 0.0029964710679765707, ""HCP_A3#3"": 0.002126538636854069}"
0.92,0.01,0.04,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9930690035447185, ""C15_LAVES#1"": 0.00105562866606793, ""FCC_L12#1"": 0.0007212508071549725, ""HCP_A3#2"": 0.0030155911592386598, ""HCP_A3#3"": 0.0021385258228196046}"
0.92,0.01,0.045,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9940571356447926, ""C15_LAVES#1"": 3.579596921613446e-05, ""FCC_L12#1"": 0.0007215726850651562, ""HCP_A3#2"": 0.003034988633129761, ""HCP_A3#3"": 0.0021505070677962372}"
0.92,0.01,0.05,0.01,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9941416331433952, ""FCC_L12#1"": 0.00072090710273011, ""HCP_A3#2"": 0.003009574807788009, ""HCP_A3#3"": 0.0021278849460867606}"
0.92,0.01,0.055,0.005,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9941926096016963, ""FCC_L12#1"": 0.0007201895224874988, ""HCP_A3#2"": 0.0029831550354803477, ""HCP_A3#3"": 0.0021040458403359997}"
0.92,0.01,0.06,0.0,0.01,True,True,0.92,0.01,"{""BCC_B2#1"": 0.9942433642877233, ""FCC_L12#1"": 0.0007194567051561996, ""HCP_A3#2"": 0.0029573544350508124, ""HCP_A3#3"": 0.002079824572069979}"
0.92,0.015,0.0,0.055,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.98575783056861, ""C15_LAVES#1"": 0.008782306433150727, ""FCC_L12#1"": 0.0007153849106016321, ""HCP_A3#2"": 0.001971324615269659, ""HCP_A3#3"": 0.00277315347236804}"
0.92,0.015,0.005,0.05,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9862872524553045, ""C15_LAVES#1"": 0.008228090862162033, ""FCC_L12#1"": 0.0007157750545126297, ""HCP_A3#2"": 0.0019808402161201055, ""HCP_A3#3"": 0.0027880414119006397}"
0.92,0.015,0.01,0.045,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9868527758947457, ""C15_LAVES#1"": 0.007637277702674184, ""FCC_L12#1"": 0.0007161626401013339, ""HCP_A3#2"": 0.0019905219822263292, ""HCP_A3#3"": 0.0028032617802526026}"
0.92,0.015,0.015,0.04,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9874571955421539, ""C15_LAVES#1"": 0.007007088187952338, ""FCC_L12#1"": 0.0007165472317122872, ""HCP_A3#2"": 0.0020003572958806285, ""HCP_A3#3"": 0.0028188117423006945}"
0.92,0.015,0.02,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9881035566159327, ""C15_LAVES#1"": 0.006334497648997429, ""FCC_L12#1"": 0.0007169284074359268, ""HCP_A3#2"": 0.0020103295297781657, ""HCP_A3#3"": 0.002834687797855616}"
0.92,0.015,0.025,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9887951814950364, ""C15_LAVES#1"": 0.005616210275357095, ""FCC_L12#1"": 0.0007173057639648059, ""HCP_A3#2"": 0.0020204167139972694, ""HCP_A3#3"": 0.002850885751644119}"
0.92,0.015,0.03,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9895356993928032, ""C15_LAVES#1"": 0.004848631286333987, ""FCC_L12#1"": 0.0007176789225387219, ""HCP_A3#2"": 0.0020305897087624977, ""HCP_A3#3"": 0.0028674006895617475}"
0.92,0.015,0.035,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9903290793520064, ""C15_LAVES#1"": 0.004027836457528186, ""FCC_L12#1"": 0.0007180475363251309, ""HCP_A3#2"": 0.002040809694000972, ""HCP_A3#3"": 0.0028842269601392196}"
0.92,0.015,0.04,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9911796667593631, ""C15_LAVES#1"": 0.0031495390639911724, ""FCC_L12#1"": 0.0007184112997248124, ""HCP_A3#2"": 0.0020510247143759896, ""HCP_A3#3"": 0.0029013581625446884}"
0.92,0.015,0.045,0.01,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9920922234859072, ""C15_LAVES#1"": 0.0022090544927081805, ""FCC_L12#1"": 0.0007187699602856927, ""HCP_A3#2"": 0.0020611649187224318, ""HCP_A3#3"": 0.00291878714237661}"
0.92,0.015,0.05,0.005,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9930719716064546, ""C15_LAVES#1"": 0.0012012630684594566, ""FCC_L12#1"": 0.0007191233341876848, ""HCP_A3#2"": 0.0020711359954162633, ""HCP_A3#3"": 0.0029365059954820916}"
0.92,0.015,0.055,0.0,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9941246404145074, ""C15_LAVES#1"": 0.00012057206295568407, ""FCC_L12#1"": 0.0007194713266449699, ""HCP_A3#2"": 0.002080810115894419, ""HCP_A3#3"": 0.0029545060799977263}"
0.92,0.02,0.0,0.05,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9847004327672214, ""C15_LAVES#1"": 0.00997272730876367, ""FCC_L12#1"": 0.0007127214207122275, ""HCP_A3#2"": 0.0019157291507816644, ""HCP_A3#3"": 0.002698389352521054}"
0.92,0.02,0.005,0.045,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9851898362308676, ""C15_LAVES#1"": 0.009460594629939166, ""FCC_L12#1"": 0.0007131281718952369, ""HCP_A3#2"": 0.0019242958094145887, ""HCP_A3#3"": 0.002712145157883363}"
0.92,0.02,0.01,0.04,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9857139243973346, ""C15_LAVES#1"": 0.008913302995361467, ""FCC_L12#1"": 0.0007135342622145934, ""HCP_A3#2"": 0.0019330110649617188, ""HCP_A3#3"": 0.002726227280127772}"
0.92,0.02,0.015,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9862754712340484, ""C15_LAVES#1"": 0.008328095881597077, ""FCC_L12#1"": 0.0007139393005072175, ""HCP_A3#2"": 0.001941858443365506, ""HCP_A3#3"": 0.0027406351404819355}"
0.92,0.02,0.02,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.986877500789411, ""C15_LAVES#1"": 0.007701973114978672, ""FCC_L12#1"": 0.0007143429061471198, ""HCP_A3#2"": 0.0019508154852874238, ""HCP_A3#3"": 0.002755367704175587}"
0.92,0.02,0.025,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9875233124602264, ""C15_LAVES#1"": 0.00703166772906096, ""FCC_L12#1"": 0.0007147447140792296, ""HCP_A3#2"": 0.0019598516526629093, ""HCP_A3#3"": 0.0027704234439707254}"
0.92,0.02,0.03,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.988216508799251, ""C15_LAVES#1"": 0.006313621041506692, ""FCC_L12#1"": 0.0007151443813406055, ""HCP_A3#2"": 0.0019689254747035324, ""HCP_A3#3"": 0.002785800303197658}"
0.92,0.02,0.035,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9889610259689791, ""C15_LAVES#1"": 0.0055439561232373275, ""FCC_L12#1"": 0.0007155415955970967, ""HCP_A3#2"": 0.0019779806534512166, ""HCP_A3#3"": 0.0028014956587353057}"
0.92,0.02,0.04,0.01,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9897611668668324, ""C15_LAVES#1"": 0.004718450016285495, ""FCC_L12#1"": 0.0007159360864243655, ""HCP_A3#2"": 0.001986940745877301, ""HCP_A3#3"": 0.002817506284580336}"
0.92,0.02,0.045,0.005,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9906216368172708, ""C15_LAVES#1"": 0.003832505326951928, ""FCC_L12#1"": 0.0007163276403413068, ""HCP_A3#2"": 0.001995701898628395, ""HCP_A3#3"": 0.0028338283168073916}"
0.92,0.02,0.05,0.0,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.991547581526744, ""C15_LAVES#1"": 0.0028811222123163263, ""FCC_L12#1"": 0.0007167161209828993, ""HCP_A3#2"": 0.0020041229189422726, ""HCP_A3#3"": 0.002850457221014309}"
0.92,0.025,0.0,0.045,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9838687012525748, ""C15_LAVES#1"": 0.0109090868591411, ""FCC_L12#1"": 0.0007103825296705399, ""HCP_A3#2"": 0.001872385350884905, ""HCP_A3#3"": 0.0026394440077285616}"
0.92,0.025,0.005,0.04,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9843283936867723, ""C15_LAVES#1"": 0.010428002230964283, ""FCC_L12#1"": 0.0007108059331503501, ""HCP_A3#2"": 0.002652493544744994, ""HCP_A3#3"": 0.0018803046043678697}"
0.92,0.025,0.01,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9848218273018877, ""C15_LAVES#1"": 0.00991272521873794, ""FCC_L12#1"": 0.0007112302048826002, ""HCP_A3#2"": 0.0026658681181372925, ""HCP_A3#3"": 0.0018883491563546884}"
0.92,0.025,0.015,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9853517699586039, ""C15_LAVES#1"": 0.009360511762335395, ""FCC_L12#1"": 0.0007116549807112198, ""HCP_A3#2"": 0.0026795682696445443, ""HCP_A3#3"": 0.0018964950287049186}"
0.92,0.025,0.02,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9859212394449137, ""C15_LAVES#1"": 0.008768377161638778, ""FCC_L12#1"": 0.0007120799063959854, ""HCP_A3#2"": 0.002693594168491305, ""HCP_A3#3"": 0.0019047093185603143}"
0.92,0.025,0.025,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9865335275898639, ""C15_LAVES#1"": 0.008133075126565505, ""FCC_L12#1"": 0.0007125046436963981, ""HCP_A3#2"": 0.002707945571976355, ""HCP_A3#3"": 0.0019129470678978127}"
0.92,0.025,0.03,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.987192226411713, ""C15_LAVES#1"": 0.007451075907039166, ""FCC_L12#1"": 0.0007129288785105052, ""HCP_A3#2"": 0.002722621783796923, ""HCP_A3#3"": 0.0019211470189403378}"
0.92,0.025,0.035,0.01,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9879012562446841, ""C15_LAVES#1"": 0.006718543956548325, ""FCC_L12#1"": 0.0007133523318083994, ""HCP_A3#2"": 0.0027376216105412907, ""HCP_A3#3"": 0.0019292258564178675}"
0.92,0.025,0.04,0.005,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9886648956591055, ""C15_LAVES#1"": 0.0059313158546995814, ""FCC_L12#1"": 0.0007137747743725141, ""HCP_A3#2"": 0.002752943317006369, ""HCP_A3#3"": 0.001937070394816019}"
0.92,0.025,0.045,0.0,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9894878127964595, ""C15_LAVES#1"": 0.005084879600706102, ""FCC_L12#1"": 0.0007141960467243145, ""HCP_A3#2"": 0.0027685845812924726, ""HCP_A3#3"": 0.0019445269748178705}"
0.92,0.03,0.0,0.04,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9832044109276732, ""C15_LAVES#1"": 0.011657876289922596, ""FCC_L12#1"": 0.0007083251836331777, ""HCP_A3#2"": 0.0025917869891673765, ""HCP_A3#3"": 0.0018376006096036271}"
0.92,0.03,0.005,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9836414902660865, ""C15_LAVES#1"": 0.011200341020319101, ""FCC_L12#1"": 0.0007087647117684308, ""HCP_A3#2"": 0.0026043770702685073, ""HCP_A3#3"": 0.0018450269315575263}"
0.92,0.03,0.01,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9841116772566421, ""C15_LAVES#1"": 0.01070927930817975, ""FCC_L12#1"": 0.0007092063536811603, ""HCP_A3#2"": 0.0026172920941090858, ""HCP_A3#3"": 0.0018525449873877248}"
0.92,0.03,0.015,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.984617743104401, ""C15_LAVES#1"": 0.010181954580807404, ""FCC_L12#1"": 0.000709649766171766, ""HCP_A3#2"": 0.002630533144588967, ""HCP_A3#3"": 0.0018601194040313693}"
0.92,0.03,0.02,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9851627087995563, ""C15_LAVES#1"": 0.009615393796607431, ""FCC_L12#1"": 0.0007100946180804622, ""HCP_A3#2"": 0.0026441009731207514, ""HCP_A3#3"": 0.0018677018126347898}"
0.92,0.03,0.025,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9857498680066188, ""C15_LAVES#1"": 0.009006369103835054, ""FCC_L12#1"": 0.0007105405981503399, ""HCP_A3#2"": 0.0026579959591173513, ""HCP_A3#3"": 0.001875226332278363}"
0.92,0.03,0.03,0.01,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9863828114238844, ""C15_LAVES#1"": 0.008351379606775795, ""FCC_L12#1"": 0.0007109874256800788, ""HCP_A3#2"": 0.002672218067701685, ""HCP_A3#3"": 0.0018826034759579636}"
0.92,0.03,0.035,0.005,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9870654523608557, ""C15_LAVES#1"": 0.007646634042830688, ""FCC_L12#1"": 0.0007114348649633651, ""HCP_A3#2"": 0.0026867668050607036, ""HCP_A3#3"": 0.0018897119262892945}"
0.92,0.03,0.04,0.0,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9878020530880692, ""C15_LAVES#1"": 0.0068880355598656216, ""FCC_L12#1"": 0.0007118827448639165, ""HCP_A3#2"": 0.002701641172157345, ""HCP_A3#3"": 0.0018963874350440095}"
0.92,0.035,0.0,0.035,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9826680585599408, ""C15_LAVES#1"": 0.012263834120364758, ""FCC_L12#1"": 0.0007065122441747256, ""HCP_A3#2"": 0.0025525406338238435, ""HCP_A3#3"": 0.001809054441695841}"
0.92,0.035,0.005,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9830876817345755, ""C15_LAVES#1"": 0.011824464735059373, ""FCC_L12#1"": 0.0007069670401610545, ""HCP_A3#2"": 0.0018160619233423153, ""HCP_A3#3"": 0.0025648245668615896}"
0.92,0.035,0.01,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9835400009769587, ""C15_LAVES#1"": 0.011352026537589332, ""FCC_L12#1"": 0.0007074249799040278, ""HCP_A3#2"": 0.0018231140225629036, ""HCP_A3#3"": 0.00257743348298519}"
0.92,0.035,0.015,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9840277970938088, ""C15_LAVES#1"": 0.010843789024988025, ""FCC_L12#1"": 0.0007078857416461631, ""HCP_A3#2"": 0.0018301594378158982, ""HCP_A3#3"": 0.002590368701741044}"
0.92,0.035,0.02,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9845541000668432, ""C15_LAVES#1"": 0.01029679126111577, ""FCC_L12#1"": 0.0007083490205653985, ""HCP_A3#2"": 0.0018371284189421782, ""HCP_A3#3"": 0.0026036312325334334}"
0.92,0.035,0.025,0.01,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9851222104435643, ""C15_LAVES#1"": 0.009707826847128084, ""FCC_L12#1"": 0.0007088145391305592, ""HCP_A3#2"": 0.001843926433941755, ""HCP_A3#3"": 0.002617221736235311}"
0.92,0.035,0.03,0.005,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9857357215155916, ""C15_LAVES#1"": 0.009073430279264681, ""FCC_L12#1"": 0.0007092820611716359, ""HCP_A3#2"": 0.001850425660105839, ""HCP_A3#3"": 0.0026311404838663638}"
0.92,0.035,0.035,0.0,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9863985417888844, ""C15_LAVES#1"": 0.008389865935458712, ""FCC_L12#1"": 0.0007097514109700923, ""HCP_A3#2"": 0.0018564535519485028, ""HCP_A3#3"": 0.002645387312738493}"
0.92,0.04,0.0,0.03,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9822316447603711, ""C15_LAVES#1"": 0.01275849241907498, ""FCC_L12#1"": 0.0007049118855932305, ""HCP_A3#2"": 0.0017851882126689123, ""HCP_A3#3"": 0.002519762722291778}"
0.92,0.04,0.005,0.025,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9826377146810669, ""C15_LAVES#1"": 0.012333262320849157, ""FCC_L12#1"": 0.0007053809494888859, ""HCP_A3#2"": 0.002531841226359228, ""HCP_A3#3"": 0.0017918008222357646}"
0.92,0.04,0.01,0.02,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9830762373949287, ""C15_LAVES#1"": 0.011875269889090195, ""FCC_L12#1"": 0.0007058540255669619, ""HCP_A3#2"": 0.002544244632646774, ""HCP_A3#3"": 0.0017983940577675228}"
0.92,0.04,0.015,0.015,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9835500070224302, ""C15_LAVES#1"": 0.011381792589557923, ""FCC_L12#1"": 0.0007063308179366349, ""HCP_A3#2"": 0.0018048952459763163, ""HCP_A3#3"": 0.0025569743240985332}"
0.92,0.04,0.02,0.01,0.01,True,False,0.92,0.01,"{""BCC_B2#1"": 0.9840620652680948, ""C15_LAVES#1"": 0.010849886163848712, ""FCC_L12#1"": 0.0007068110554126871, ""HCP_A3#2"": 0.0018112061257557748, ""HCP_A3#3"": 0.002570031386888183}"
