V,Cr,Ti,W,Zr,_neutronics_ok,_calphad_ok,slice_V,slice_Zr,phases
0.92,0.0,0.0,0.065,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9769316064750885, ""C15_LAVES#1"": 0.016778787312835525, ""FCC_L12#1"": 0.0007259419823223372, ""HCP_A3#2"": 0.0023307236838652494, ""HCP_A3#3"": 0.0032329405458885892}"
0.92,0.0,0.005,0.06,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9777474452368125, ""C15_LAVES#1"": 0.01591137879236347, ""FCC_L12#1"": 0.0007262748684894443, ""HCP_A3#2"": 0.0032626027566017646, ""HCP_A3#3"": 0.0023522983457329514}"
0.92,0.0,0.01,0.055,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9786133489647251, ""C15_LAVES#1"": 0.014992446144129435, ""FCC_L12#1"": 0.0007265941732202156, ""HCP_A3#2"": 0.0023744688625714663, ""HCP_A3#3"": 0.003293141855353492}"
0.92,0.0,0.015,0.05,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9795324697417196, ""C15_LAVES#1"": 0.014018892657712747, ""FCC_L12#1"": 0.0007268988549759899, ""HCP_A3#2"": 0.002397206256298981, ""HCP_A3#3"": 0.0033245324892926774}"
0.92,0.0,0.02,0.045,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9805081517402718, ""C15_LAVES#1"": 0.012987457050870682, ""FCC_L12#1"": 0.0007271879016076202, ""HCP_A3#2"": 0.00242046850036677, ""HCP_A3#3"": 0.0033567348068830882}"
0.92,0.0,0.025,0.04,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9815439480286919, ""C15_LAVES#1"": 0.011894702521342414, ""FCC_L12#1"": 0.0007274603513723087, ""HCP_A3#2"": 0.0024441977271814443, ""HCP_A3#3"": 0.0033896913714119518}"
0.92,0.0,0.03,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9826436429684059, ""C15_LAVES#1"": 0.01073700063126014, ""FCC_L12#1"": 0.0007277153192091704, ""HCP_A3#2"": 0.0034233238894676604, ""HCP_A3#3"": 0.0024683171916573448}"
0.92,0.0,0.035,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9838112823240331, ""C15_LAVES#1"": 0.009510507469930233, ""FCC_L12#1"": 0.0007279520288923842, ""HCP_A3#2"": 0.003457530014844728, ""HCP_A3#3"": 0.0024927281622996364}"
0.92,0.0,0.04,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9850512133426497, ""C15_LAVES#1"": 0.008211129117696678, ""FCC_L12#1"": 0.0007281698513057226, ""HCP_A3#2"": 0.0034921806592935803, ""HCP_A3#3"": 0.00251730702905448}"
0.92,0.0,0.045,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9863681367171521, ""C15_LAVES#1"": 0.006834473444219187, ""FCC_L12#1"": 0.0007283683483489676, ""HCP_A3#2"": 0.0035271184431901145, ""HCP_A3#3"": 0.0025419030470896346}"
0.92,0.0,0.05,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9877671713354136, ""C15_LAVES#1"": 0.005375786009315067, ""FCC_L12#1"": 0.0007285473207895405, ""HCP_A3#2"": 0.0025663372307384103, ""HCP_A3#3"": 0.0035621581037434467}"
0.92,0.0,0.055,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9892539311043603, ""C15_LAVES#1"": 0.003829869405058971, ""FCC_L12#1"": 0.0007287068567300664, ""HCP_A3#2"": 0.0025904028829517975, ""HCP_A3#3"": 0.00359708975089895}"
0.92,0.0,0.06,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9908346115125611, ""C15_LAVES#1"": 0.0021909874586455496, ""FCC_L12#1"": 0.0007288473755881726, ""HCP_A3#2"": 0.0036316856862983584, ""HCP_A3#3"": 0.0026138679669070507}"
0.92,0.0,0.065,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9925160829980397, ""C15_LAVES#1"": 0.0004527575032086266, ""FCC_L12#1"": 0.00072896966135322, ""HCP_A3#2"": 0.0026364788804562663, ""HCP_A3#3"": 0.0036657109569420802}"
0.92,0.005,0.0,0.06,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9746573435516014, ""C15_LAVES#1"": 0.0193897912394205, ""FCC_L12#1"": 0.0007227232327867598, ""HCP_A3#2"": 0.0021822526222357494, ""HCP_A3#3"": 0.003047889353955641}"
0.92,0.005,0.005,0.055,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9753506681062885, ""C15_LAVES#1"": 0.018659239686627405, ""FCC_L12#1"": 0.0007230766230850818, ""HCP_A3#2"": 0.0030697197516628186, ""HCP_A3#3"": 0.0021972958323365583}"
0.92,0.005,0.01,0.05,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9760867902620942, ""C15_LAVES#1"": 0.017885185212139346, ""FCC_L12#1"": 0.000723420531649818, ""HCP_A3#2"": 0.0030920079254641796, ""HCP_A3#3"": 0.002212596068652476}"
0.92,0.005,0.015,0.045,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9768685992344798, ""C15_LAVES#1"": 0.01706479056367857, ""FCC_L12#1"": 0.0007237542099008802, ""HCP_A3#2"": 0.0031147294442473335, ""HCP_A3#3"": 0.0022281265476936153}"
0.92,0.005,0.02,0.04,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9776992217898778, ""C15_LAVES#1"": 0.016194991799865218, ""FCC_L12#1"": 0.0007240769358966014, ""HCP_A3#2"": 0.0031378545933246713, ""HCP_A3#3"": 0.0022438548810356407}"
0.92,0.005,0.025,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9785820546453537, ""C15_LAVES#1"": 0.01527246701989832, ""FCC_L12#1"": 0.0007243880260340883, ""HCP_A3#2"": 0.0031613480108182716, ""HCP_A3#3"": 0.0022597422978955103}"
0.92,0.005,0.03,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9795208037876917, ""C15_LAVES#1"": 0.014293598150093869, ""FCC_L12#1"": 0.0007246868489287985, ""HCP_A3#2"": 0.0031851684561196043, ""HCP_A3#3"": 0.002275742757166202}"
0.92,0.005,0.035,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9805195319023086, ""C15_LAVES#1"": 0.013254424583056016, ""FCC_L12#1"": 0.0007249728416825361, ""HCP_A3#2"": 0.0032092687729982734, ""HCP_A3#3"": 0.00229180189995467}"
0.92,0.005,0.04,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9815827149229102, ""C15_LAVES#1"": 0.012150587677048701, ""FCC_L12#1"": 0.0007252455286924263, ""HCP_A3#2"": 0.0032335961166389047, ""HCP_A3#3"": 0.0023078557547098924}"
0.92,0.005,0.045,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.982715308259061, ""C15_LAVES#1"": 0.010977265641851123, ""FCC_L12#1"": 0.0007255045430729117, ""HCP_A3#2"": 0.002323829043005405, ""HCP_A3#3"": 0.0032580925130099633}"
0.92,0.005,0.05,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9839228224448845, ""C15_LAVES#1"": 0.00972909926521042, ""FCC_L12#1"": 0.0007257496506757663, ""HCP_A3#2"": 0.003282695805715697, ""HCP_A3#3"": 0.0023396328335136916}"
0.92,0.005,0.055,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9852114067423933, ""C15_LAVES#1"": 0.008400110324908457, ""FCC_L12#1"": 0.0007259807766459493, ""HCP_A3#2"": 0.0033073410154152846, ""HCP_A3#3"": 0.00235516114063692}"
0.92,0.005,0.06,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9865879377015456, ""C15_LAVES#1"": 0.006983616330115107, ""FCC_L12#1"": 0.0007261980345294898, ""HCP_A3#2"": 0.00333196208771384, ""HCP_A3#3"": 0.0023702858460960406}"
0.92,0.01,0.0,0.055,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9729671584241102, ""C15_LAVES#1"": 0.021311338623757062, ""FCC_L12#1"": 0.0007197271730365211, ""HCP_A3#2"": 0.002919486501060885, ""HCP_A3#3"": 0.0020822892780353623}"
0.92,0.01,0.005,0.05,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9735825894623722, ""C15_LAVES#1"": 0.020665638330192703, ""FCC_L12#1"": 0.0007200927776796892, ""HCP_A3#2"": 0.002937462076800783, ""HCP_A3#3"": 0.002094217352954657}"
0.92,0.01,0.01,0.045,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.974237361135061, ""C15_LAVES#1"": 0.019980084229478494, ""FCC_L12#1"": 0.0007204516313124579, ""HCP_A3#2"": 0.002955784418666854, ""HCP_A3#3"": 0.00210631858548114}"
0.92,0.01,0.015,0.04,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9749343338556975, ""C15_LAVES#1"": 0.019251850417408345, ""FCC_L12#1"": 0.0007208031551560371, ""HCP_A3#2"": 0.002974439292364397, ""HCP_A3#3"": 0.002118573279373708}"
0.92,0.01,0.02,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9756766250578557, ""C15_LAVES#1"": 0.01847786012667553, ""FCC_L12#1"": 0.0007211467973355108, ""HCP_A3#2"": 0.002993410364980129, ""HCP_A3#3"": 0.0021309576531534516}"
0.92,0.01,0.025,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9764676416201498, ""C15_LAVES#1"": 0.01765475426546568, ""FCC_L12#1"": 0.0007214820415446722, ""HCP_A3#2"": 0.0030126791922891385, ""HCP_A3#3"": 0.002143442880551003}"
0.92,0.01,0.03,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.97731111743387, ""C15_LAVES#1"": 0.016778855097501075, ""FCC_L12#1"": 0.0007218084171790801, ""HCP_A3#2"": 0.0030322252657513545, ""HCP_A3#3"": 0.002155993785698557}"
0.92,0.01,0.035,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.978211156717552, ""C15_LAVES#1"": 0.015846124598634798, ""FCC_L12#1"": 0.0007221255111868362, ""HCP_A3#2"": 0.003052026131909445, ""HCP_A3#3"": 0.002168567040716855}"
0.92,0.01,0.04,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9791722835769764, ""C15_LAVES#1"": 0.01485211720019992, ""FCC_L12#1"": 0.0007224329819631483, ""HCP_A3#2"": 0.0030720575953571, ""HCP_A3#3"": 0.0021811086455035974}"
0.92,0.01,0.045,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9801994980942763, ""C15_LAVES#1"": 0.01379192694436105, ""FCC_L12#1"": 0.000722730575740468, ""HCP_A3#2"": 0.0030922940124394793, ""HCP_A3#3"": 0.00219355037318281}"
0.92,0.01,0.05,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.981298338875282, ""C15_LAVES#1"": 0.012660129569694699, ""FCC_L12#1"": 0.0007230181461267677, ""HCP_A3#2"": 0.0031127086801753462, ""HCP_A3#3"": 0.002205804728721212}"
0.92,0.01,0.055,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9824749514372069, ""C15_LAVES#1"": 0.011450720795896057, ""FCC_L12#1"": 0.0007232956777677332, ""HCP_A3#2"": 0.0022177577776835737, ""HCP_A3#3"": 0.003133274311445977}"
0.92,0.015,0.0,0.05,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.971654124964872, ""C15_LAVES#1"": 0.022796373558445732, ""FCC_L12#1"": 0.0007169993690875665, ""HCP_A3#2"": 0.0020090549251095533, ""HCP_A3#3"": 0.0028234471824852654}"
0.92,0.015,0.005,0.045,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9722153118501834, ""C15_LAVES#1"": 0.022208839481820314, ""FCC_L12#1"": 0.0007173771407314626, ""HCP_A3#2"": 0.002019226988322143, ""HCP_A3#3"": 0.0028392445389426985}"
0.92,0.015,0.01,0.04,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9728138874097084, ""C15_LAVES#1"": 0.021583461504443204, ""FCC_L12#1"": 0.0007177504281884709, ""HCP_A3#2"": 0.0020295432884692628, ""HCP_A3#3"": 0.0028553573691906457}"
0.92,0.015,0.015,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.973452724886877, ""C15_LAVES#1"": 0.020917392344645087, ""FCC_L12#1"": 0.0007181187653380574, ""HCP_A3#2"": 0.002039985743775286, ""HCP_A3#3"": 0.0028717782593646627}"
0.92,0.015,0.02,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9741349626249727, ""C15_LAVES#1"": 0.020207525514504977, ""FCC_L12#1"": 0.0007184817106704874, ""HCP_A3#2"": 0.0020505313355749497, ""HCP_A3#3"": 0.0028884988142769043}"
0.92,0.015,0.025,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.974864034713176, ""C15_LAVES#1"": 0.019450466264372152, ""FCC_L12#1"": 0.0007188388544476548, ""HCP_A3#2"": 0.0020611505036246093, ""HCP_A3#3"": 0.002905509664380019}"
0.92,0.015,0.03,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9756437055739867, ""C15_LAVES#1"": 0.018642499179125204, ""FCC_L12#1"": 0.0007191898273469274, ""HCP_A3#2"": 0.0020718049251601555, ""HCP_A3#3"": 0.002922800494380949}"
0.92,0.015,0.035,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9764781088127543, ""C15_LAVES#1"": 0.017779552348839215, ""FCC_L12#1"": 0.0007195343110240617, ""HCP_A3#2"": 0.0020824444306972592, ""HCP_A3#3"": 0.002940360096685118}"
0.92,0.015,0.04,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9773717905514989, ""C15_LAVES#1"": 0.016857158236223663, ""FCC_L12#1"": 0.0007198720512189265, ""HCP_A3#2"": 0.0020930027111622663, ""HCP_A3#3"": 0.0029581764498963128}"
0.92,0.015,0.045,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9783297573067903, ""C15_LAVES#1"": 0.015870411659782143, ""FCC_L12#1"": 0.0007202028742840923, ""HCP_A3#2"": 0.0021033913339373457, ""HCP_A3#3"": 0.00297623682520637}"
0.92,0.015,0.05,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9793575282002563, ""C15_LAVES#1"": 0.014813925775637516, ""FCC_L12#1"": 0.0007205267083928583, ""HCP_A3#2"": 0.0029945279200960565, ""HCP_A3#3"": 0.002113491395617441}"
0.92,0.02,0.0,0.045,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9706084799762251, ""C15_LAVES#1"": 0.023975984852541907, ""FCC_L12#1"": 0.000714535806560052, ""HCP_A3#2"": 0.001952649859491284, ""HCP_A3#3"": 0.002748349505181889}"
0.92,0.02,0.005,0.04,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9711300032280881, ""C15_LAVES#1"": 0.023430531854308347, ""FCC_L12#1"": 0.000714926982299791, ""HCP_A3#2"": 0.0019617189506185777, ""HCP_A3#3"": 0.0027628189846853513}"
0.92,0.02,0.01,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9716877175960191, ""C15_LAVES#1"": 0.022848456209769243, ""FCC_L12#1"": 0.0007153156130833123, ""HCP_A3#2"": 0.001970913087768704, ""HCP_A3#3"": 0.002777597493359748}"
0.92,0.02,0.015,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9722845184013441, ""C15_LAVES#1"": 0.022226887911614774, ""FCC_L12#1"": 0.0007157013053197947, ""HCP_A3#2"": 0.001980210775024874, ""HCP_A3#3"": 0.0027926816066964734}"
0.92,0.02,0.02,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9729235698554496, ""C15_LAVES#1"": 0.02156269579024209, ""FCC_L12#1"": 0.0007160836875107011, ""HCP_A3#2"": 0.001989583338569944, ""HCP_A3#3"": 0.002808067328227922}"
0.92,0.02,0.025,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.973608333996169, ""C15_LAVES#1"": 0.020852461132696593, ""FCC_L12#1"": 0.0007164624172829194, ""HCP_A3#2"": 0.0019989923760473103, ""HCP_A3#3"": 0.0028237500778043687}"
0.92,0.02,0.03,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9743426027265116, ""C15_LAVES#1"": 0.020092449151448494, ""FCC_L12#1"": 0.0007168371903450385, ""HCP_A3#2"": 0.002008386245212443, ""HCP_A3#3"": 0.0028397246864823827}"
0.92,0.02,0.035,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9751305330606943, ""C15_LAVES#1"": 0.019278578563259197, ""FCC_L12#1"": 0.0007172077520552692, ""HCP_A3#2"": 0.00201769522516043, ""HCP_A3#3"": 0.0028559853988308773}"
0.92,0.02,0.04,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9759766855528264, ""C15_LAVES#1"": 0.018406389807170975, ""FCC_L12#1"": 0.0007175739125626334, ""HCP_A3#2"": 0.0020268248437873442, ""HCP_A3#3"": 0.00287252588365296}"
0.92,0.02,0.045,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9768860656775645, ""C15_LAVES#1"": 0.017471012828925405, ""FCC_L12#1"": 0.0007179355668608204, ""HCP_A3#2"": 0.0020356466726256938, ""HCP_A3#3"": 0.0028893392540233808}"
0.92,0.025,0.0,0.04,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9697629698238429, ""C15_LAVES#1"": 0.024929063348667534, ""FCC_L12#1"": 0.000712319883636981, ""HCP_A3#2"": 0.0019077446731752255, ""HCP_A3#3"": 0.00268790227067736}"
0.92,0.025,0.005,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.970254627925222, ""C15_LAVES#1"": 0.024415067133645375, ""FCC_L12#1"": 0.0007127254822546465, ""HCP_A3#2"": 0.001916054699668264, ""HCP_A3#3"": 0.002701524759209832}"
0.92,0.025,0.01,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.970781718071938, ""C15_LAVES#1"": 0.023865228384450057, ""FCC_L12#1"": 0.0007131301882198245, ""HCP_A3#2"": 0.001924465624998901, ""HCP_A3#3"": 0.0027154577303930756}"
0.92,0.025,0.015,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.971347160475898, ""C15_LAVES#1"": 0.023276658017280256, ""FCC_L12#1"": 0.0007135336551795881, ""HCP_A3#2"": 0.001932947838049826, ""HCP_A3#3"": 0.0027297000135922808}"
0.92,0.025,0.02,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9719541462212433, ""C15_LAVES#1"": 0.02264620716176507, ""FCC_L12#1"": 0.00071393555822437, ""HCP_A3#2"": 0.0019414610373491687, ""HCP_A3#3"": 0.0027442500214179813}"
0.92,0.025,0.025,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9726061646049549, ""C15_LAVES#1"": 0.021970443687869875, ""FCC_L12#1"": 0.0007143356020122076, ""HCP_A3#2"": 0.0019499503813687857, ""HCP_A3#3"": 0.0027591057237944332}"
0.92,0.025,0.03,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9733070328438697, ""C15_LAVES#1"": 0.021245627779088422, ""FCC_L12#1"": 0.0007147335315473434, ""HCP_A3#2"": 0.001958341222451003, ""HCP_A3#3"": 0.0027742646230434526}"
0.92,0.025,0.035,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9740609280281062, ""C15_LAVES#1"": 0.020467687194150676, ""FCC_L12#1"": 0.0007151291465970962, ""HCP_A3#2"": 0.0019665319004038943, ""HCP_A3#3"": 0.0027897237307420385}"
0.92,0.025,0.04,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.974872421008149, ""C15_LAVES#1"": 0.019632193245207052, ""FCC_L12#1"": 0.0007155223211000254, ""HCP_A3#2"": 0.001974383878208253, ""HCP_A3#3"": 0.0028054795473361808}"
0.92,0.03,0.0,0.035,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9690724215094776, ""C15_LAVES#1"": 0.02570786435500569, ""FCC_L12#1"": 0.0007103315906460073, ""HCP_A3#2"": 0.0018711278943466993, ""HCP_A3#3"": 0.002638254650524132}"
0.92,0.03,0.005,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9695411808764995, ""C15_LAVES#1"": 0.025217881496460322, ""FCC_L12#1"": 0.0007107521162992999, ""HCP_A3#2"": 0.0018788635461780205, ""HCP_A3#3"": 0.0026513219645626415}"
0.92,0.03,0.01,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9700448974123332, ""C15_LAVES#1"": 0.024692561971690206, ""FCC_L12#1"": 0.000711173150628612, ""HCP_A3#2"": 0.0018866641809397564, ""HCP_A3#3"": 0.0026647032844080622}"
0.92,0.03,0.015,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9705865175928255, ""C15_LAVES#1"": 0.024129002266539572, ""FCC_L12#1"": 0.0007115943815302136, ""HCP_A3#2"": 0.0018944870733236634, ""HCP_A3#3"": 0.0026783986857811005}"
0.92,0.03,0.02,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9711692595821663, ""C15_LAVES#1"": 0.023524043165012287, ""FCC_L12#1"": 0.0007120155206521811, ""HCP_A3#2"": 0.0019022738426587031, ""HCP_A3#3"": 0.0026924078895105034}"
0.92,0.03,0.025,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9717966388564792, ""C15_LAVES#1"": 0.022874249745676575, ""FCC_L12#1"": 0.0007124363136935412, ""HCP_A3#2"": 0.0019099448558294236, ""HCP_A3#3"": 0.0027067302283215583}"
0.92,0.03,0.03,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9724724954074011, ""C15_LAVES#1"": 0.022175891812171236, ""FCC_L12#1"": 0.0007128565543410967, ""HCP_A3#2"": 0.0019173916133457386, ""HCP_A3#3"": 0.002721364612741011}"
0.92,0.03,0.035,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9732010221373374, ""C15_LAVES#1"": 0.021424925872262485, ""FCC_L12#1"": 0.0007132761031782816, ""HCP_A3#2"": 0.0019244663903484312, ""HCP_A3#3"": 0.002736309496873446}"
0.92,0.035,0.0,0.03,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9685046007940779, ""C15_LAVES#1"": 0.02634928291452334, ""FCC_L12#1"": 0.0007085503766885233, ""HCP_A3#2"": 0.001840700292845787, ""HCP_A3#3"": 0.002596865621864446}"
0.92,0.035,0.005,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9689556223768274, ""C15_LAVES#1"": 0.02587787457364033, ""FCC_L12#1"": 0.0007089858589271528, ""HCP_A3#2"": 0.0018479531980381797, ""HCP_A3#3"": 0.002609563992567054}"
0.92,0.035,0.01,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9694413263053318, ""C15_LAVES#1"": 0.025371452047790934, ""FCC_L12#1"": 0.0007094230407459583, ""HCP_A3#2"": 0.001855218653478655, ""HCP_A3#3"": 0.002622579952652794}"
0.92,0.035,0.015,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9699646858341002, ""C15_LAVES#1"": 0.02482710324498592, ""FCC_L12#1"": 0.0007098616404877771, ""HCP_A3#2"": 0.0018624350364628407, ""HCP_A3#3"": 0.0026359142439632065}"
0.92,0.035,0.02,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9705289454513127, ""C15_LAVES#1"": 0.024241667528913685, ""FCC_L12#1"": 0.0007103014060482908, ""HCP_A3#2"": 0.0018695183339364051, ""HCP_A3#3"": 0.002649567279788938}"
0.92,0.035,0.025,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9711376444132088, ""C15_LAVES#1"": 0.023611720113036416, ""FCC_L12#1"": 0.0007107421283928646, ""HCP_A3#2"": 0.0018763542365490592, ""HCP_A3#3"": 0.002663539108813093}"
0.92,0.035,0.03,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.971794640922813, ""C15_LAVES#1"": 0.02293355860403266, ""FCC_L12#1"": 0.0007111836599571307, ""HCP_A3#2"": 0.0018827874357306114, ""HCP_A3#3"": 0.0026778293774664882}"
0.92,0.04,0.0,0.025,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9680355704479714, ""C15_LAVES#1"": 0.026880506668211505, ""FCC_L12#1"": 0.0007069563063679606, ""HCP_A3#2"": 0.0018150026518545224, ""HCP_A3#3"": 0.002561963925594743}"
0.92,0.04,0.005,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9684728036422585, ""C15_LAVES#1"": 0.026423569449380076, ""FCC_L12#1"": 0.0007074064279612857, ""HCP_A3#2"": 0.0018218034221343482, ""HCP_A3#3"": 0.002574417058265791}"
0.92,0.04,0.01,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.968944593553327, ""C15_LAVES#1"": 0.025931813094688477, ""FCC_L12#1"": 0.0007078592712855973, ""HCP_A3#2"": 0.0025871908196778903, ""HCP_A3#3"": 0.0018285432610210897}"
0.92,0.04,0.015,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9694539395110942, ""C15_LAVES#1"": 0.025402324915019123, ""FCC_L12#1"": 0.0007083145879104132, ""HCP_A3#2"": 0.0026002862788703945, ""HCP_A3#3"": 0.0018351347071057288}"
0.92,0.04,0.02,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9700041099267576, ""C15_LAVES#1"": 0.0248319547181535, ""FCC_L12#1"": 0.0007087721686145229, ""HCP_A3#2"": 0.0026137041881415402, ""HCP_A3#3"": 0.0018414589983327466}"
0.92,0.04,0.025,0.0,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9705986631286627, ""C15_LAVES#1"": 0.024217304897643743, ""FCC_L12#1"": 0.0007092318612091214, ""HCP_A3#2"": 0.002627444946232954, ""HCP_A3#3"": 0.0018473551662516747}"
0.92,0.045,0.0,0.02,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9676470749540448, ""C15_LAVES#1"": 0.027322160578065833, ""FCC_L12#1"": 0.0007055306292724006, ""HCP_A3#2"": 0.002532263689928674, ""HCP_A3#3"": 0.0017929701486883568}"
0.92,0.045,0.005,0.015,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9680736228346868, ""C15_LAVES#1"": 0.02687652110662366, ""FCC_L12#1"": 0.0007059948573546004, ""HCP_A3#2"": 0.0017993045218606197, ""HCP_A3#3"": 0.0025445566794744757}"
0.92,0.045,0.01,0.01,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9685347168030651, ""C15_LAVES#1"": 0.026396169366405698, ""FCC_L12#1"": 0.0007064626998855006, ""HCP_A3#2"": 0.0018054784286222526, ""HCP_A3#3"": 0.002557172702021322}"
0.92,0.045,0.015,0.005,0.015,True,False,0.92,0.015,"{""BCC_B2#1"": 0.9690333798611479, ""C15_LAVES#1"": 0.025878203089142873, ""FCC_L12#1"": 0.0007069339492567334, ""HCP_A3#2"": 0.001811370151093859, ""HCP_A3#3"": 0.0025701129493586857}"
