V,Cr,Ti,W,Zr,_neutronics_ok,_calphad_ok,slice_V,slice_Zr,phases
0.92,0.0,0.075,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9954885909977559, ""FCC_L12#1"": 0.0006961689213367473, ""HCP_A3#2"": 0.002395186273660947, ""HCP_A3#3"": 0.0014200538072465542}"
0.92,0.005,0.0,0.07,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951077114655432, ""FCC_L12#1"": 0.0007013479700532396, ""HCP_A3#2"": 0.002452119036028229, ""HCP_A3#3"": 0.001738821528375435}"
0.92,0.005,0.005,0.065,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951194626051072, ""FCC_L12#1"": 0.000700905469207604, ""HCP_A3#2"": 0.0024462673491007334, ""HCP_A3#3"": 0.0017333645765845826}"
0.92,0.005,0.01,0.06,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951313773045025, ""FCC_L12#1"": 0.0007004568964724478, ""HCP_A3#2"": 0.0024404377729988313, ""HCP_A3#3"": 0.0017277280260259446}"
0.92,0.005,0.015,0.055,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951435284509983, ""FCC_L12#1"": 0.0007000030495404864, ""HCP_A3#2"": 0.002434643277204693, ""HCP_A3#3"": 0.0017218252222564471}"
0.92,0.005,0.02,0.05,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951560312418399, ""FCC_L12#1"": 0.0006995450849055451, ""HCP_A3#2"": 0.0024289016993512104, ""HCP_A3#3"": 0.0017155219739031396}"
0.92,0.005,0.025,0.045,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995169065584608, ""FCC_L12#1"": 0.0006990846957481159, ""HCP_A3#2"": 0.0024232380554495957, ""HCP_A3#3"": 0.0017086116641942173}"
0.92,0.005,0.03,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951829098688929, ""FCC_L12#1"": 0.0006986243737564147, ""HCP_A3#2"": 0.002417687874788231, ""HCP_A3#3"": 0.0017007778825626236}"
0.92,0.005,0.035,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951979911898842, ""FCC_L12#1"": 0.0006981677873902797, ""HCP_A3#2"": 0.0024123019219070042, ""HCP_A3#3"": 0.0016915391008183853}"
0.92,0.005,0.04,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952149584580242, ""FCC_L12#1"": 0.0006977203129322898, ""HCP_A3#2"": 0.0024071526831050656, ""HCP_A3#3"": 0.0016801685459382465}"
0.92,0.005,0.045,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952347853278496, ""FCC_L12#1"": 0.00069728974700261, ""HCP_A3#2"": 0.002402342853963354, ""HCP_A3#3"": 0.001665582071184199}"
0.92,0.005,0.05,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995258907678501, ""FCC_L12#1"": 0.0006968871939027573, ""HCP_A3#2"": 0.002398015575147237, ""HCP_A3#3"": 0.0016461895524489713}"
0.92,0.005,0.055,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952893922592773, ""FCC_L12#1"": 0.000696528033608279, ""HCP_A3#2"": 0.002394365052619924, ""HCP_A3#3"": 0.0016197146544946858}"
0.92,0.005,0.06,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953291153181114, ""FCC_L12#1"": 0.0006962327154541137, ""HCP_A3#2"": 0.0023916442754171882, ""HCP_A3#3"": 0.0015830076910171946}"
0.92,0.005,0.065,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953819024958528, ""FCC_L12#1"": 0.000696026912378927, ""HCP_A3#2"": 0.0023901642066099927, ""HCP_A3#3"": 0.0015319063851584678}"
0.92,0.005,0.07,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9954525563783857, ""FCC_L12#1"": 0.0006959404489673546, ""HCP_A3#2"": 0.0023902778201344236, ""HCP_A3#3"": 0.0014612253525125196}"
0.92,0.01,0.0,0.065,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951201194722674, ""FCC_L12#1"": 0.0007009581378080072, ""HCP_A3#2"": 0.0024451214005372568, ""HCP_A3#3"": 0.0017338009893869825}"
0.92,0.01,0.005,0.06,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951319613119392, ""FCC_L12#1"": 0.0007005091781572664, ""HCP_A3#2"": 0.0024392736289772423, ""HCP_A3#3"": 0.001728255880926144}"
0.92,0.01,0.01,0.055,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951439943681266, ""FCC_L12#1"": 0.0007000545632377739, ""HCP_A3#2"": 0.002433456752473873, ""HCP_A3#3"": 0.001722494316161938}"
0.92,0.01,0.015,0.05,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951563105019916, ""FCC_L12#1"": 0.0006995952583062402, ""HCP_A3#2"": 0.0024276859129027644, ""HCP_A3#3"": 0.0017164083267992819}"
0.92,0.01,0.02,0.045,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951690540744174, ""FCC_L12#1"": 0.0006991326675821588, ""HCP_A3#2"": 0.002421982125889108, ""HCP_A3#3"": 0.0017098311321114405}"
0.92,0.01,0.025,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995182449598847, ""FCC_L12#1"": 0.0006986688503687566, ""HCP_A3#2"": 0.0024163750446678394, ""HCP_A3#3"": 0.0017025065061164633}"
0.92,0.01,0.03,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951968431988492, ""FCC_L12#1"": 0.0006982068365386492, ""HCP_A3#2"": 0.0024109069164939823, ""HCP_A3#3"": 0.0016940430481187053}"
0.92,0.01,0.035,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952127637094094, ""FCC_L12#1"": 0.0006977510765942597, ""HCP_A3#2"": 0.0024056381109951227, ""HCP_A3#3"": 0.001683847103001308}"
0.92,0.01,0.04,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995231010361236, ""FCC_L12#1"": 0.0006973080610641182, ""HCP_A3#2"": 0.002400654554991819, ""HCP_A3#3"": 0.0016710270227081523}"
0.92,0.01,0.045,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952527734684791, ""FCC_L12#1"": 0.0006968871251259806, ""HCP_A3#2"": 0.0023960771246849095, ""HCP_A3#3"": 0.0016542622817098168}"
0.92,0.01,0.05,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995279789864541, ""FCC_L12#1"": 0.0006965013962915345, ""HCP_A3#2"": 0.0023920722846666647, ""HCP_A3#3"": 0.0016316364545005413}"
0.92,0.01,0.055,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953145222229648, ""FCC_L12#1"": 0.0006961687199941377, ""HCP_A3#2"": 0.002388861754941356, ""HCP_A3#3"": 0.0016004473020996251}"
0.92,0.01,0.06,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953603280707461, ""FCC_L12#1"": 0.0006959122038472941, ""HCP_A3#2"": 0.002386726746798095, ""HCP_A3#3"": 0.0015570329786084825}"
0.92,0.01,0.065,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995421555149574, ""FCC_L12#1"": 0.0006957598286083082, ""HCP_A3#2"": 0.002386000320148841, ""HCP_A3#3"": 0.0014966847016689572}"
0.92,0.015,0.0,0.06,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951323164498387, ""FCC_L12#1"": 0.0007005720151486899, ""HCP_A3#2"": 0.002438261101271567, ""HCP_A3#3"": 0.0017288504337409525}"
0.92,0.015,0.005,0.055,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995144257649732, ""FCC_L12#1"": 0.0007001168806522341, ""HCP_A3#2"": 0.002432423299712753, ""HCP_A3#3"": 0.0017232021699031112}"
0.92,0.015,0.01,0.05,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951564259456803, ""FCC_L12#1"": 0.0006996565833153988, ""HCP_A3#2"": 0.0024266261032719126, ""HCP_A3#3"": 0.0017172913677322389}"
0.92,0.015,0.015,0.045,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951689366244152, ""FCC_L12#1"": 0.0006991922907606235, ""HCP_A3#2"": 0.002420887252427934, ""HCP_A3#3"": 0.001710983832396177}"
0.92,0.015,0.02,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951819699859618, ""FCC_L12#1"": 0.0006987257065135262, ""HCP_A3#2"": 0.002415231562377266, ""HCP_A3#3"": 0.0017040727451476225}"
0.92,0.015,0.025,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951958053565572, ""FCC_L12#1"": 0.0006982593313467182, ""HCP_A3#2"": 0.0024096942153583657, ""HCP_A3#3"": 0.001696241096738074}"
0.92,0.015,0.03,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952108717223618, ""FCC_L12#1"": 0.0006977968409354905, ""HCP_A3#2"": 0.0024043254244182884, ""HCP_A3#3"": 0.0016870060122842231}"
0.92,0.015,0.035,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995227821519943, ""FCC_L12#1"": 0.0006973436161982529, ""HCP_A3#2"": 0.0023991968426681823, ""HCP_A3#3"": 0.0016756380211906318}"
0.92,0.015,0.04,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952476346619444, ""FCC_L12#1"": 0.0006969074551011689, ""HCP_A3#2"": 0.0023944099529141197, ""HCP_A3#3"": 0.00166104793004028}"
0.92,0.015,0.045,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952717577128717, ""FCC_L12#1"": 0.0006964994594986869, ""HCP_A3#2"": 0.002390106188231096, ""HCP_A3#3"": 0.0016416366393985152}"
0.92,0.015,0.05,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953022750009672, ""FCC_L12#1"": 0.0006961350031435193, ""HCP_A3#2"": 0.0023864774324025215, ""HCP_A3#3"": 0.0016151125634865438}"
0.92,0.015,0.055,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953420905211688, ""FCC_L12#1"": 0.000695834526192952, ""HCP_A3#2"": 0.002383773640115009, ""HCP_A3#3"": 0.001578301312522952}"
0.92,0.015,0.06,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953950715974104, ""FCC_L12#1"": 0.0006956236910223176, ""HCP_A3#2"": 0.002382301992732996, ""HCP_A3#3"": 0.0015270027188343635}"
0.92,0.02,0.0,0.055,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951443112961517, ""FCC_L12#1"": 0.0007001897798137539, ""HCP_A3#2"": 0.002431537487896282, ""HCP_A3#3"": 0.0017239614361383537}"
0.92,0.02,0.005,0.05,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951563640299387, ""FCC_L12#1"": 0.0006997287851276005, ""HCP_A3#2"": 0.0024257160462774524, ""HCP_A3#3"": 0.001718191138656232}"
0.92,0.02,0.01,0.045,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951686898254594, ""FCC_L12#1"": 0.000699263210308504, ""HCP_A3#2"": 0.0017121009412706476, ""HCP_A3#3"": 0.0024199460229615533}"
0.92,0.02,0.015,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995181432830617, ""FCC_L12#1"": 0.0006987944672475528, ""HCP_A3#2"": 0.001705524436777748, ""HCP_A3#3"": 0.002414248265357791}"
0.92,0.02,0.02,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951948175238812, ""FCC_L12#1"": 0.0006983246204868114, ""HCP_A3#2"": 0.0016982057315272352, ""HCP_A3#3"": 0.0024086521241048994}"
0.92,0.02,0.025,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952091903729074, ""FCC_L12#1"": 0.0006978567015256107, ""HCP_A3#2"": 0.0016897535709906675, ""HCP_A3#3"": 0.0024031993545762043}"
0.92,0.02,0.03,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952250813037226, ""FCC_L12#1"": 0.0006973951573682835, ""HCP_A3#2"": 0.0016795739672753067, ""HCP_A3#3"": 0.002397949571633792}"
0.92,0.02,0.035,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952432920346803, ""FCC_L12#1"": 0.0006969464681642612, ""HCP_A3#2"": 0.0016667739069983183, ""HCP_A3#3"": 0.0023929875901572708}"
0.92,0.02,0.04,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995265017868383, ""FCC_L12#1"": 0.0006965199501519739, ""HCP_A3#2"": 0.001650029476425549, ""HCP_A3#3"": 0.002388432705039379}"
0.92,0.02,0.045,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952920049152357, ""FCC_L12#1"": 0.000696128702461667, ""HCP_A3#2"": 0.0016274171694113607, ""HCP_A3#3"": 0.0023844492128911633}"
0.92,0.02,0.05,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953267321170753, ""FCC_L12#1"": 0.0006957905338156201, ""HCP_A3#2"": 0.001596221363856206, ""HCP_A3#3"": 0.002381255985252954}"
0.92,0.02,0.055,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953725839499087, ""FCC_L12#1"": 0.0006955285112583943, ""HCP_A3#2"": 0.001552756859429398, ""HCP_A3#3"": 0.0023791306794038415}"
0.92,0.025,0.0,0.05,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951561143925971, ""FCC_L12#1"": 0.0006998116131302706, ""HCP_A3#2"": 0.0017191240095671785, ""HCP_A3#3"": 0.002424949984705596}"
0.92,0.025,0.005,0.045,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951682950842168, ""FCC_L12#1"": 0.0006993451094459688, ""HCP_A3#2"": 0.0024191517062855912, ""HCP_A3#3"": 0.0017132081000518023}"
0.92,0.025,0.01,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951808071510344, ""FCC_L12#1"": 0.0006988747159988914, ""HCP_A3#2"": 0.0024134169735401598, ""HCP_A3#3"": 0.0017069011594264868}"
0.92,0.025,0.015,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951938302197287, ""FCC_L12#1"": 0.0006984021392128876, ""HCP_A3#2"": 0.0024077703446231656, ""HCP_A3#3"": 0.0016999972964351667}"
0.92,0.025,0.02,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952076429256485, ""FCC_L12#1"": 0.0006979298780881042, ""HCP_A3#2"": 0.0024022465719698628, ""HCP_A3#3"": 0.0016921806242935053}"
0.92,0.025,0.025,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952226736825016, ""FCC_L12#1"": 0.0006974615997807996, ""HCP_A3#2"": 0.002396895196720532, ""HCP_A3#3"": 0.0016829695209970752}"
0.92,0.025,0.03,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952395747731554, ""FCC_L12#1"": 0.0006970026673538142, ""HCP_A3#2"": 0.0023917868675968463, ""HCP_A3#3"": 0.001671635691893814}"
0.92,0.025,0.035,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952593269791127, ""FCC_L12#1"": 0.0006965608487454, ""HCP_A3#2"": 0.0023870216204015197, ""HCP_A3#3"": 0.0016570905517405547}"
0.92,0.025,0.04,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995283379886635, ""FCC_L12#1"": 0.0006961472013143861, ""HCP_A3#2"": 0.0023827388793586464, ""HCP_A3#3"": 0.0016377340326920314}"
0.92,0.025,0.045,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953138249666125, ""FCC_L12#1"": 0.000695777039697796, ""HCP_A3#2"": 0.0023791278564012273, ""HCP_A3#3"": 0.001611270137288434}"
0.92,0.025,0.05,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953535806071401, ""FCC_L12#1"": 0.0006954707347276748, ""HCP_A3#2"": 0.002376435136339736, ""HCP_A3#3"": 0.0015745135217926807}"
0.92,0.03,0.0,0.045,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951677378737402, ""FCC_L12#1"": 0.0006994377026900042, ""HCP_A3#2"": 0.002418498128622125, ""HCP_A3#3"": 0.0017143262949476199}"
0.92,0.03,0.005,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951800680887003, ""FCC_L12#1"": 0.0006989660847446747, ""HCP_A3#2"": 0.0024127303212926306, ""HCP_A3#3"": 0.001708235505262507}"
0.92,0.03,0.01,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951928030780792, ""FCC_L12#1"": 0.0006984913958695492, ""HCP_A3#2"": 0.001701665774657461, ""HCP_A3#3"": 0.002407039751393714}"
0.92,0.03,0.015,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952061659764815, ""FCC_L12#1"": 0.0006980156970515096, ""HCP_A3#2"": 0.0016943629247123096, ""HCP_A3#3"": 0.0024014554017546814}"
0.92,0.03,0.02,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952205016027006, ""FCC_L12#1"": 0.0006975420086090798, ""HCP_A3#2"": 0.0016859379487832273, ""HCP_A3#3"": 0.0023960184399072306}"
0.92,0.03,0.025,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952363379711573, ""FCC_L12#1"": 0.000697074755575492, ""HCP_A3#2"": 0.0016757996860111359, ""HCP_A3#3"": 0.0023907875872556583}"
0.92,0.03,0.03,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952544748353279, ""FCC_L12#1"": 0.0006966203815664179, ""HCP_A3#2"": 0.0016630584307505462, ""HCP_A3#3"": 0.0023858463523548676}"
0.92,0.03,0.035,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952761060394767, ""FCC_L12#1"": 0.0006961881479940732, ""HCP_A3#2"": 0.0016463936231399026, ""HCP_A3#3"": 0.002381312189389143}"
0.92,0.03,0.04,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953029779611997, ""FCC_L12#1"": 0.000695791078775946, ""HCP_A3#2"": 0.0016238840528660409, ""HCP_A3#3"": 0.0023773469071581383}"
0.92,0.03,0.045,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953375738510294, ""FCC_L12#1"": 0.0006954468894661362, ""HCP_A3#2"": 0.0015928130747671053, ""HCP_A3#3"": 0.00237416618473751}"
0.92,0.035,0.0,0.04,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951791959559593, ""FCC_L12#1"": 0.0006990682454642013, ""HCP_A3#2"": 0.0017095541871731802, ""HCP_A3#3"": 0.002412181611403176}"
0.92,0.035,0.005,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951917034765205, ""FCC_L12#1"": 0.000698591959915195, ""HCP_A3#2"": 0.0024064521943726446, ""HCP_A3#3"": 0.001703252369191072}"
0.92,0.035,0.01,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995204707560809, ""FCC_L12#1"": 0.0006981135755118003, ""HCP_A3#2"": 0.001696363297532167, ""HCP_A3#3"": 0.0024008155661469966}"
0.92,0.035,0.015,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952184845542587, ""FCC_L12#1"": 0.0006976355791314623, ""HCP_A3#2"": 0.0016885738927751425, ""HCP_A3#3"": 0.002395305973834825}"
0.92,0.035,0.02,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952334598717985, ""FCC_L12#1"": 0.000697161614378349, ""HCP_A3#2"": 0.0016794063378825924, ""HCP_A3#3"": 0.002389972175940765}"
0.92,0.035,0.025,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952502820073523, ""FCC_L12#1"": 0.0006966970049232632, ""HCP_A3#2"": 0.001668137329326124, ""HCP_A3#3"": 0.0023848836583982252}"
0.92,0.035,0.03,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995269927268208, ""FCC_L12#1"": 0.0006962494585611726, ""HCP_A3#2"": 0.0016536844810888, ""HCP_A3#3"": 0.0023801387921419496}"
0.92,0.035,0.035,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952938406311609, ""FCC_L12#1"": 0.0006958299476729611, ""HCP_A3#2"": 0.0016344547102566883, ""HCP_A3#3"": 0.002375874710909377}"
0.92,0.035,0.04,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995324110260932, ""FCC_L12#1"": 0.0006954536766519855, ""HCP_A3#2"": 0.0016081584363750103, ""HCP_A3#3"": 0.0023722776260413133}"
0.92,0.04,0.0,0.035,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9951905053354381, ""FCC_L12#1"": 0.0006987034514282073, ""HCP_A3#2"": 0.0017047908862333982, ""HCP_A3#3"": 0.002406000326900568}"
0.92,0.04,0.005,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952032254533486, ""FCC_L12#1"": 0.0006982230068099864, ""HCP_A3#2"": 0.0016982335847963337, ""HCP_A3#3"": 0.002400317955045209}"
0.92,0.04,0.01,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952165562876708, ""FCC_L12#1"": 0.0006977416180295831, ""HCP_A3#2"": 0.002394746129588373, ""HCP_A3#3"": 0.0016909559647112322}"
0.92,0.04,0.015,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952308390652791, ""FCC_L12#1"": 0.0006972622820930619, ""HCP_A3#2"": 0.00238932534306558, ""HCP_A3#3"": 0.0016825733095620261}"
0.92,0.04,0.02,0.015,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.995246596952863, ""FCC_L12#1"": 0.0006967893845207549, ""HCP_A3#2"": 0.00238411329651451, ""HCP_A3#3"": 0.0016725003661016721}"
0.92,0.04,0.025,0.01,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952646233695027, ""FCC_L12#1"": 0.0006963293074917831, ""HCP_A3#2"": 0.0023791920131398456, ""HCP_A3#3"": 0.0016598553098654913}"
0.92,0.04,0.03,0.005,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952861043465623, ""FCC_L12#1"": 0.0006958912233072146, ""HCP_A3#2"": 0.0023746768660190026, ""HCP_A3#3"": 0.0016433275641113054}"
0.92,0.04,0.035,0.0,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9953127775987077, ""FCC_L12#1"": 0.0006954880357261205, ""HCP_A3#2"": 0.0023707268776556657, ""HCP_A3#3"": 0.001621007487910555}"
0.92,0.045,0.0,0.03,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952016856674217, ""FCC_L12#1"": 0.0006983435477770708, ""HCP_A3#2"": 0.0023999544243075927, ""HCP_A3#3"": 0.001700016360493888}"
0.92,0.045,0.005,0.025,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952146627324044, ""FCC_L12#1"": 0.0006978595262778715, ""HCP_A3#2"": 0.00239432863267465, ""HCP_A3#3"": 0.0016931491086429082}"
0.92,0.045,0.01,0.02,0.005,True,True,0.92,0.005,"{""BCC_B2#1"": 0.9952283917870219, ""FCC_L12#1"": 0.0006973759325474155, ""HCP_A3#2"": 0.0023888337557728136, ""HCP_A3#3"": 0.001685398524657425}"
