V,Cr,Ti,W,Zr,x_V,x_Cr,x_Ti,x_W,x_Zr,phase_count,dominant_phase,single_phase,phases,iter
0.955,0.007,0.012,0.021,0.005,0.955,0.007,0.012,0.021,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950681184712059, ""FCC_L12#1"": 0.0006462307778783437, ""HCP_A3#1"": 0.001787847569084216, ""HCP_A3#2"": 0.0024978031818313874}",14
0.971,0.008,0.011,0.006,0.004,0.971,0.008,0.011,0.006,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958215631185603, ""FCC_L12#1"": 0.0006173240182322779, ""HCP_A3#1"": 0.0010261422544173438, ""HCP_A3#2"": 0.0023125470028494684, ""ZRO2_MONO#1"": 0.0002224236059407607}",14
0.966,0.005,0.008,0.014,0.007,0.966,0.005,0.008,0.014,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945956353472797, ""FCC_L12#1"": 0.0006493393989361312, ""HCP_A3#1"": 0.0019972793987651787, ""HCP_A3#2"": 0.002757745855018996}",14
0.967,0.007,0.012,0.009000000000000001,0.005,0.967,0.007,0.012,0.009000000000000001,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952225639229384, ""FCC_L12#1"": 0.0006276620154738647, ""HCP_A3#1"": 0.0017162156034061166, ""HCP_A3#2"": 0.002433558458181661}",14
0.955,0.012,0.016,0.005,0.012,0.955,0.012,0.016,0.005,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9865734078611015, ""C15_LAVES#1"": 0.007545296871768228, ""FCC_L12#1"": 0.0006454085505447539, ""HCP_A3#1"": 0.0022079624084406376, ""HCP_A3#2"": 0.0030279243081450884}",14
0.885,0.012,0.026000000000000002,0.057,0.02,0.885,0.012,0.026000000000000002,0.057,0.02,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9596623230555938, ""C15_LAVES#1"": 0.0337678965162725, ""FCC_L12#1"": 0.0007330079127585119, ""HCP_A3#1"": 0.0024586644846602626, ""HCP_A3#2"": 0.0033781080307147193}",14
0.959,0.006,0.008,0.014,0.013000000000000001,0.959,0.006,0.008,0.014,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9852734086633662, ""C15_LAVES#1"": 0.00843404305152751, ""FCC_L12#1"": 0.0006635944052442157, ""HCP_A3#1"": 0.003245684523391688, ""HCP_A3#2"": 0.0023832693564702807}",14
0.96,0.004,0.019,0.013000000000000001,0.004,0.96,0.004,0.019,0.013000000000000001,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957729742128901, ""FCC_L12#1"": 0.0006281068738465325, ""HCP_A3#1"": 0.0009724527819381015, ""HCP_A3#2"": 0.0023559582370711774, ""ZRO2_MONO#1"": 0.0002705078942537762}",14
0.965,0.005,0.007,0.018000000000000002,0.005,0.965,0.005,0.007,0.018000000000000002,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950990784741531, ""FCC_L12#1"": 0.0006419628523705306, ""HCP_A3#1"": 0.0017748994152632588, ""HCP_A3#2"": 0.0024840592582133915}",14
0.966,0.006,0.005,0.013000000000000001,0.01,0.966,0.006,0.005,0.013000000000000001,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.993790605226354, ""FCC_L12#1"": 0.0006601335827302627, ""HCP_A3#1"": 0.0023489475556730177, ""HCP_A3#2"": 0.003200313635242686}",14
0.979,0.007,0.006,0.004,0.004,0.979,0.007,0.006,0.004,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958273407860102, ""FCC_L12#1"": 0.0006142959280349732, ""HCP_A3#1"": 0.0010623823234999221, ""HCP_A3#2"": 0.0022992419120588365, ""ZRO2_MONO#1"": 0.00019673905039614567}",14
0.958,0.007,0.007,0.01,0.018000000000000002,0.958,0.007,0.007,0.01,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9702717311826908, ""C15_LAVES#1"": 0.023469355741524974, ""FCC_L12#1"": 0.0006595912744881137, ""HCP_A3#1"": 0.003228364515641068, ""HCP_A3#2"": 0.0023709572856550096}",14
0.961,0.01,0.008,0.009000000000000001,0.012,0.961,0.01,0.008,0.009000000000000001,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.986608616380407, ""C15_LAVES#1"": 0.007388845408394204, ""FCC_L12#1"": 0.0006529846268623061, ""HCP_A3#1"": 0.002259696677232469, ""HCP_A3#2"": 0.0030898569071039043}",14
0.964,0.005,0.019,0.005,0.007,0.964,0.005,0.019,0.005,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947509501021342, ""FCC_L12#1"": 0.0006337056716585573, ""HCP_A3#1"": 0.001932428350317655, ""HCP_A3#2"": 0.002682915875889249}",14
0.956,0.006,0.007,0.014,0.017,0.956,0.006,0.007,0.014,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9733850740625634, ""C15_LAVES#1"": 0.020267724340086644, ""FCC_L12#1"": 0.0006659285994961232, ""HCP_A3#1"": 0.0032746023082460747, ""HCP_A3#2"": 0.0024066706896077902}",14
0.976,0.006,0.006,0.006,0.006,0.976,0.006,0.006,0.006,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.994964542620264, ""FCC_L12#1"": 0.0006307067501884507, ""HCP_A3#1"": 0.001840925367379585, ""HCP_A3#2"": 0.0025638252621680464}",14
0.945,0.008,0.027,0.016,0.004,0.945,0.008,0.027,0.016,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.99577045294324, ""FCC_L12#1"": 0.0006326750501391879, ""HCP_A3#1"": 0.0009063507861598435, ""HCP_A3#2"": 0.0023762926237206805, ""ZRO2_MONO#1"": 0.0003142285967403469}",14
0.974,0.005,0.004,0.007,0.01,0.974,0.005,0.004,0.007,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9938923025891987, ""FCC_L12#1"": 0.000650190413349198, ""HCP_A3#2"": 0.0023098211382824242, ""HCP_A3#3"": 0.003147685859169736}",14
0.949,0.019,0.023,0.004,0.005,0.949,0.019,0.023,0.004,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9953044676892335, ""FCC_L12#1"": 0.0006189119444760157, ""HCP_A3#1"": 0.0016795698244023874, ""HCP_A3#2"": 0.0023970505418880465}",14
0.949,0.004,0.031,0.012,0.004,0.949,0.004,0.031,0.012,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958140588672351, ""FCC_L12#1"": 0.0006260984161815925, ""HCP_A3#1"": 0.0009302325046744, ""HCP_A3#2"": 0.002353502857592896, ""ZRO2_MONO#1"": 0.0002761073543160975}",14
0.961,0.016,0.004,0.009000000000000001,0.01,0.961,0.016,0.004,0.009000000000000001,0.01,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9897374441165647, ""C15_LAVES#1"": 0.004544732752903074, ""FCC_L12#1"": 0.0006489721481932388, ""HCP_A3#1"": 0.0029322501555215986, ""HCP_A3#2"": 0.0021366008268176935}",14
0.961,0.02,0.005,0.009000000000000001,0.005,0.961,0.02,0.005,0.009000000000000001,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952092861962847, ""FCC_L12#1"": 0.0006279271615683364, ""HCP_A3#1"": 0.0017334596867336362, ""HCP_A3#2"": 0.0024293269554134895}",14
0.837,0.033,0.029,0.092,0.009000000000000001,0.837,0.033,0.029,0.092,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9840068701069674, ""C15_LAVES#1"": 0.010071246793010266, ""FCC_L12#1"": 0.0007630810361800239, ""HCP_A3#1"": 0.002167210323440935, ""HCP_A3#2"": 0.002991591740401282}",14
0.968,0.014,0.004,0.008,0.006,0.968,0.014,0.004,0.008,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949383443488092, ""FCC_L12#1"": 0.0006339523233489364, ""HCP_A3#1"": 0.0018545351395643879, ""HCP_A3#2"": 0.0025731681882772647}",14
0.949,0.014,0.026000000000000002,0.005,0.006,0.949,0.014,0.026000000000000002,0.005,0.006,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950209746094231, ""FCC_L12#1"": 0.0006273175440631758, ""HCP_A3#1"": 0.002538747096284646, ""HCP_A3#2"": 0.001812960750229123}",14
0.961,0.007,0.006,0.004,0.022,0.961,0.007,0.006,0.004,0.022,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9588680297561908, ""C15_LAVES#1"": 0.03489151970160147, ""FCC_L12#1"": 0.0006521723487206167, ""HCP_A3#2"": 0.0032204615645582283, ""HCP_A3#3"": 0.0023678166289285867}",14
0.875,0.079,0.02,0.022,0.004,0.875,0.079,0.02,0.022,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950368536302745, ""C15_LAVES#1"": 0.0011519432465055429, ""FCC_L12#1"": 0.0006442156544679471, ""HCP_A3#2"": 0.0024119770495518735, ""ZRO2_MONO#1"": 0.0007550104192002487}",14
0.952,0.009000000000000001,0.024,0.011,0.004,0.952,0.009000000000000001,0.024,0.011,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958096103176638, ""FCC_L12#1"": 0.0006248471323198837, ""HCP_A3#1"": 0.0009400769558972371, ""HCP_A3#2"": 0.002345931223886899, ""ZRO2_MONO#1"": 0.0002795343702326129}",14
0.957,0.007,0.016,0.007,0.013000000000000001,0.957,0.007,0.016,0.007,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9859764923893716, ""C15_LAVES#1"": 0.007848211276085273, ""FCC_L12#1"": 0.0006516068219049957, ""HCP_A3#1"": 0.0031878972479752825, ""HCP_A3#2"": 0.0023357922646629094}",14
0.899,0.01,0.041,0.046,0.004,0.899,0.01,0.041,0.046,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9955655261328747, ""FCC_L12#1"": 0.0006798824174899582, ""HCP_A3#1"": 0.0007089595486266775, ""HCP_A3#2"": 0.002558059806288932, ""ZRO2_MONO#1"": 0.0004875720947196022}",14
0.963,0.012,0.011,0.008,0.006,0.963,0.012,0.011,0.008,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949499998071173, ""FCC_L12#1"": 0.0006333994793503299, ""HCP_A3#1"": 0.002569385602010406, ""HCP_A3#2"": 0.0018472151115218275}",14
0.97,0.006,0.007,0.012,0.005,0.97,0.006,0.007,0.012,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951754567353145, ""FCC_L12#1"": 0.000632663082890116, ""HCP_A3#1"": 0.001740365934020313, ""HCP_A3#2"": 0.002451514247775046}",14
0.954,0.015,0.008,0.019,0.004,0.954,0.015,0.008,0.019,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957106855112655, ""FCC_L12#1"": 0.0006382308768186161, ""HCP_A3#1"": 0.0009369301510813155, ""HCP_A3#2"": 0.0023888590235992832, ""ZRO2_MONO#1"": 0.00032529443723537844}",14
0.961,0.005,0.007,0.01,0.017,0.961,0.005,0.007,0.01,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9742670265373694, ""C15_LAVES#1"": 0.019369233113156362, ""FCC_L12#1"": 0.0006598993807381554, ""HCP_A3#2"": 0.0032855166578006556, ""HCP_A3#3"": 0.002418324310935441}",14
0.952,0.008,0.021,0.013000000000000001,0.006,0.952,0.008,0.021,0.013000000000000001,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948983994698144, ""FCC_L12#1"": 0.0006406365565624327, ""HCP_A3#1"": 0.0018646025878457423, ""HCP_A3#2"": 0.002596361385777401}",14
0.958,0.005,0.008,0.012,0.017,0.958,0.005,0.008,0.012,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9741668455061248, ""C15_LAVES#1"": 0.01944319306768544, ""FCC_L12#1"": 0.0006631204832897258, ""HCP_A3#1"": 0.003299155929041229, ""HCP_A3#2"": 0.0024276850138585594}",14
0.98,0.005,0.004,0.005,0.006,0.98,0.005,0.004,0.005,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949739567627224, ""FCC_L12#1"": 0.0006292869816826942, ""HCP_A3#1"": 0.002559519355977237, ""HCP_A3#2"": 0.001837236899617671}",14
0.949,0.006,0.028,0.011,0.006,0.949,0.006,0.028,0.011,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949372316424425, ""FCC_L12#1"": 0.0006369025206967823, ""HCP_A3#1"": 0.001845544911229551, ""HCP_A3#2"": 0.0025803209256310884}",14
0.968,0.008,0.004,0.012,0.008,0.968,0.008,0.004,0.012,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9943584607097822, ""FCC_L12#1"": 0.0006512205896267264, ""HCP_A3#1"": 0.0021014593366509692, ""HCP_A3#2"": 0.0028888593639402626}",14
0.953,0.014,0.019,0.006,0.008,0.953,0.014,0.019,0.006,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945059367387787, ""FCC_L12#1"": 0.0006398402803777932, ""HCP_A3#1"": 0.0020392272676771923, ""HCP_A3#2"": 0.0028149957131664415}",14
0.884,0.017,0.017,0.059000000000000004,0.023,0.884,0.017,0.017,0.059000000000000004,0.023,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9487760065613285, ""C15_LAVES#1"": 0.04480420869982739, ""FCC_L12#1"": 0.000735674852244871, ""HCP_A3#1"": 0.0023934998687626914, ""HCP_A3#2"": 0.0032906100178365628}",14
0.979,0.006,0.005,0.006,0.004,0.979,0.006,0.005,0.006,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958050419595219, ""FCC_L12#1"": 0.0006174958346659696, ""HCP_A3#1"": 0.0010575307582041053, ""HCP_A3#2"": 0.002310721364336306, ""ZRO2_MONO#1"": 0.00020921008327156462}",14
0.956,0.004,0.015,0.008,0.017,0.956,0.004,0.015,0.008,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9756901705134102, ""C15_LAVES#1"": 0.017872993676648418, ""FCC_L12#1"": 0.0006569057039745274, ""HCP_A3#1"": 0.002451008497985949, ""HCP_A3#2"": 0.0033289216079808634}",14
0.959,0.011,0.009000000000000001,0.012,0.009000000000000001,0.959,0.011,0.009000000000000001,0.012,0.009000000000000001,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9941169621918382, ""FCC_L12#1"": 0.0006547155481961873, ""HCP_A3#1"": 0.002205238639034423, ""HCP_A3#2"": 0.003023083620930996}",14
0.8069999999999999,0.059000000000000004,0.006,0.111,0.017,0.8069999999999999,0.059000000000000004,0.006,0.111,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.95551903779809, ""C15_LAVES#1"": 0.03983289489134251, ""FCC_L12#1"": 0.00078984684806013, ""HCP_A3#2"": 0.00292655211891538, ""ZRO2_MONO#1"": 0.0009316683435923257}",14
0.967,0.004,0.011,0.007,0.011,0.967,0.004,0.011,0.007,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9933093754654504, ""C15_LAVES#1"": 0.0003579383269558342, ""FCC_L12#1"": 0.0006520469713471387, ""HCP_A3#1"": 0.003272195466494667, ""HCP_A3#2"": 0.002408443769751921}",14
0.97,0.008,0.004,0.004,0.014,0.97,0.008,0.004,0.004,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9818890739922452, ""C15_LAVES#1"": 0.012037732591315237, ""FCC_L12#1"": 0.000647216441050055, ""HCP_A3#1"": 0.003129826637366856, ""HCP_A3#2"": 0.0022961503380228387}",14
0.976,0.004,0.009000000000000001,0.006,0.005,0.976,0.004,0.009000000000000001,0.006,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952606475104521, ""FCC_L12#1"": 0.0006232925166583318, ""HCP_A3#1"": 0.0016959972900339529, ""HCP_A3#2"": 0.0024200626828556684}",14
0.97,0.015,0.007,0.004,0.004,0.97,0.015,0.007,0.004,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958343277601913, ""FCC_L12#1"": 0.0006144114955375958, ""HCP_A3#1"": 0.002299961903815112, ""HCP_A3#2"": 0.0010233479438763963, ""ZRO2_MONO#1"": 0.0002279508965797059}",14
0.818,0.004,0.052000000000000005,0.113,0.013000000000000001,0.818,0.004,0.052000000000000005,0.113,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9814940446785162, ""C15_LAVES#1"": 0.010935220946423414, ""FCC_L12#1"": 0.0008225163293741781, ""HCP_A3#1"": 0.003907914877653052, ""HCP_A3#2"": 0.0028403031680334125}",14
0.969,0.005,0.004,0.006,0.016,0.969,0.005,0.004,0.006,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9773611156465052, ""C15_LAVES#1"": 0.01634367620926934, ""FCC_L12#1"": 0.0006529224710048122, ""HCP_A3#1"": 0.0032493089059729935, ""HCP_A3#2"": 0.002392976767247396}",14
0.97,0.008,0.007,0.007,0.008,0.97,0.008,0.007,0.007,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944443202887494, ""FCC_L12#1"": 0.0006426977724233983, ""HCP_A3#1"": 0.00206726231355318, ""HCP_A3#2"": 0.002845719625274082}",14
0.972,0.004,0.007,0.004,0.013000000000000001,0.972,0.004,0.007,0.004,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9872993811082855, ""C15_LAVES#1"": 0.006389500347248839, ""FCC_L12#1"": 0.0006483839109891798, ""HCP_A3#1"": 0.0024024675280209067, ""HCP_A3#2"": 0.003260267105455595}",14
0.976,0.008,0.005,0.004,0.007,0.976,0.008,0.005,0.004,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947347972077604, ""FCC_L12#1"": 0.0006332650267678537, ""HCP_A3#1"": 0.00194372479732769, ""HCP_A3#2"": 0.0026882129681441145}",14
0.942,0.011,0.004,0.039,0.004,0.942,0.011,0.004,0.039,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9955548164248922, ""FCC_L12#1"": 0.0006700931330201569, ""HCP_A3#1"": 0.0008580379353399027, ""HCP_A3#2"": 0.002505574302820201, ""ZRO2_MONO#1"": 0.0004114782039275642}",14
0.954,0.014,0.014,0.01,0.008,0.954,0.014,0.014,0.01,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944290427138571, ""FCC_L12#1"": 0.0006469091860093187, ""HCP_A3#1"": 0.0020707190604750104, ""HCP_A3#2"": 0.0028533290396585225}",14
0.976,0.01,0.006,0.004,0.004,0.976,0.01,0.006,0.004,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958287051631086, ""FCC_L12#1"": 0.0006143527603744945, ""HCP_A3#1"": 0.002299401895194373, ""HCP_A3#2"": 0.0010489666000303255, ""ZRO2_MONO#1"": 0.0002085735812925506}",14
0.954,0.024,0.007,0.009000000000000001,0.006,0.954,0.024,0.007,0.009000000000000001,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949367213406148, ""FCC_L12#1"": 0.0006351663512367093, ""HCP_A3#1"": 0.0025719039961672866, ""HCP_A3#2"": 0.0018562083119813184}",14
0.962,0.01,0.01,0.004,0.014,0.962,0.01,0.01,0.004,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9813523601198657, ""C15_LAVES#1"": 0.012661486555439827, ""FCC_L12#1"": 0.0006461560027104043, ""HCP_A3#1"": 0.0030840724391658094, ""HCP_A3#2"": 0.002255924882818544}",14
0.95,0.005,0.022,0.013000000000000001,0.01,0.95,0.005,0.022,0.013000000000000001,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.993867798057762, ""FCC_L12#1"": 0.0006586343125337415, ""HCP_A3#1"": 0.0031632053396430447, ""HCP_A3#2"": 0.0023103622900610197}",14
0.873,0.008,0.04,0.06,0.019,0.873,0.008,0.04,0.06,0.019,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9648315445250021, ""C15_LAVES#1"": 0.02833051308201647, ""FCC_L12#1"": 0.0007392665190260858, ""HCP_A3#1"": 0.0035290929713293387, ""HCP_A3#2"": 0.0025695829026260233}",14
0.942,0.004,0.039,0.01,0.005,0.942,0.004,0.039,0.01,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952570882897025, ""FCC_L12#1"": 0.0006274534253742275, ""HCP_A3#1"": 0.0016820471517581975, ""HCP_A3#2"": 0.0024334111331650835}",14
0.956,0.029,0.006,0.004,0.005,0.956,0.029,0.006,0.004,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.995273501487853, ""FCC_L12#1"": 0.0006199666751878568, ""HCP_A3#1"": 0.002397913593709995, ""HCP_A3#2"": 0.0017086182432489681}",14
0.951,0.004,0.014,0.027,0.004,0.951,0.004,0.014,0.027,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9956461587329283, ""FCC_L12#1"": 0.0006505443530159172, ""HCP_A3#1"": 0.0009148827067252489, ""HCP_A3#2"": 0.002437231894322136, ""ZRO2_MONO#1"": 0.0003511823130085242}",14
0.971,0.004,0.009000000000000001,0.009000000000000001,0.007,0.971,0.004,0.009000000000000001,0.009000000000000001,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946680086919812, ""FCC_L12#1"": 0.0006411215910646187, ""HCP_A3#1"": 0.001968575141860015, ""HCP_A3#2"": 0.0027222945750941794}",14
0.96,0.005,0.009000000000000001,0.013000000000000001,0.013000000000000001,0.96,0.005,0.009000000000000001,0.013000000000000001,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9860164743378288, ""C15_LAVES#1"": 0.007633437948016903, ""FCC_L12#1"": 0.000662455542166213, ""HCP_A3#1"": 0.003277849282138234, ""HCP_A3#2"": 0.0024097828898497573}",14
0.9430000000000001,0.008,0.04,0.005,0.004,0.9430000000000001,0.008,0.04,0.005,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9959206945566043, ""FCC_L12#1"": 0.0006147333220151148, ""HCP_A3#1"": 0.0009059499633406696, ""HCP_A3#2"": 0.0023150408535910776, ""ZRO2_MONO#1"": 0.0002435813044489634}",14
0.95,0.004,0.022,0.013000000000000001,0.011,0.95,0.004,0.022,0.013000000000000001,0.011,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9935763933356517, ""FCC_L12#1"": 0.0006614278443711386, ""HCP_A3#1"": 0.0033225076169466103, ""HCP_A3#2"": 0.002439671203030573}",14
0.972,0.006,0.009000000000000001,0.007,0.006,0.972,0.006,0.009000000000000001,0.007,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949565206780177, ""FCC_L12#1"": 0.0006320602931344696, ""HCP_A3#1"": 0.001843370470892915, ""HCP_A3#2"": 0.002568048557954798}",14
0.962,0.011,0.005,0.005,0.017,0.962,0.011,0.005,0.005,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9717107791455559, ""C15_LAVES#1"": 0.022300245379651328, ""FCC_L12#1"": 0.0006492891384613469, ""HCP_A3#1"": 0.0030830781043270543, ""HCP_A3#2"": 0.0022566082320041227}",14
0.958,0.014,0.007,0.011,0.01,0.958,0.014,0.007,0.011,0.01,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.990467563294652, ""C15_LAVES#1"": 0.003719112120708208, ""FCC_L12#1"": 0.000652963126311525, ""HCP_A3#1"": 0.0021758617835499505, ""HCP_A3#2"": 0.0029844996747784573}",14
0.979,0.005,0.005,0.007,0.004,0.979,0.005,0.005,0.007,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957950797180016, ""FCC_L12#1"": 0.0006190688039043509, ""HCP_A3#1"": 0.0010554849313480412, ""HCP_A3#2"": 0.0023165774591600245, ""ZRO2_MONO#1"": 0.00021378908758570603}",14
0.952,0.008,0.014,0.014,0.012,0.952,0.008,0.014,0.014,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9875523543724517, ""C15_LAVES#1"": 0.006276503182467207, ""FCC_L12#1"": 0.000661821528246398, ""HCP_A3#1"": 0.0023280423828542962, ""HCP_A3#2"": 0.003181278533980452}",14
0.944,0.004,0.033,0.012,0.007,0.944,0.004,0.033,0.012,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946808990279562, ""FCC_L12#1"": 0.0006439012723780519, ""HCP_A3#1"": 0.002718872178513885, ""HCP_A3#2"": 0.0019563275211517714}",14
0.95,0.012,0.018000000000000002,0.016,0.004,0.95,0.012,0.018000000000000002,0.016,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957534357929673, ""FCC_L12#1"": 0.0006330607531883238, ""HCP_A3#1"": 0.0009254038556898688, ""HCP_A3#2"": 0.002373918492394764, ""ZRO2_MONO#1"": 0.00031418110576000326}",14
0.953,0.02,0.008,0.012,0.007,0.953,0.02,0.008,0.012,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946412995969609, ""FCC_L12#1"": 0.0006458572558277325, ""HCP_A3#1"": 0.0027326588609732543, ""HCP_A3#2"": 0.0019801842862380062}",14
0.969,0.006,0.007,0.004,0.014,0.969,0.006,0.007,0.004,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9831568562783991, ""C15_LAVES#1"": 0.010649912708049856, ""FCC_L12#1"": 0.0006480376449897025, ""HCP_A3#1"": 0.002349012700979307, ""HCP_A3#2"": 0.0031961806675818412}",14
0.864,0.062,0.005,0.047,0.022,0.864,0.062,0.005,0.047,0.022,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9445303170705965, ""C15_LAVES#1"": 0.05009385416308375, ""FCC_L12#1"": 0.0006978233197121907, ""HCP_A3#1"": 0.0019682529045314695, ""HCP_A3#2"": 0.002709752542076064}",14
0.864,0.023,0.076,0.019,0.018000000000000002,0.864,0.023,0.076,0.019,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9667888661165014, ""C15_LAVES#1"": 0.02743970935191626, ""FCC_L12#1"": 0.0006642687354764861, ""HCP_A3#1"": 0.0029715986518519017, ""HCP_A3#2"": 0.0021355571442537393}",14
0.954,0.012,0.006,0.021,0.007,0.954,0.012,0.006,0.021,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945015880063856, ""FCC_L12#1"": 0.0006608057968120102, ""HCP_A3#1"": 0.0020340498400879883, ""HCP_A3#2"": 0.002803556356714299}",14
0.808,0.111,0.024,0.037,0.02,0.808,0.111,0.024,0.037,0.02,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.945766839089017, ""C15_LAVES#1"": 0.05032864196050777, ""FCC_L12#1"": 0.0006696260954530509, ""HCP_A3#2"": 0.00243961778354484, ""ZRO2_MONO#1"": 0.0007952750714772737}",14
0.895,0.043000000000000003,0.02,0.036000000000000004,0.006,0.895,0.043000000000000003,0.02,0.036000000000000004,0.006,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9937206240427576, ""C15_LAVES#1"": 0.0010013424863697718, ""FCC_L12#1"": 0.0006745195162906266, ""HCP_A3#1"": 0.0026703025628420462, ""HCP_A3#2"": 0.0019332113917398255}",14
0.969,0.013000000000000001,0.004,0.01,0.004,0.969,0.013000000000000001,0.004,0.01,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957721042607472, ""FCC_L12#1"": 0.0006240240313027611, ""HCP_A3#1"": 0.0010083261067075611, ""HCP_A3#2"": 0.0023344225175167023, ""ZRO2_MONO#1"": 0.0002611230837258844}",14
